Date,cases,deaths,Country,population,continent,"14 day cases/100,000"
12/14/2020,6,0,Australia,25203200.0,Oceania,0.54754952
12/13/2020,13,0,Australia,25203200.0,Oceania,0.55548502
12/12/2020,12,0,Australia,25203200.0,Oceania,0.54754952
11/12/2020,7,0,Australia,25203200.0,Oceania,0.52771077
10/12/2020,6,0,Australia,25203200.0,Oceania,0.55151727
09/12/2020,15,0,Australia,25203200.0,Oceania,0.55151727
08/12/2020,7,0,Australia,25203200.0,Oceania,0.54358177
07/12/2020,9,0,Australia,25203200.0,Oceania,0.57135602
06/12/2020,7,0,Australia,25203200.0,Oceania,0.59119477
05/12/2020,10,0,Australia,25203200.0,Oceania,0.63484002
04/12/2020,16,0,Australia,25203200.0,Oceania,0.61500127
03/12/2020,11,0,Australia,25203200.0,Oceania,0.57929152
02/12/2020,8,0,Australia,25203200.0,Oceania,0.61896902
01/12/2020,11,1,Australia,25203200.0,Oceania,0.61103352
11/30/2020,8,0,Australia,25203200.0,Oceania,0.66658202
11/29/2020,11,0,Australia,25203200.0,Oceania,0.69038852
11/28/2020,7,0,Australia,25203200.0,Oceania,0.67848527
11/27/2020,13,0,Australia,25203200.0,Oceania,0.67054977
11/26/2020,6,0,Australia,25203200.0,Oceania,0.66658202
11/25/2020,13,0,Australia,25203200.0,Oceania,0.67451752
11/24/2020,14,0,Australia,25203200.0,Oceania,0.66261427
11/23/2020,14,0,Australia,25203200.0,Oceania,0.64674327
11/22/2020,18,0,Australia,25203200.0,Oceania,0.61500127
11/21/2020,5,0,Australia,25203200.0,Oceania,0.57135602
11/20/2020,7,0,Australia,25203200.0,Oceania,0.59913027
11/19/2020,21,0,Australia,25203200.0,Oceania,0.61500127
11/18/2020,6,0,Australia,25203200.0,Oceania,0.57929152
11/17/2020,25,0,Australia,25203200.0,Oceania,0.58722702
11/16/2020,14,0,Australia,25203200.0,Oceania,0.51580752
11/15/2020,8,0,Australia,25203200.0,Oceania,0.48009777
11/14/2020,5,0,Australia,25203200.0,Oceania,0.48009777
11/13/2020,12,0,Australia,25203200.0,Oceania,0.51183977
12/11/2020,8,0,Australia,25203200.0,Oceania,0.52374302
11/11/2020,10,0,Australia,25203200.0,Oceania,0.54358177
10/11/2020,10,0,Australia,25203200.0,Oceania,0.55945277
09/11/2020,6,0,Australia,25203200.0,Oceania,0.54754952
08/11/2020,7,0,Australia,25203200.0,Oceania,0.60706577
07/11/2020,12,0,Australia,25203200.0,Oceania,0.63880777
06/11/2020,11,0,Australia,25203200.0,Oceania,0.66261427
05/11/2020,12,0,Australia,25203200.0,Oceania,0.70625952
04/11/2020,8,0,Australia,25203200.0,Oceania,0.71419502
03/11/2020,7,0,Australia,25203200.0,Oceania,0.80545328
02/11/2020,5,0,Australia,25203200.0,Oceania,0.81338878
01/11/2020,8,0,Australia,25203200.0,Oceania,0.82132428
10/31/2020,13,0,Australia,25203200.0,Oceania,0.83719528
10/30/2020,15,0,Australia,25203200.0,Oceania,0.82132428
10/29/2020,13,2,Australia,25203200.0,Oceania,0.84513078
10/28/2020,14,0,Australia,25203200.0,Oceania,0.88877603
10/27/2020,7,0,Australia,25203200.0,Oceania,0.95622778
10/26/2020,21,0,Australia,25203200.0,Oceania,1.01574403
10/25/2020,15,0,Australia,25203200.0,Oceania,1.01177628
10/24/2020,18,0,Australia,25203200.0,Oceania,1.01177628
10/23/2020,22,0,Australia,25203200.0,Oceania,1.03161503
10/22/2020,14,0,Australia,25203200.0,Oceania,1.03955053
10/21/2020,31,0,Australia,25203200.0,Oceania,1.01574403
10/20/2020,9,1,Australia,25203200.0,Oceania,0.99193753
10/19/2020,7,0,Australia,25203200.0,Oceania,1.00780853
10/18/2020,12,0,Australia,25203200.0,Oceania,1.03955053
10/17/2020,9,0,Australia,25203200.0,Oceania,1.02367953
10/16/2020,21,0,Australia,25203200.0,Oceania,1.05542153
10/15/2020,24,5,Australia,25203200.0,Oceania,1.10303454
10/14/2020,31,1,Australia,25203200.0,Oceania,1.00780853
10/13/2020,22,0,Australia,25203200.0,Oceania,0.96019553
12/10/2020,20,1,Australia,25203200.0,Oceania,0.88877603
11/10/2020,15,0,Australia,25203200.0,Oceania,0.90464703
10/10/2020,23,0,Australia,25203200.0,Oceania,0.90861478
09/10/2020,24,0,Australia,25203200.0,Oceania,0.88480828
08/10/2020,8,2,Australia,25203200.0,Oceania,0.82925978
07/10/2020,25,1,Australia,25203200.0,Oceania,0.92051803
06/10/2020,13,0,Australia,25203200.0,Oceania,0.94035678
05/10/2020,15,1,Australia,25203200.0,Oceania,0.94432453
04/10/2020,8,3,Australia,25203200.0,Oceania,0.93638903
03/10/2020,17,2,Australia,25203200.0,Oceania,0.99987303
02/10/2020,33,6,Australia,25203200.0,Oceania,1.12287329
09/30/2020,19,7,Australia,25203200.0,Oceania,1.28951879
09/29/2020,4,3,Australia,25203200.0,Oceania,1.39664804
09/28/2020,24,2,Australia,25203200.0,Oceania,1.5434548000000001
09/27/2020,16,1,Australia,25203200.0,Oceania,1.6228098
09/26/2020,17,8,Australia,25203200.0,Oceania,1.72597131
09/25/2020,10,2,Australia,25203200.0,Oceania,1.86484256
09/24/2020,31,5,Australia,25203200.0,Oceania,2.01561706
09/23/2020,30,3,Australia,25203200.0,Oceania,2.25368207
09/22/2020,14,2,Australia,25203200.0,Oceania,2.34097257
09/21/2020,13,5,Australia,25203200.0,Oceania,2.45603733
09/20/2020,24,7,Australia,25203200.0,Oceania,2.69013459
09/19/2020,48,5,Australia,25203200.0,Oceania,2.87661884
09/18/2020,34,8,Australia,25203200.0,Oceania,3.0313611000000003
09/17/2020,41,8,Australia,25203200.0,Oceania,3.39639411
09/16/2020,46,0,Australia,25203200.0,Oceania,3.64636237
09/15/2020,41,6,Australia,25203200.0,Oceania,3.75349162
09/14/2020,44,7,Australia,25203200.0,Oceania,3.89236287
09/13/2020,42,6,Australia,25203200.0,Oceania,4.20581513
12/09/2020,52,9,Australia,25203200.0,Oceania,4.43197689
11/09/2020,48,7,Australia,25203200.0,Oceania,4.725590400000001
10/09/2020,91,11,Australia,25203200.0,Oceania,4.99936516
09/09/2020,52,8,Australia,25203200.0,Oceania,5.24139792
08/09/2020,43,9,Australia,25203200.0,Oceania,5.57865668
07/09/2020,72,5,Australia,25203200.0,Oceania,5.82068944
06/09/2020,71,11,Australia,25203200.0,Oceania,6.36823895
05/09/2020,87,59,Australia,25203200.0,Oceania,6.86023997
04/09/2020,126,15,Australia,25203200.0,Oceania,7.19353098
03/09/2020,104,6,Australia,25203200.0,Oceania,7.65775775
02/09/2020,73,5,Australia,25203200.0,Oceania,8.11801676
01/09/2020,76,41,Australia,25203200.0,Oceania,8.51875952
08/31/2020,123,11,Australia,25203200.0,Oceania,9.451180800000001
08/30/2020,99,17,Australia,25203200.0,Oceania,9.96698832
08/29/2020,126,11,Australia,25203200.0,Oceania,10.73276409
08/28/2020,117,23,Australia,25203200.0,Oceania,11.76041138
08/27/2020,152,24,Australia,25203200.0,Oceania,12.21273489
08/26/2020,137,8,Australia,25203200.0,Oceania,13.25228542
08/25/2020,104,15,Australia,25203200.0,Oceania,13.962512699999998
08/24/2020,210,17,Australia,25203200.0,Oceania,14.79177247
08/23/2020,195,13,Australia,25203200.0,Oceania,15.4900965
08/22/2020,171,9,Australia,25203200.0,Oceania,16.40664678
08/21/2020,243,13,Australia,25203200.0,Oceania,17.35493906
08/20/2020,220,12,Australia,25203200.0,Oceania,18.04929533
08/19/2020,174,17,Australia,25203200.0,Oceania,20.01333164
08/18/2020,311,25,Australia,25203200.0,Oceania,20.95368842
08/17/2020,253,17,Australia,25203200.0,Oceania,21.28697943
08/16/2020,292,4,Australia,25203200.0,Oceania,22.82646648
08/15/2020,385,14,Australia,25203200.0,Oceania,23.16372524
08/14/2020,231,9,Australia,25203200.0,Oceania,24.02472702
08/13/2020,414,21,Australia,25203200.0,Oceania,25.96892458
12/08/2020,316,18,Australia,25203200.0,Oceania,25.42931056
11/08/2020,313,18,Australia,25203200.0,Oceania,25.63960132
10/08/2020,386,17,Australia,25203200.0,Oceania,26.5085386
09/08/2020,426,12,Australia,25203200.0,Oceania,26.77437786
08/08/2020,410,11,Australia,25203200.0,Oceania,26.492667600000004
07/08/2020,418,8,Australia,25203200.0,Oceania,26.01256983
06/08/2020,715,15,Australia,25203200.0,Oceania,25.98082783
05/08/2020,411,11,Australia,25203200.0,Oceania,25.00079355
04/08/2020,395,13,Australia,25203200.0,Oceania,24.79447054
03/08/2020,641,8,Australia,25203200.0,Oceania,24.28659853
02/08/2020,377,4,Australia,25203200.0,Oceania,23.17562849
01/08/2020,602,7,Australia,25203200.0,Oceania,22.49714322
07/31/2020,721,13,Australia,25203200.0,Oceania,21.79485145
07/30/2020,278,9,Australia,25203200.0,Oceania,20.1839449
07/29/2020,369,6,Australia,25203200.0,Oceania,20.04904139
07/28/2020,532,6,Australia,25203200.0,Oceania,19.66020188
07/27/2020,453,10,Australia,25203200.0,Oceania,18.27545708
07/26/2020,355,6,Australia,25203200.0,Oceania,17.44619731
07/25/2020,289,6,Australia,25203200.0,Oceania,16.80738954
07/24/2020,410,5,Australia,25203200.0,Oceania,16.85103479
07/23/2020,468,2,Australia,25203200.0,Oceania,15.91067801
07/22/2020,359,3,Australia,25203200.0,Oceania,14.57354622
07/21/2020,267,1,Australia,25203200.0,Oceania,13.81967369
07/20/2020,361,4,Australia,25203200.0,Oceania,13.30386618
07/19/2020,206,2,Australia,25203200.0,Oceania,12.21670264
07/18/2020,425,3,Australia,25203200.0,Oceania,11.82389538
07/17/2020,315,2,Australia,25203200.0,Oceania,11.14541011
07/16/2020,244,3,Australia,25203200.0,Oceania,10.21695658
07/15/2020,271,0,Australia,25203200.0,Oceania,9.59005206
07/14/2020,183,0,Australia,25203200.0,Oceania,8.78063103
07/13/2020,244,1,Australia,25203200.0,Oceania,8.37592052
12/07/2020,194,1,Australia,25203200.0,Oceania,7.58633824
11/07/2020,300,0,Australia,25203200.0,Oceania,6.99911122
10/07/2020,173,0,Australia,25203200.0,Oceania,5.95559294
09/07/2020,131,0,Australia,25203200.0,Oceania,5.41597892
08/07/2020,169,0,Australia,25203200.0,Oceania,5.01126841
07/07/2020,137,2,Australia,25203200.0,Oceania,4.41213814
06/07/2020,87,0,Australia,25203200.0,Oceania,3.92013713
05/07/2020,107,0,Australia,25203200.0,Oceania,3.67413662
04/07/2020,254,0,Australia,25203200.0,Oceania,3.35671661
03/07/2020,81,0,Australia,25203200.0,Oceania,2.42032758
02/07/2020,86,0,Australia,25203200.0,Oceania,2.18226257
01/07/2020,67,0,Australia,25203200.0,Oceania,1.93229431
06/30/2020,81,0,Australia,25203200.0,Oceania,1.71406805
06/29/2020,45,0,Australia,25203200.0,Oceania,1.45219655
06/28/2020,46,0,Australia,25203200.0,Oceania,1.34506729
06/27/2020,37,0,Australia,25203200.0,Oceania,1.21016379
06/26/2020,37,1,Australia,25203200.0,Oceania,1.08319578
06/25/2020,29,1,Australia,25203200.0,Oceania,0.97209878
06/24/2020,18,0,Australia,25203200.0,Oceania,0.89274378
06/23/2020,13,0,Australia,25203200.0,Oceania,0.82925978
06/22/2020,25,0,Australia,25203200.0,Oceania,0.79751778
06/21/2020,27,0,Australia,25203200.0,Oceania,0.71816277
06/20/2020,18,0,Australia,25203200.0,Oceania,0.62690452
06/19/2020,21,0,Australia,25203200.0,Oceania,0.59913027
06/18/2020,23,0,Australia,25203200.0,Oceania,0.55945277
06/17/2020,12,0,Australia,25203200.0,Oceania,0.49993652
06/16/2020,15,0,Australia,25203200.0,Oceania,0.51977527
06/15/2020,18,0,Australia,25203200.0,Oceania,0.49596877
06/14/2020,12,0,Australia,25203200.0,Oceania,0.46422676
06/13/2020,5,0,Australia,25203200.0,Oceania,0.46422676
12/06/2020,9,0,Australia,25203200.0,Oceania,0.53564627
11/06/2020,9,0,Australia,25203200.0,Oceania,0.54358177
10/06/2020,2,0,Australia,25203200.0,Oceania,0.53167852
09/06/2020,5,0,Australia,25203200.0,Oceania,0.58325927
08/06/2020,5,0,Australia,25203200.0,Oceania,0.59913027
07/06/2020,4,0,Australia,25203200.0,Oceania,0.59119477
06/06/2020,11,0,Australia,25203200.0,Oceania,0.61896902
05/06/2020,11,0,Australia,25203200.0,Oceania,0.63087227
04/06/2020,8,0,Australia,25203200.0,Oceania,0.59516252
03/06/2020,17,0,Australia,25203200.0,Oceania,0.60706577
02/06/2020,9,0,Australia,25203200.0,Oceania,0.57135602
01/06/2020,10,0,Australia,25203200.0,Oceania,0.59516252
05/31/2020,12,0,Australia,25203200.0,Oceania,0.59119477
05/30/2020,23,0,Australia,25203200.0,Oceania,0.61103352
05/29/2020,11,0,Australia,25203200.0,Oceania,0.63880777
05/28/2020,6,0,Australia,25203200.0,Oceania,0.65071102
05/27/2020,15,0,Australia,25203200.0,Oceania,0.67054977
05/26/2020,9,0,Australia,25203200.0,Oceania,0.67451752
05/25/2020,3,0,Australia,25203200.0,Oceania,0.66658202
05/24/2020,11,1,Australia,25203200.0,Oceania,0.70229177
05/23/2020,14,1,Australia,25203200.0,Oceania,0.71816277
05/22/2020,2,0,Australia,25203200.0,Oceania,0.73403377
05/21/2020,11,1,Australia,25203200.0,Oceania,0.80942103
05/20/2020,8,0,Australia,25203200.0,Oceania,0.86893728
05/19/2020,15,1,Australia,25203200.0,Oceania,0.93242128
05/18/2020,9,0,Australia,25203200.0,Oceania,0.96813103
05/17/2020,17,0,Australia,25203200.0,Oceania,1.00384078
05/16/2020,30,0,Australia,25203200.0,Oceania,0.99987303
05/15/2020,14,0,Australia,25203200.0,Oceania,0.90067928
05/14/2020,11,1,Australia,25203200.0,Oceania,0.90861478
05/13/2020,16,0,Australia,25203200.0,Oceania,0.89671153
12/05/2020,7,0,Australia,25203200.0,Oceania,0.88480828
11/05/2020,12,0,Australia,25203200.0,Oceania,0.90464703
10/05/2020,15,0,Australia,25203200.0,Oceania,0.89671153
09/05/2020,18,0,Australia,25203200.0,Oceania,0.90067928
08/05/2020,21,0,Australia,25203200.0,Oceania,0.90861478
07/05/2020,26,1,Australia,25203200.0,Oceania,0.87687278
06/05/2020,24,1,Australia,25203200.0,Oceania,0.80148553
05/05/2020,24,0,Australia,25203200.0,Oceania,0.79355003
04/05/2020,18,2,Australia,25203200.0,Oceania,0.74990477
03/05/2020,16,0,Australia,25203200.0,Oceania,0.78164678
02/05/2020,5,1,Australia,25203200.0,Oceania,0.92845353
01/05/2020,16,2,Australia,25203200.0,Oceania,1.05145378
04/30/2020,8,2,Australia,25203200.0,Oceania,1.14271204
04/29/2020,13,4,Australia,25203200.0,Oceania,1.27761554
04/28/2020,12,1,Australia,25203200.0,Oceania,1.4244223
04/27/2020,10,2,Australia,25203200.0,Oceania,1.5513903
04/26/2020,16,2,Australia,25203200.0,Oceania,1.64264855
04/25/2020,20,4,Australia,25203200.0,Oceania,1.78151981
04/24/2020,13,1,Australia,25203200.0,Oceania,2.04339132
04/23/2020,7,0,Australia,25203200.0,Oceania,2.38858558
04/22/2020,22,3,Australia,25203200.0,Oceania,2.74171534
04/21/2020,13,1,Australia,25203200.0,Oceania,3.09881285
04/20/2020,26,1,Australia,25203200.0,Oceania,3.44400711
04/19/2020,53,2,Australia,25203200.0,Oceania,3.56700736
04/18/2020,36,4,Australia,25203200.0,Oceania,3.90823388
04/17/2020,39,0,Australia,25203200.0,Oceania,5.05094591
04/16/2020,42,2,Australia,25203200.0,Oceania,5.88020569
04/15/2020,50,0,Australia,25203200.0,Oceania,6.78088497
04/14/2020,44,0,Australia,25203200.0,Oceania,7.17765998
04/13/2020,33,4,Australia,25203200.0,Oceania,8.84411503
12/04/2020,51,3,Australia,25203200.0,Oceania,9.84002031
11/04/2020,86,2,Australia,25203200.0,Oceania,11.34776536
10/04/2020,100,2,Australia,25203200.0,Oceania,11.84770188
09/04/2020,96,5,Australia,25203200.0,Oceania,12.90709116
08/04/2020,112,3,Australia,25203200.0,Oceania,14.0180612
07/04/2020,100,6,Australia,25203200.0,Oceania,15.95432326
06/04/2020,57,2,Australia,25203200.0,Oceania,16.00987176
05/04/2020,139,4,Australia,25203200.0,Oceania,18.20800533
04/04/2020,324,7,Australia,25203200.0,Oceania,18.54526409
03/04/2020,248,2,Australia,25203200.0,Oceania,17.91439182
02/04/2020,269,1,Australia,25203200.0,Oceania,17.50174581
01/04/2020,150,1,Australia,25203200.0,Oceania,16.87484129
03/31/2020,464,3,Australia,25203200.0,Oceania,16.59313103
03/30/2020,284,2,Australia,25203200.0,Oceania,15.05761173
03/29/2020,431,1,Australia,25203200.0,Oceania,14.12519045
03/28/2020,212,0,Australia,25203200.0,Oceania,12.62141315
03/27/2020,367,2,Australia,25203200.0,Oceania,11.94292788
03/26/2020,376,3,Australia,25203200.0,Oceania,10.60579609
03/25/2020,600,1,Australia,25203200.0,Oceania,9.16947054
03/24/2020,114,0,Australia,25203200.0,Oceania,6.83643347
03/23/2020,611,0,Australia,25203200.0,Oceania,6.46346496
03/22/2020,224,0,Australia,25203200.0,Oceania,4.06297613
03/21/2020,165,1,Australia,25203200.0,Oceania,3.21784535
03/20/2020,144,0,Australia,25203200.0,Oceania,2.57903758
03/19/2020,111,1,Australia,25203200.0,Oceania,2.03545582
03/18/2020,79,0,Australia,25203200.0,Oceania,1.6386808000000002
03/17/2020,77,0,Australia,25203200.0,Oceania,1.35697054
03/16/2020,49,2,Australia,25203200.0,Oceania,1.06732478
03/15/2020,52,0,Australia,25203200.0,Oceania,0.88480828
03/14/2020,41,0,Australia,25203200.0,Oceania,0.68245302
03/13/2020,30,0,Australia,25203200.0,Oceania,0.52771077
12/03/2020,14,0,Australia,25203200.0,Oceania,0.40867826
11/03/2020,12,0,Australia,25203200.0,Oceania,0.35709751
10/03/2020,20,0,Australia,25203200.0,Oceania,0.30948451
09/03/2020,6,0,Australia,25203200.0,Oceania,0.23012951
08/03/2020,11,1,Australia,25203200.0,Oceania,0.20632301
07/03/2020,4,0,Australia,25203200.0,Oceania,0.16664551
06/03/2020,7,0,Australia,25203200.0,Oceania,0.16664551
05/03/2020,11,1,Australia,25203200.0,Oceania,0.14680675
04/03/2020,8,0,Australia,25203200.0,Oceania,0.1031615
03/03/2020,4,0,Australia,25203200.0,Oceania,0.07141950000000001
02/03/2020,3,0,Australia,25203200.0,Oceania,0.0555485
01/03/2020,1,1,Australia,25203200.0,Oceania,0.04364525
02/29/2020,2,0,Australia,25203200.0,Oceania,0.0396775
02/27/2020,1,0,Australia,25203200.0,Oceania,0.03570975
02/23/2020,1,0,Australia,25203200.0,Oceania,0.031742
02/22/2020,4,0,Australia,25203200.0,Oceania,0.02777425
02/21/2020,2,0,Australia,25203200.0,Oceania,0.01190325
02/14/2020,1,0,Australia,25203200.0,Oceania,0.031742
07/02/2020,1,0,Australia,25203200.0,Oceania,0.0555485
06/02/2020,1,0,Australia,25203200.0,Oceania,0.05158075
05/02/2020,1,0,Australia,25203200.0,Oceania,0.047613
02/02/2020,2,0,Australia,25203200.0,Oceania,0.04364525
01/02/2020,2,0,Australia,25203200.0,Oceania,0.03570975
12/14/2020,2,6,Belgium,11455519.0,Europe,268.2375194
12/13/2020,856,48,Belgium,11455519.0,Europe,269.5294731
12/12/2020,2751,92,Belgium,11455519.0,Europe,269.0842728
11/12/2020,2604,87,Belgium,11455519.0,Europe,267.41695419999996
10/12/2020,2708,83,Belgium,11455519.0,Europe,267.11142459999996
09/12/2020,2715,91,Belgium,11455519.0,Europe,268.438296
08/12/2020,3353,96,Belgium,11455519.0,Europe,273.67594610000003
07/12/2020,592,83,Belgium,11455519.0,Europe,273.64975780000003
06/12/2020,1098,85,Belgium,11455519.0,Europe,275.09011160000006
05/12/2020,2549,106,Belgium,11455519.0,Europe,279.7341613
04/12/2020,2364,93,Belgium,11455519.0,Europe,285.4519293
03/12/2020,2611,117,Belgium,11455519.0,Europe,294.9582642
02/12/2020,2674,110,Belgium,11455519.0,Europe,313.76142799999997
01/12/2020,3293,99,Belgium,11455519.0,Europe,335.82939369999997
11/30/2020,560,119,Belgium,11455519.0,Europe,340.1679138
11/29/2020,1004,114,Belgium,11455519.0,Europe,352.1010266
11/28/2020,2700,124,Belgium,11455519.0,Europe,378.3678417
11/27/2020,2413,118,Belgium,11455519.0,Europe,413.88783870000003
11/26/2020,2673,138,Belgium,11455519.0,Europe,408.0478589
11/25/2020,2867,120,Belgium,11455519.0,Europe,450.2458597
11/24/2020,3953,139,Belgium,11455519.0,Europe,491.12571849999995
11/23/2020,589,135,Belgium,11455519.0,Europe,498.6242876
11/22/2020,1263,138,Belgium,11455519.0,Europe,514.1888377
11/21/2020,3081,165,Belgium,11455519.0,Europe,545.3266674
11/20/2020,3019,172,Belgium,11455519.0,Europe,585.8311614
11/19/2020,3700,158,Belgium,11455519.0,Europe,634.1048363
11/18/2020,4828,153,Belgium,11455519.0,Europe,697.6026141
11/17/2020,5821,195,Belgium,11455519.0,Europe,767.7609369
11/16/2020,1057,192,Belgium,11455519.0,Europe,781.8065684999999
11/15/2020,2371,175,Belgium,11455519.0,Europe,816.1742825
11/14/2020,5709,183,Belgium,11455519.0,Europe,900.7797901
11/13/2020,6482,173,Belgium,11455519.0,Europe,975.9226099
12/11/2020,2004,196,Belgium,11455519.0,Europe,1115.540902
11/11/2020,7701,218,Belgium,11455519.0,Europe,1242.196011
10/11/2020,8636,194,Belgium,11455519.0,Europe,1340.24482
09/11/2020,1448,210,Belgium,11455519.0,Europe,1370.33512
08/11/2020,3046,208,Belgium,11455519.0,Europe,1444.6311859999998
07/11/2020,6648,214,Belgium,11455519.0,Europe,1551.374495
06/11/2020,7659,206,Belgium,11455519.0,Europe,1638.913086
05/11/2020,9230,198,Belgium,11455519.0,Europe,1710.9744219999998
04/11/2020,12102,172,Belgium,11455519.0,Europe,1773.5032350000001
03/11/2020,13858,208,Belgium,11455519.0,Europe,1788.360702
02/11/2020,2666,164,Belgium,11455519.0,Europe,1802.528545
01/11/2020,6308,177,Belgium,11455519.0,Europe,1817.255072
10/31/2020,15401,185,Belgium,11455519.0,Europe,1800.4596739999997
10/30/2020,15090,139,Belgium,11455519.0,Europe,1771.8970219999999
10/29/2020,17998,142,Belgium,11455519.0,Europe,1722.0956989999997
10/28/2020,22210,132,Belgium,11455519.0,Europe,1638.0052269999999
10/27/2020,19868,121,Belgium,11455519.0,Europe,1549.5500470000002
10/26/2020,4895,94,Belgium,11455519.0,Europe,1527.79634
10/25/2020,11557,93,Belgium,11455519.0,Europe,1464.5342560000001
10/24/2020,18876,94,Belgium,11455519.0,Europe,1367.751212
10/23/2020,17687,55,Belgium,11455519.0,Europe,1270.863415
10/22/2020,17485,62,Belgium,11455519.0,Europe,1177.615785
10/21/2020,19265,52,Belgium,11455519.0,Europe,1059.087764
10/20/2020,15560,52,Belgium,11455519.0,Europe,969.0787471000001
10/19/2020,4289,31,Belgium,11455519.0,Europe,940.6732248
10/18/2020,7995,23,Belgium,11455519.0,Europe,885.8001108999999
10/17/2020,13477,36,Belgium,11455519.0,Europe,800.6359206000001
10/16/2020,11818,35,Belgium,11455519.0,Europe,727.2389841
10/15/2020,12293,41,Belgium,11455519.0,Europe,648.2377621
10/14/2020,12577,34,Belgium,11455519.0,Europe,564.4964667
10/13/2020,9735,36,Belgium,11455519.0,Europe,503.8008317
12/10/2020,2403,26,Belgium,11455519.0,Europe,487.53792819999995
11/10/2020,4310,22,Belgium,11455519.0,Europe,458.1547113
10/10/2020,7789,19,Belgium,11455519.0,Europe,404.3291273
09/10/2020,6588,20,Belgium,11455519.0,Europe,362.497762
08/10/2020,6803,20,Belgium,11455519.0,Europe,321.4171265
07/10/2020,5687,18,Belgium,11455519.0,Europe,289.87774360000003
06/10/2020,5249,14,Belgium,11455519.0,Europe,263.2966695
05/10/2020,1035,14,Belgium,11455519.0,Europe,258.28598430000005
04/10/2020,1709,15,Belgium,11455519.0,Europe,251.17150959999998
03/10/2020,3721,11,Belgium,11455519.0,Europe,233.607923
02/10/2020,3410,15,Belgium,11455519.0,Europe,219.1345499
01/10/2020,3243,6,Belgium,11455519.0,Europe,207.77757869999996
09/30/2020,2984,10,Belgium,11455519.0,Europe,195.9404895
09/29/2020,2782,13,Belgium,11455519.0,Europe,186.7309548
09/28/2020,540,12,Belgium,11455519.0,Europe,184.6446241
09/27/2020,944,6,Belgium,11455519.0,Europe,181.79010480000002
09/26/2020,1623,5,Belgium,11455519.0,Europe,178.83083249999999
09/25/2020,1796,4,Belgium,11455519.0,Europe,173.13052340000002
09/24/2020,2097,8,Belgium,11455519.0,Europe,163.76385919999998
09/23/2020,2074,1,Belgium,11455519.0,Europe,153.2623707
09/22/2020,2204,3,Belgium,11455519.0,Europe,142.03634069999998
09/21/2020,461,3,Belgium,11455519.0,Europe,139.3651392
09/20/2020,894,8,Belgium,11455519.0,Europe,134.3719128
09/19/2020,1709,6,Belgium,11455519.0,Europe,125.80835490000001
09/18/2020,1752,1,Belgium,11455519.0,Europe,116.42423190000001
09/17/2020,1942,2,Belgium,11455519.0,Europe,104.4823897
09/16/2020,1628,3,Belgium,11455519.0,Europe,95.20301961
09/15/2020,1727,4,Belgium,11455519.0,Europe,85.66176705
09/14/2020,301,1,Belgium,11455519.0,Europe,84.05555436
09/13/2020,617,1,Belgium,11455519.0,Europe,80.37174047
12/09/2020,1284,5,Belgium,11455519.0,Europe,74.52303121
11/09/2020,1143,3,Belgium,11455519.0,Europe,69.2155458
10/09/2020,1024,2,Belgium,11455519.0,Europe,64.86829623
09/09/2020,871,3,Belgium,11455519.0,Europe,61.86537685
08/09/2020,918,4,Belgium,11455519.0,Europe,59.15052823
07/09/2020,155,2,Belgium,11455519.0,Europe,58.80135156
06/09/2020,322,1,Belgium,11455519.0,Europe,57.76255096
05/09/2020,728,2,Belgium,11455519.0,Europe,55.8595381
04/09/2020,677,4,Belgium,11455519.0,Europe,55.02151408
03/09/2020,574,2,Belgium,11455519.0,Europe,55.35323192
02/09/2020,565,3,Belgium,11455519.0,Europe,56.74993861
01/09/2020,634,3,Belgium,11455519.0,Europe,57.38718604
08/31/2020,117,1,Belgium,11455519.0,Europe,57.51812729
08/30/2020,195,6,Belgium,11455519.0,Europe,57.23878595
08/29/2020,614,4,Belgium,11455519.0,Europe,57.0030917
08/28/2020,535,3,Belgium,11455519.0,Europe,58.17283355
08/27/2020,526,4,Belgium,11455519.0,Europe,58.89737514
08/26/2020,527,5,Belgium,11455519.0,Europe,60.56469375
08/25/2020,607,5,Belgium,11455519.0,Europe,62.88671862
08/24/2020,115,3,Belgium,11455519.0,Europe,62.94782454
08/23/2020,203,5,Belgium,11455519.0,Europe,63.82949563
08/22/2020,510,3,Belgium,11455519.0,Europe,66.10787342
08/21/2020,581,4,Belgium,11455519.0,Europe,67.74900378
08/20/2020,612,9,Belgium,11455519.0,Europe,69.18062813
08/19/2020,725,11,Belgium,11455519.0,Europe,69.95754623
08/18/2020,707,7,Belgium,11455519.0,Europe,70.71700549
08/17/2020,132,7,Belgium,11455519.0,Europe,70.85667616
08/16/2020,163,9,Belgium,11455519.0,Europe,72.13117101
08/15/2020,587,12,Belgium,11455519.0,Europe,72.97792444
08/14/2020,669,12,Belgium,11455519.0,Europe,72.68112427
08/13/2020,609,11,Belgium,11455519.0,Europe,73.50168945
12/08/2020,718,13,Belgium,11455519.0,Europe,73.21361869
11/08/2020,873,11,Belgium,11455519.0,Europe,70.78684082
10/08/2020,122,5,Belgium,11455519.0,Europe,71.32806466
09/08/2020,304,2,Belgium,11455519.0,Europe,70.6733584
08/08/2020,771,6,Belgium,11455519.0,Europe,68.27276879
07/08/2020,769,4,Belgium,11455519.0,Europe,65.39206124
06/08/2020,776,5,Belgium,11455519.0,Europe,63.44540129999999
05/08/2020,814,5,Belgium,11455519.0,Europe,57.60542146
