Date,cases,deaths,Country,population,continent,"14 day cases/100,000"
08/26/2020,43,0,Finland,5517919.0,Europe,6.48795316
08/25/2020,18,1,Finland,5517919.0,Europe,6.1073749
08/24/2020,14,0,Finland,5517919.0,Europe,6.08925213
08/23/2020,35,0,Finland,5517919.0,Europe,6.12549767
08/22/2020,29,0,Finland,5517919.0,Europe,5.74491942
08/21/2020,37,0,Finland,5517919.0,Europe,5.61806
08/20/2020,29,0,Finland,5517919.0,Europe,5.30997284
08/19/2020,24,0,Finland,5517919.0,Europe,5.30997284
08/18/2020,21,1,Finland,5517919.0,Europe,5.18311342
08/17/2020,11,0,Finland,5517919.0,Europe,5.03813122
08/16/2020,20,0,Finland,5517919.0,Europe,5.02000845
08/15/2020,17,0,Finland,5517919.0,Europe,4.85690348
08/14/2020,41,0,Finland,5517919.0,Europe,4.71192129
08/13/2020,19,0,Finland,5517919.0,Europe,4.13199251
12/08/2020,22,0,Finland,5517919.0,Europe,3.96888755
11/08/2020,17,2,Finland,5517919.0,Europe,3.67892316
10/08/2020,16,0,Finland,5517919.0,Europe,3.46144987
09/08/2020,14,0,Finland,5517919.0,Europe,3.26209935
08/08/2020,22,0,Finland,5517919.0,Europe,3.15336271
07/08/2020,20,0,Finland,5517919.0,Europe,2.89964387
06/08/2020,29,0,Finland,5517919.0,Europe,2.71841613
05/08/2020,17,2,Finland,5517919.0,Europe,2.39220619
04/08/2020,13,0,Finland,5517919.0,Europe,2.28346955
03/08/2020,10,0,Finland,5517919.0,Europe,2.08411903
02/08/2020,11,0,Finland,5517919.0,Europe,2.26534677
01/08/2020,9,0,Finland,5517919.0,Europe,2.37408342
07/31/2020,9,0,Finland,5517919.0,Europe,2.35596064
07/30/2020,10,0,Finland,5517919.0,Europe,2.19285568
07/29/2020,6,0,Finland,5517919.0,Europe,2.01162793
07/28/2020,5,0,Finland,5517919.0,Europe,1.90289129
07/27/2020,5,0,Finland,5517919.0,Europe,1.83040019
07/26/2020,8,0,Finland,5517919.0,Europe,1.77603187
07/25/2020,8,1,Finland,5517919.0,Europe,1.63104968
07/24/2020,10,0,Finland,5517919.0,Europe,1.54043581
07/23/2020,11,0,Finland,5517919.0,Europe,1.43169916
07/22/2020,11,0,Finland,5517919.0,Europe,1.35920806
07/21/2020,2,0,Finland,5517919.0,Europe,1.17798032
07/20/2020,20,0,Finland,5517919.0,Europe,1.1961031000000002
07/19/2020,17,0,Finland,5517919.0,Europe,0.86989316
07/18/2020,8,0,Finland,5517919.0,Europe,0.57992877
07/14/2020,1,0,Finland,5517919.0,Europe,1.52231303
07/13/2020,2,0,Finland,5517919.0,Europe,1.83040019
11/07/2020,3,0,Finland,5517919.0,Europe,1.79415464
10/07/2020,4,0,Finland,5517919.0,Europe,2.08411903
09/07/2020,7,0,Finland,5517919.0,Europe,2.10224181
08/07/2020,1,0,Finland,5517919.0,Europe,2.19285568
07/07/2020,3,0,Finland,5517919.0,Europe,2.37408342
06/07/2020,2,0,Finland,5517919.0,Europe,2.33783787
05/07/2020,1,0,Finland,5517919.0,Europe,2.3197151000000003
04/07/2020,28,0,Finland,5517919.0,Europe,2.46469729
03/07/2020,5,0,Finland,5517919.0,Europe,2.247224
02/07/2020,22,0,Finland,5517919.0,Europe,2.15661013
01/07/2020,5,0,Finland,5517919.0,Europe,1.84852297
06/30/2020,18,0,Finland,5517919.0,Europe,1.83040019
06/27/2020,19,1,Finland,5517919.0,Europe,2.13848735
06/26/2020,5,0,Finland,5517919.0,Europe,1.95725961
06/25/2020,12,0,Finland,5517919.0,Europe,2.30159232
06/24/2020,11,0,Finland,5517919.0,Europe,2.35596064
06/23/2020,1,1,Finland,5517919.0,Europe,2.59155671
06/22/2020,1,0,Finland,5517919.0,Europe,2.93588942
06/21/2020,9,0,Finland,5517919.0,Europe,3.2258538
06/20/2020,16,0,Finland,5517919.0,Europe,3.47957264
06/18/2020,5,0,Finland,5517919.0,Europe,3.73329148
06/17/2020,4,0,Finland,5517919.0,Europe,4.07762419
06/16/2020,4,0,Finland,5517919.0,Europe,4.04137864
06/15/2020,17,1,Finland,5517919.0,Europe,4.44007967
06/14/2020,14,0,Finland,5517919.0,Europe,4.73004406
06/13/2020,9,0,Finland,5517919.0,Europe,5.38246393
12/06/2020,24,1,Finland,5517919.0,Europe,5.81741051
11/06/2020,15,0,Finland,5517919.0,Europe,6.30672542
10/06/2020,24,1,Finland,5517919.0,Europe,7.19474135
09/06/2020,20,0,Finland,5517919.0,Europe,7.28535522
08/06/2020,17,1,Finland,5517919.0,Europe,7.28535522
07/06/2020,23,0,Finland,5517919.0,Europe,7.17661858
06/06/2020,30,0,Finland,5517919.0,Europe,7.32160077
04/06/2020,24,1,Finland,5517919.0,Europe,8.48145832
03/06/2020,2,0,Finland,5517919.0,Europe,8.843913800000001
02/06/2020,26,0,Finland,5517919.0,Europe,9.15200096
01/06/2020,33,4,Finland,5517919.0,Europe,9.27886038
05/31/2020,50,2,Finland,5517919.0,Europe,9.78629806
05/30/2020,33,1,Finland,5517919.0,Europe,9.93128025
05/29/2020,51,0,Finland,5517919.0,Europe,10.83741896
05/28/2020,64,1,Finland,5517919.0,Europe,11.56232993
05/27/2020,29,4,Finland,5517919.0,Europe,11.32673386
05/26/2020,20,1,Finland,5517919.0,Europe,11.14550612
05/25/2020,11,1,Finland,5517919.0,Europe,11.18175167
05/24/2020,31,0,Finland,5517919.0,Europe,12.46846864
05/23/2020,44,0,Finland,5517919.0,Europe,14.48009657
05/22/2020,50,2,Finland,5517919.0,Europe,14.86067483
05/21/2020,44,3,Finland,5517919.0,Europe,15.76681354
05/20/2020,19,1,Finland,5517919.0,Europe,17.88717812
05/19/2020,33,2,Finland,5517919.0,Europe,19.08328122
05/18/2020,61,1,Finland,5517919.0,Europe,19.80819218
05/17/2020,58,4,Finland,5517919.0,Europe,20.06191102
05/16/2020,83,6,Finland,5517919.0,Europe,21.33050521
05/15/2020,91,3,Finland,5517919.0,Europe,20.84119031
05/14/2020,51,9,Finland,5517919.0,Europe,20.80494476
05/13/2020,19,4,Finland,5517919.0,Europe,22.88906379
12/05/2020,22,4,Finland,5517919.0,Europe,23.36025592
11/05/2020,82,2,Finland,5517919.0,Europe,25.11816502
10/05/2020,142,5,Finland,5517919.0,Europe,25.46249773
09/05/2020,65,5,Finland,5517919.0,Europe,24.33888573
08/05/2020,100,3,Finland,5517919.0,Europe,25.17253334
07/05/2020,161,6,Finland,5517919.0,Europe,26.16928592
06/05/2020,85,6,Finland,5517919.0,Europe,25.33563831
05/05/2020,73,10,Finland,5517919.0,Europe,26.44112753
04/05/2020,75,10,Finland,5517919.0,Europe,26.65860082
03/05/2020,128,2,Finland,5517919.0,Europe,27.14791573
02/05/2020,56,7,Finland,5517919.0,Europe,28.30777327
01/05/2020,89,5,Finland,5517919.0,Europe,29.46763082
04/30/2020,166,7,Finland,5517919.0,Europe,30.24691011
04/29/2020,45,6,Finland,5517919.0,Europe,28.61586044
04/28/2020,119,3,Finland,5517919.0,Europe,29.55824469
04/27/2020,101,4,Finland,5517919.0,Europe,29.03268424
04/26/2020,80,9,Finland,5517919.0,Europe,28.45275547
04/25/2020,111,5,Finland,5517919.0,Europe,29.46763082
04/24/2020,155,23,Finland,5517919.0,Europe,30.42813785
04/23/2020,115,8,Finland,5517919.0,Europe,29.75759521
04/22/2020,146,43,Finland,5517919.0,Europe,30.91745276
04/21/2020,85,4,Finland,5517919.0,Europe,30.66373392
04/20/2020,102,4,Finland,5517919.0,Europe,33.63586888
04/19/2020,192,8,Finland,5517919.0,Europe,32.60287076
04/18/2020,120,7,Finland,5517919.0,Europe,33.96207882
04/17/2020,132,3,Finland,5517919.0,Europe,33.54525501
04/16/2020,76,8,Finland,5517919.0,Europe,32.45788856
04/15/2020,97,5,Finland,5517919.0,Europe,32.20416972
04/14/2020,90,3,Finland,5517919.0,Europe,31.7329776
04/13/2020,69,7,Finland,5517919.0,Europe,31.82359147
12/04/2020,136,1,Finland,5517919.0,Europe,30.57312005
11/04/2020,164,6,Finland,5517919.0,Europe,31.60611818
10/04/2020,118,2,Finland,5517919.0,Europe,29.84820908
09/04/2020,179,6,Finland,5517919.0,Europe,29.12329811
08/04/2020,132,7,Finland,5517919.0,Europe,27.47412566
07/04/2020,249,0,Finland,5517919.0,Europe,26.74921469
06/04/2020,45,2,Finland,5517919.0,Europe,23.57772921
05/04/2020,267,5,Finland,5517919.0,Europe,24.66509566
04/04/2020,97,1,Finland,5517919.0,Europe,21.11303192
03/04/2020,72,2,Finland,5517919.0,Europe,20.26126154
02/04/2020,62,0,Finland,5517919.0,Europe,19.518227800000002
01/04/2020,71,4,Finland,5517919.0,Europe,19.30075451
03/31/2020,95,2,Finland,5517919.0,Europe,18.86580793
03/29/2020,193,2,Finland,5517919.0,Europe,18.26775638
03/28/2020,67,3,Finland,5517919.0,Europe,15.25937586
03/27/2020,78,1,Finland,5517919.0,Europe,14.55258767
03/26/2020,88,2,Finland,5517919.0,Europe,14.878797599999999
03/25/2020,92,0,Finland,5517919.0,Europe,13.62832619
03/24/2020,74,0,Finland,5517919.0,Europe,12.1422587
03/23/2020,105,0,Finland,5517919.0,Europe,11.00052393
03/22/2020,71,1,Finland,5517919.0,Europe,9.22449206
03/21/2020,50,0,Finland,5517919.0,Europe,8.02838896
03/20/2020,31,0,Finland,5517919.0,Europe,7.14037303
03/19/2020,50,0,Finland,5517919.0,Europe,6.63293535
03/18/2020,47,0,Finland,5517919.0,Europe,5.72679664
03/17/2020,5,0,Finland,5517919.0,Europe,4.89314903
03/16/2020,57,0,Finland,5517919.0,Europe,4.80253516
03/15/2020,27,0,Finland,5517919.0,Europe,3.7876597999999997
03/14/2020,28,0,Finland,5517919.0,Europe,3.2983449
03/13/2020,96,0,Finland,5517919.0,Europe,2.79090722
12/03/2020,19,0,Finland,5517919.0,Europe,1.0511209
10/03/2020,10,0,Finland,5517919.0,Europe,0.70678819
09/03/2020,11,0,Finland,5517919.0,Europe,0.52556045
07/03/2020,7,0,Finland,5517919.0,Europe,0.32620994
06/03/2020,5,0,Finland,5517919.0,Europe,0.19935052
04/03/2020,1,0,Finland,5517919.0,Europe,0.10873665
02/03/2020,3,0,Finland,5517919.0,Europe,0.09061387
02/29/2020,1,0,Finland,5517919.0,Europe,0.03624555
02/27/2020,1,0,Finland,5517919.0,Europe,0.01812277
12/14/2020,11533,150,France,67012883.0,Europe,236.32620010000002
12/13/2020,13947,194,France,67012883.0,Europe,233.71625419999998
12/12/2020,13406,627,France,67012883.0,Europe,231.5569679
11/12/2020,13750,292,France,67012883.0,Europe,230.2631869
10/12/2020,14595,296,France,67012883.0,Europe,229.98413599999998
09/12/2020,13713,831,France,67012883.0,Europe,232.50156239999998
08/12/2020,3411,366,France,67012883.0,Europe,225.69988519999998
07/12/2020,11022,174,France,67012883.0,Europe,227.25331780000002
06/12/2020,12923,214,France,67012883.0,Europe,230.4392724
05/12/2020,11221,627,France,67012883.0,Europe,237.83784980000001
04/12/2020,12696,324,France,67012883.0,Europe,255.23898140000003
03/12/2020,14064,310,France,67012883.0,Europe,267.85446609999997
02/12/2020,8083,775,France,67012883.0,Europe,289.22199930000005
01/12/2020,4005,406,France,67012883.0,Europe,345.09036119999996
11/30/2020,9784,198,France,67012883.0,Europe,353.1500055
11/29/2020,12500,213,France,67012883.0,Europe,379.1808211
11/28/2020,12539,957,France,67012883.0,Europe,408.4214673
11/27/2020,13563,339,France,67012883.0,Europe,425.21674529999996
11/26/2020,16282,381,France,67012883.0,Europe,454.4782829
11/25/2020,9155,1005,France,67012883.0,Europe,483.7219136
11/24/2020,4452,500,France,67012883.0,Europe,503.15847479999996
11/23/2020,13157,214,France,67012883.0,Europe,526.5912825
11/22/2020,17881,253,France,67012883.0,Europe,564.5869616
11/21/2020,22882,1138,France,67012883.0,Europe,667.5089624
11/20/2020,21150,429,France,67012883.0,Europe,723.6235456
11/19/2020,28383,425,France,67012883.0,Europe,778.6816156
11/18/2020,45522,1219,France,67012883.0,Europe,796.8497639999999
11/17/2020,9406,506,France,67012883.0,Europe,783.1329985
11/16/2020,27228,302,France,67012883.0,Europe,847.4668968000001
11/15/2020,32095,354,France,67012883.0,Europe,880.3889245999999
11/14/2020,23794,932,France,67012883.0,Europe,881.2036933
11/13/2020,33172,425,France,67012883.0,Europe,919.1381902
12/11/2020,35879,328,France,67012883.0,Europe,940.7235919
11/11/2020,22180,1220,France,67012883.0,Europe,941.5562676000001
10/11/2020,20155,548,France,67012883.0,Europe,958.3246851
09/11/2020,38619,270,France,67012883.0,Europe,968.1974136
08/11/2020,86852,304,France,67012883.0,Europe,988.1801383999999
07/11/2020,60486,828,France,67012883.0,Europe,926.3562052999999
06/11/2020,58046,363,France,67012883.0,Europe,898.8182168
05/11/2020,40558,385,France,67012883.0,Europe,874.3094966
04/11/2020,36330,854,France,67012883.0,Europe,853.5940767999999
03/11/2020,52518,416,France,67012883.0,Europe,829.9240013
02/11/2020,49290,231,France,67012883.0,Europe,771.3158677
01/11/2020,32641,223,France,67012883.0,Europe,742.2871211
10/31/2020,49215,545,France,67012883.0,Europe,741.9677795
10/30/2020,47637,235,France,67012883.0,Europe,705.9612702000001
10/29/2020,36437,244,France,67012883.0,Europe,680.5691377
10/28/2020,33417,523,France,67012883.0,Europe,659.907439
10/27/2020,26771,257,France,67012883.0,Europe,629.4297173
10/26/2020,52010,116,France,67012883.0,Europe,602.1722718999999
10/25/2020,45422,137,France,67012883.0,Europe,548.5870530000001
10/24/2020,42032,298,France,67012883.0,Europe,520.9416225
10/23/2020,41622,162,France,67012883.0,Europe,488.5702351
10/22/2020,26676,163,France,67012883.0,Europe,453.51279689999996
10/21/2020,20468,262,France,67012883.0,Europe,441.67925139999994
10/20/2020,13243,146,France,67012883.0,Europe,426.78808489999994
10/19/2020,29837,85,France,67012883.0,Europe,414.6426591
10/18/2020,32427,89,France,67012883.0,Europe,388.8386655
10/17/2020,25086,178,France,67012883.0,Europe,365.775936
10/16/2020,30621,88,France,67012883.0,Europe,346.4692006
10/15/2020,22591,104,France,67012883.0,Europe,321.6217395
10/14/2020,12993,108,France,67012883.0,Europe,307.0782673
10/13/2020,8505,95,France,67012883.0,Europe,299.703566
12/10/2020,16101,46,France,67012883.0,Europe,293.0854355
11/10/2020,26896,54,France,67012883.0,Europe,285.65701310000003
10/10/2020,20339,109,France,67012883.0,Europe,267.0277594
09/10/2020,18129,76,France,67012883.0,Europe,260.2499582
08/10/2020,18746,80,France,67012883.0,Europe,257.21621319999997
07/10/2020,10489,66,France,67012883.0,Europe,248.7491845
06/10/2020,5104,69,France,67012883.0,Europe,248.03141209999998
05/10/2020,12545,32,France,67012883.0,Europe,246.8286583
04/10/2020,16972,43,France,67012883.0,Europe,245.3722219
03/10/2020,12148,136,France,67012883.0,Europe,240.18814410000002
02/10/2020,13970,63,France,67012883.0,Europe,241.7803753
01/10/2020,12845,63,France,67012883.0,Europe,236.74104580000002
09/30/2020,8051,85,France,67012883.0,Europe,232.1732673
09/29/2020,4070,81,France,67012883.0,Europe,231.87630950000002
09/28/2020,11123,27,France,67012883.0,Europe,234.99212830000002
09/27/2020,14412,39,France,67012883.0,Europe,229.1126618
09/26/2020,15797,150,France,67012883.0,Europe,223.3660056
09/25/2020,16096,52,France,67012883.0,Europe,213.82903340000001
09/24/2020,13072,43,France,67012883.0,Europe,204.4979918
09/23/2020,10008,78,France,67012883.0,Europe,197.7903264
09/22/2020,4298,53,France,67012883.0,Europe,192.6211711
09/21/2020,11569,11,France,67012883.0,Europe,192.47940730000002
09/20/2020,13498,25,France,67012883.0,Europe,185.76726509999997
09/19/2020,13215,154,France,67012883.0,Europe,178.3836102
09/18/2020,10593,50,France,67012883.0,Europe,172.0564686
09/17/2020,9784,46,France,67012883.0,Europe,166.92909630000003
09/16/2020,7852,49,France,67012883.0,Europe,162.8000395
09/15/2020,6158,34,France,67012883.0,Europe,158.5172809
09/14/2020,7183,6,France,67012883.0,Europe,153.92711880000002
09/13/2020,10561,17,France,67012883.0,Europe,151.28583559999998
12/09/2020,9406,80,France,67012883.0,Europe,143.6634207
11/09/2020,9843,19,France,67012883.0,Europe,140.6386291
10/09/2020,8577,30,France,67012883.0,Europe,135.0695507
09/09/2020,6544,38,France,67012883.0,Europe,130.3719465
08/09/2020,4203,25,France,67012883.0,Europe,125.5370553
07/09/2020,7071,3,France,67012883.0,Europe,122.18247649999999
06/09/2020,8550,12,France,67012883.0,Europe,118.93832409999999
05/09/2020,8975,0,France,67012883.0,Europe,111.5546693
04/09/2020,7157,0,France,67012883.0,Europe,105.0051824
03/09/2020,7017,25,France,67012883.0,Europe,101.444673
02/09/2020,4982,26,France,67012883.0,Europe,96.60828948
01/09/2020,3082,29,France,67012883.0,Europe,92.51355445
08/31/2020,5413,4,France,67012883.0,Europe,88.65011822
08/30/2020,5453,6,France,67012883.0,Europe,85.07170181
08/29/2020,7379,20,France,67012883.0,Europe,81.87380925
08/28/2020,6111,32,France,67012883.0,Europe,75.10943829
08/27/2020,5429,0,France,67012883.0,Europe,69.97311248
08/26/2020,3304,16,France,67012883.0,Europe,65.63812513
08/25/2020,1955,15,France,67012883.0,Europe,62.79240366
08/24/2020,4897,1,France,67012883.0,Europe,67.11843751
08/23/2020,3602,9,France,67012883.0,Europe,59.81088741
08/22/2020,4586,23,France,67012883.0,Europe,54.43580155
08/21/2020,4771,12,France,67012883.0,Europe,51.00661018
08/20/2020,3776,17,France,67012883.0,Europe,46.28065323
08/19/2020,2238,22,France,67012883.0,Europe,43.17528019
08/18/2020,493,19,France,67012883.0,Europe,41.38607199
08/17/2020,3015,1,France,67012883.0,Europe,45.68822983
08/16/2020,3310,3,France,67012883.0,Europe,41.18909494
08/15/2020,2846,18,France,67012883.0,Europe,36.24974619
08/14/2020,2669,17,France,67012883.0,Europe,34.01137062
08/13/2020,2524,17,France,67012883.0,Europe,32.08338313
12/08/2020,1397,14,France,67012883.0,Europe,30.3941557
11/08/2020,4854,16,France,67012883.0,Europe,29.39136345
08/08/2020,2288,12,France,67012883.0,Europe,25.95471083
07/08/2020,1604,7,France,67012883.0,Europe,24.22668489
06/08/2020,1695,9,France,67012883.0,Europe,23.41788518
05/08/2020,1039,2,France,67012883.0,Europe,22.37778667
04/08/2020,3376,29,France,67012883.0,Europe,21.69881275
01/08/2020,1346,11,France,67012883.0,Europe,19.76485626
07/31/2020,1377,16,France,67012883.0,Europe,19.00380857
07/30/2020,1392,15,France,67012883.0,Europe,17.7458415
07/29/2020,725,14,France,67012883.0,Europe,17.05194507
07/28/2020,2551,17,France,67012883.0,Europe,15.97006355
07/25/2020,1130,10,France,67012883.0,Europe,14.588239699999999
07/24/2020,1062,10,France,67012883.0,Europe,13.88389752
07/23/2020,998,7,France,67012883.0,Europe,13.225815099999998
07/22/2020,584,0,France,67012883.0,Europe,12.72591123
07/21/2020,2080,13,France,67012883.0,Europe,12.56325593
07/18/2020,836,14,France,67012883.0,Europe,11.51121942
07/17/2020,534,18,France,67012883.0,Europe,11.13218782
07/16/2020,927,91,France,67012883.0,Europe,11.31871912
07/14/2020,1625,25,France,67012883.0,Europe,12.11259632
11/07/2020,658,25,France,67012883.0,Europe,11.66342896
10/07/2020,621,14,France,67012883.0,Europe,13.05122181
09/07/2020,663,32,France,67012883.0,Europe,12.12453432
08/07/2020,475,13,France,67012883.0,Europe,11.2560446
07/07/2020,1375,27,France,67012883.0,Europe,11.31871912
04/07/2020,582,18,France,67012883.0,Europe,11.20381584
03/07/2020,659,14,France,67012883.0,Europe,11.54554118
02/07/2020,918,18,France,67012883.0,Europe,11.2590291
01/07/2020,541,30,France,67012883.0,Europe,10.57259393
06/30/2020,1324,35,France,67012883.0,Europe,10.278620599999998
06/27/2020,1588,26,France,67012883.0,Europe,9.92197276
06/25/2020,81,11,France,67012883.0,Europe,9.26985935
06/24/2020,517,57,France,67012883.0,Europe,9.96226352
06/23/2020,373,23,France,67012883.0,Europe,9.79214698
06/22/2020,284,7,France,67012883.0,Europe,9.55040242
06/21/2020,641,16,France,67012883.0,Europe,9.63844519
06/20/2020,811,14,France,67012883.0,Europe,9.54592567
06/19/2020,467,28,France,67012883.0,Europe,9.24747559
06/18/2020,458,28,France,67012883.0,Europe,9.69515071
06/17/2020,344,111,France,67012883.0,Europe,9.53697217
06/16/2020,152,29,France,67012883.0,Europe,7.88057425
06/15/2020,407,9,France,67012883.0,Europe,8.15813282
06/14/2020,526,24,France,67012883.0,Europe,7.93429526
06/13/2020,726,28,France,67012883.0,Europe,9.87720525
12/06/2020,425,27,France,67012883.0,Europe,9.68470495
11/06/2020,545,23,France,67012883.0,Europe,14.01223105
10/06/2020,403,87,France,67012883.0,Europe,13.48397442
09/06/2020,211,54,France,67012883.0,Europe,13.29445862
08/06/2020,343,13,France,67012883.0,Europe,13.51381942
07/06/2020,579,31,France,67012883.0,Europe,13.17358634
06/06/2020,611,46,France,67012883.0,Europe,12.66771346
05/06/2020,767,44,France,67012883.0,Europe,12.35732538
04/06/2020,352,81,France,67012883.0,Europe,11.68730496
03/06/2020,-766,107,France,67012883.0,Europe,11.78579349
02/06/2020,338,31,France,67012883.0,Europe,13.71079647
01/06/2020,257,31,France,67012883.0,Europe,13.94060303
05/31/2020,1828,57,France,67012883.0,Europe,13.73616473
05/30/2020,597,52,France,67012883.0,Europe,11.56344818
05/29/2020,3325,66,France,67012883.0,Europe,11.51271167
05/28/2020,191,66,France,67012883.0,Europe,7.479158900000001
05/27/2020,276,98,France,67012883.0,Europe,7.95071001
05/26/2020,358,65,France,67012883.0,Europe,8.59536218
05/25/2020,115,35,France,67012883.0,Europe,8.74160272
05/24/2020,240,43,France,67012883.0,Europe,8.88187425
05/23/2020,403,74,France,67012883.0,Europe,9.16987857
05/22/2020,318,83,France,67012883.0,Europe,9.52652641
05/21/2020,418,110,France,67012883.0,Europe,9.99061628
05/20/2020,524,125,France,67012883.0,Europe,15.60893896
05/19/2020,492,186,France,67012883.0,Europe,16.47444418
05/18/2020,120,68,France,67012883.0,Europe,16.59979321
05/17/2020,372,88,France,67012883.0,Europe,16.88033628
05/16/2020,563,130,France,67012883.0,Europe,17.51006594
05/15/2020,622,351,France,67012883.0,Europe,17.5712482
05/14/2020,507,83,France,67012883.0,Europe,18.34274165
05/13/2020,708,348,France,67012883.0,Europe,19.98421706
12/05/2020,456,263,France,67012883.0,Europe,20.51695045
11/05/2020,209,70,France,67012883.0,Europe,21.61972348
10/05/2020,433,80,France,67012883.0,Europe,21.99577057
09/05/2020,642,243,France,67012883.0,Europe,23.64321499
08/05/2020,629,178,France,67012883.0,Europe,25.33095017
07/05/2020,4183,278,France,67012883.0,Europe,26.85901456
06/05/2020,1104,330,France,67012883.0,Europe,23.34327267
05/05/2020,576,306,France,67012883.0,Europe,25.67566001
04/05/2020,308,135,France,67012883.0,Europe,27.87672931
03/05/2020,794,166,France,67012883.0,Europe,28.58853275
02/05/2020,604,218,France,67012883.0,Europe,31.23727717
01/05/2020,1139,289,France,67012883.0,Europe,30.94031934
04/30/2020,1607,427,France,67012883.0,Europe,33.18167941
04/29/2020,1065,367,France,67012883.0,Europe,34.7127283
04/28/2020,1195,437,France,67012883.0,Europe,41.32638197
04/27/2020,461,242,France,67012883.0,Europe,43.53192803
04/26/2020,1537,369,France,67012883.0,Europe,45.25100047
04/25/2020,1773,389,France,67012883.0,Europe,47.60427931
04/24/2020,1653,516,France,67012883.0,Europe,51.43787054
04/23/2020,1827,544,France,67012883.0,Europe,55.36696578
04/22/2020,2667,531,France,67012883.0,Europe,58.43204806
04/21/2020,2051,547,France,67012883.0,Europe,60.08844598
04/20/2020,785,395,France,67012883.0,Europe,62.86552393
04/19/2020,2569,642,France,67012883.0,Europe,64.48909234
04/18/2020,405,761,France,67012883.0,Europe,67.02293349
04/17/2020,2641,753,France,67012883.0,Europe,74.22751831
04/16/2020,2633,1438,France,67012883.0,Europe,73.44408686
04/15/2020,5497,762,France,67012883.0,Europe,76.76882071
04/14/2020,2673,574,France,67012883.0,Europe,79.87419374
04/13/2020,1613,561,France,67012883.0,Europe,82.41549614
12/04/2020,3114,635,France,67012883.0,Europe,83.88685501
11/04/2020,4342,987,France,67012883.0,Europe,86.12075383
10/04/2020,4286,1341,France,67012883.0,Europe,85.32538437
09/04/2020,3881,541,France,67012883.0,Europe,84.78220524
08/04/2020,3777,1417,France,67012883.0,Europe,83.36456738
07/04/2020,3912,833,France,67012883.0,Europe,81.37838212
06/04/2020,1873,518,France,67012883.0,Europe,81.2679556
05/04/2020,4267,1053,France,67012883.0,Europe,80.79938898
04/04/2020,5233,2004,France,67012883.0,Europe,77.18814306
03/04/2020,2116,471,France,67012883.0,Europe,71.79216569
02/04/2020,4861,509,France,67012883.0,Europe,71.41164185
01/04/2020,7578,499,France,67012883.0,Europe,66.25293229
03/31/2020,4376,418,France,67012883.0,Europe,56.58165759
03/30/2020,2599,292,France,67012883.0,Europe,51.85719289
03/29/2020,4611,319,France,67012883.0,Europe,49.35767351
03/28/2020,3809,299,France,67012883.0,Europe,43.72741283
03/27/2020,3922,365,France,67012883.0,Europe,39.21484769
03/26/2020,2931,231,France,67012883.0,Europe,34.25013068
03/25/2020,2446,240,France,67012883.0,Europe,30.61799326
03/24/2020,3838,186,France,67012883.0,Europe,27.52306598
03/23/2020,1559,112,France,67012883.0,Europe,22.22259263
03/22/2020,1847,112,France,67012883.0,Europe,20.50799695
03/21/2020,1617,78,France,67012883.0,Europe,17.90551229
03/20/2020,1861,128,France,67012883.0,Europe,15.776071
03/19/2020,1404,69,France,67012883.0,Europe,13.2049236
03/18/2020,1097,27,France,67012883.0,Europe,11.21873834
03/17/2020,1210,21,France,67012883.0,Europe,9.63247619
03/16/2020,924,36,France,67012883.0,Europe,7.89848125
03/15/2020,838,12,France,67012883.0,Europe,6.56440941
03/14/2020,785,18,France,67012883.0,Europe,5.37807036
03/13/2020,595,13,France,67012883.0,Europe,4.23500657
12/03/2020,497,15,France,67012883.0,Europe,3.37845486
11/03/2020,372,3,France,67012883.0,Europe,2.64128317
10/03/2020,286,11,France,67012883.0,Europe,2.08915053
09/03/2020,410,9,France,67012883.0,Europe,1.66236692
08/03/2020,103,1,France,67012883.0,Europe,1.05054427
07/03/2020,190,2,France,67012883.0,Europe,0.89684248
06/03/2020,138,3,France,67012883.0,Europe,0.61331491
05/03/2020,73,0,France,67012883.0,Europe,0.40738435
04/03/2020,34,1,France,67012883.0,Europe,0.29845008
03/03/2020,48,1,France,67012883.0,Europe,0.24771356
02/03/2020,30,0,France,67012883.0,Europe,0.17608554
01/03/2020,43,0,France,67012883.0,Europe,0.13281028
02/29/2020,19,0,France,67012883.0,Europe,0.06864352
02/28/2020,21,0,France,67012883.0,Europe,0.04029076
02/27/2020,3,1,France,67012883.0,Europe,0.0089535
02/26/2020,2,0,France,67012883.0,Europe,0.00447675
02/17/2020,1,0,France,67012883.0,Europe,0.0089535
08/02/2020,5,0,France,67012883.0,Europe,0.011937999999999999
12/14/2020,81,0,Ghana,30417858.0,Africa,4.75049887
12/13/2020,195,1,Ghana,30417858.0,Africa,5.108841
11/12/2020,116,0,Ghana,30417858.0,Africa,4.97405176
10/12/2020,122,0,Ghana,30417858.0,Africa,4.59269683
09/12/2020,226,1,Ghana,30417858.0,Africa,4.32640589
07/12/2020,76,0,Ghana,30417858.0,Africa,4.60255946
06/12/2020,102,0,Ghana,30417858.0,Africa,4.35270623
05/12/2020,429,2,Ghana,30417858.0,Africa,4.81624972
01/12/2020,98,0,Ghana,30417858.0,Africa,4.24421733
11/30/2020,190,0,Ghana,30417858.0,Africa,4.75378641
11/29/2020,154,0,Ghana,30417858.0,Africa,4.4743453
11/26/2020,41,0,Ghana,30417858.0,Africa,6.32194417
