Country,Total Tests,Daily Tests,date
united-kingdom,7191497,127389,2020-07-08
united-kingdom,7329538,137861,2020-07-09
united-kingdom,7463671,134030,2020-07-10
united-kingdom,7590220,126549,2020-07-11
united-kingdom,7685301,94700,2020-07-12
united-kingdom,7770238,85880,2020-07-13
united-kingdom,7888890,118186,2020-07-14
united-kingdom,8030203,137828,2020-07-15
united-kingdom,8181475,150975,2020-07-16
united-kingdom,8346355,164440,2020-07-17
united-kingdom,8482133,135779,2020-07-18
united-kingdom,8596355,114222,2020-07-19
united-kingdom,8689851,92518,2020-07-20
united-kingdom,8822476,132626,2020-07-21
united-kingdom,8959710,137234,2020-07-22
united-kingdom,9100816,141117,2020-07-23
united-kingdom,9248643,147292,2020-07-24
united-kingdom,9387703,139062,2020-07-25
united-kingdom,9505596,111801,2020-07-26
united-kingdom,9595161,89565,2020-07-27
united-kingdom,9742978,147818,2020-07-28
united-kingdom,9900604,157439,2020-07-29
united-kingdom,10070992,170027,2020-07-30
united-kingdom,10235737,164748,2020-07-31
united-kingdom,10381748,146011,2020-08-01
united-kingdom,10528542,145568,2020-08-02
united-kingdom,10673541,144999,2020-08-03
united-kingdom,10824501,150265,2020-08-04
united-kingdom,10986604,161111,2020-08-05
united-kingdom,11162162,174833,2020-08-06
united-kingdom,11335375,173213,2020-08-07
united-kingdom,11496026,160651,2020-08-08
united-kingdom,11659552,162990,2020-08-09
united-kingdom,11812650,152498,2020-08-10
united-kingdom,11970337,157558,2020-08-11
united-kingdom,12148434,176489,2020-08-12
united-kingdom,12313091,163470,2020-08-13
united-kingdom,12483532,170441,2020-08-14
united-kingdom,12663729,180197,2020-08-15
united-kingdom,12833817,168144,2020-08-16
united-kingdom,12980099,146264,2020-08-17
united-kingdom,13137301,157194,2020-08-18
united-kingdom,13317181,181358,2020-08-19
united-kingdom,13492242,174250,2020-08-20
united-kingdom,13674120,181878,2020-08-21
united-kingdom,13851399,177279,2020-08-22
united-kingdom,14017466,165455,2020-08-23
united-kingdom,14165419,147940,2020-08-24
united-kingdom,14366169,179602,2020-08-25
united-kingdom,14573699,206143,2020-08-26
united-kingdom,14775686,194522,2020-08-27
united-kingdom,14965319,188974,2020-08-28
united-kingdom,15145352,180033,2020-08-29
united-kingdom,15326390,181038,2020-08-30
united-kingdom,15506758,180368,2020-08-31
united-kingdom,15677964,171339,2020-09-01
united-kingdom,15886354,196734,2020-09-02
united-kingdom,16085952,198603,2020-09-03
united-kingdom,16288845,202893,2020-09-04
united-kingdom,16477899,189054,2020-09-05
united-kingdom,16670772,192892,2020-09-06
united-kingdom,16872752,201965,2020-09-07
united-kingdom,17076613,202809,2020-09-08
united-kingdom,17302598,220626,2020-09-09
united-kingdom,17544471,233125,2020-09-10
united-kingdom,17825744,241650,2020-09-11
united-kingdom,18054492,228748,2020-09-12
united-kingdom,18279872,225380,2020-09-13
united-kingdom,18496398,216526,2020-09-14
united-kingdom,18734356,236827,2020-09-15
united-kingdom,18979747,242273,2020-09-16
united-kingdom,19221203,240202,2020-09-17
united-kingdom,19488409,266308,2020-09-18
united-kingdom,19739363,250954,2020-09-19
united-kingdom,19974148,234786,2020-09-20
united-kingdom,20180930,206782,2020-09-21
united-kingdom,20391992,234815,2020-09-22
united-kingdom,20652193,259221,2020-09-23
united-kingdom,20927096,262109,2020-09-24
united-kingdom,21217136,288701,2020-09-25
united-kingdom,21472624,255488,2020-09-26
united-kingdom,21736150,263526,2020-09-27
united-kingdom,21963666,227038,2020-09-28
united-kingdom,22209600,232212,2020-09-29
united-kingdom,22468246,255915,2020-09-30
united-kingdom,22738421,264979,2020-10-01
united-kingdom,23008415,269820,2020-10-02
united-kingdom,23295217,286802,2020-10-03
united-kingdom,23545565,250348,2020-10-04
united-kingdom,23818928,273100,2020-10-05
united-kingdom,24081522,261336,2020-10-06
united-kingdom,24337590,254579,2020-10-07
united-kingdom,24640915,285015,2020-10-08
united-kingdom,24937474,296559,2020-10-09
united-kingdom,25217079,279606,2020-10-10
united-kingdom,25476034,258955,2020-10-11
united-kingdom,25697164,219074,2020-10-12
united-kingdom,25999507,264713,2020-10-13
united-kingdom,26301012,295690,2020-10-14
united-kingdom,26605703,304315,2020-10-15
united-kingdom,26917855,312178,2020-10-16
united-kingdom,27226271,308416,2020-10-17
united-kingdom,27533164,306893,2020-10-18
united-kingdom,27795752,260338,2020-10-19
united-kingdom,28078061,279996,2020-10-20
united-kingdom,28399160,310331,2020-10-21
united-kingdom,28744122,340137,2020-10-22
united-kingdom,29090966,346682,2020-10-23
united-kingdom,29408862,317896,2020-10-24
united-kingdom,29729976,321114,2020-10-25
united-kingdom,29994334,261861,2020-10-26
united-kingdom,30282279,280997,2020-10-27
united-kingdom,30591229,308810,2020-10-28
united-kingdom,30941157,347632,2020-10-29
united-kingdom,31249759,305207,2020-10-30
united-kingdom,31544773,292573,2020-10-31
united-kingdom,31817159,270473,2020-11-01
united-kingdom,32038760,207831,2020-11-02
united-kingdom,32309598,265136,2020-11-03
united-kingdom,32622996,301288,2020-11-04
united-kingdom,32970741,344159,2020-11-05
united-kingdom,33325865,355032,2020-11-06
united-kingdom,33655295,329430,2020-11-07
united-kingdom,33941724,283397,2020-11-08
united-kingdom,34185815,243245,2020-11-09
united-kingdom,34490306,304843,2020-11-10
united-kingdom,34871387,377608,2020-11-11
united-kingdom,35252165,379955,2020-11-12
united-kingdom,35634389,382110,2020-11-13
united-kingdom,35978280,343784,2020-11-14
united-kingdom,36260720,283866,2020-11-15
united-kingdom,36513502,234189,2020-11-16
united-kingdom,36797786,283358,2020-11-17
united-kingdom,37172632,364490,2020-11-18
united-kingdom,37575856,395436,2020-11-19
united-kingdom,37967604,391667,2020-11-20
united-kingdom,38336683,369040,2020-11-21
united-kingdom,38620055,279041,2020-11-22
united-kingdom,38834497,212533,2020-11-23
united-kingdom,39149830,311763,2020-11-24
united-kingdom,39504682,356026,2020-11-25
united-kingdom,39888901,383521,2020-11-26
united-kingdom,40223088,333917,2020-11-27
united-kingdom,40534403,311126,2020-11-28
united-kingdom,40756444,219899,2020-11-29
united-kingdom,40989701,214835,2020-11-30
united-kingdom,41307854,312003,2020-12-01
united-kingdom,41660895,352990,2020-12-02
united-kingdom,42052539,389476,2020-12-03
united-kingdom,42433500,380886,2020-12-04
united-kingdom,42788342,354799,2020-12-05
united-kingdom,43061173,272787,2020-12-06
united-kingdom,43279583,215981,2020-12-07
united-kingdom,43574642,294966,2020-12-08
united-kingdom,43957226,369586,2020-12-09
united-kingdom,44357906,400646,2020-12-10
united-kingdom,44749538,391531,2020-12-11
united-kingdom,45108048,358491,2020-12-12
united-kingdom,45420339,312273,2020-12-13
united-kingdom,45696137,275772,2020-12-14
united-kingdom,46009318,304360,2020-12-15
united-kingdom,46373777,364388,2020-12-16
united-kingdom,46771368,375185,2020-12-17
united-kingdom,47162512,390130,2020-12-18
united-kingdom,47603238,440584,2020-12-19
united-kingdom,48036807,433470,2020-12-20
united-kingdom,48469931,423675,2020-12-21
united-kingdom,48926548,453903,2020-12-22
united-kingdom,49436437,509507,2020-12-23
united-kingdom,49899989,463123,2020-12-24
united-kingdom,50239228,339024,2020-12-25
united-kingdom,50509650,269876,2020-12-26
united-kingdom,50931123,352702,2020-12-27
united-kingdom,51289157,357238,2020-12-28
united-kingdom,51635380,344775,2020-12-29
united-kingdom,52058247,420492,2020-12-30
united-kingdom,52560089,482473,2020-12-31
Australia,302663,5509,2020-04-06
Australia,310700,8037,2020-04-07
Australia,319368,8668,2020-04-08
Australia,330134,10766,2020-04-09
Australia,338346,8212,2020-04-10
Australia,347847,9501,2020-04-11
Australia,353941,6094,2020-04-12
Australia,362136,8195,2020-04-13
Australia,366493,4357,2020-04-14
Australia,371377,4884,2020-04-15
Australia,380003,8626,2020-04-16
Australia,391530,11527,2020-04-17
Australia,406510,14980,2020-04-18
Australia,420996,14486,2020-04-19
Australia,431734,10738,2020-04-20
Australia,439842,8108,2020-04-21
Australia,452441,12599,2020-04-22
Australia,466659,14218,2020-04-23
Australia,482370,15711,2020-04-24
Australia,494257,11887,2020-04-25
Australia,506449,12192,2020-04-26
Australia,517063,10614,2020-04-27
Australia,530679,13616,2020-04-28
Australia,544410,13731,2020-04-29
Australia,563641,19231,2020-04-30
Australia,588868,25227,2020-05-01
Australia,611583,22715,2020-05-02
Australia,633107,21524,2020-05-03
Australia,650214,17107,2020-05-04
Australia,664756,14542,2020-05-05
Australia,688656,23900,2020-05-06
Australia,722549,33893,2020-05-07
Australia,757250,34701,2020-05-08
Australia,795456,38206,2020-05-09
Australia,827872,32416,2020-05-10
Australia,855119,27247,2020-05-11
Australia,877927,22808,2020-05-12
Australia,909025,31098,2020-05-13
Australia,943480,34455,2020-05-14
Australia,983816,40336,2020-05-15
Australia,1015652,31836,2020-05-16
Australia,1042126,26474,2020-05-17
Australia,1062034,19908,2020-05-18
Australia,1085870,23836,2020-05-19
Australia,1111567,25697,2020-05-20
Australia,1137684,26117,2020-05-21
Australia,1170682,32998,2020-05-22
Australia,1192262,21580,2020-05-23
Australia,1224795,32533,2020-05-24
Australia,1244200,19405,2020-05-25
Australia,1288223,44023,2020-05-26
Australia,1338321,50098,2020-05-27
Australia,1367444,29123,2020-05-28
Australia,1397622,30178,2020-05-29
Australia,1428538,30916,2020-05-30
Australia,1454568,26030,2020-05-31
Australia,1472220,17652,2020-06-01
Australia,1490387,18167,2020-06-02
Australia,1512700,22313,2020-06-03
Australia,1546329,33629,2020-06-04
Australia,1579192,32863,2020-06-05
Australia,1590588,11396,2020-06-06
Australia,1617462,26874,2020-06-07
Australia,1633515,16053,2020-06-08
Australia,1650684,17169,2020-06-09
Australia,1679954,29270,2020-06-10
Australia,1711223,31269,2020-06-11
Australia,1745550,34327,2020-06-12
Australia,1782651,37101,2020-06-13
Australia,1812353,29702,2020-06-14
Australia,1828149,15796,2020-06-15
Australia,1848347,20198,2020-06-16
Australia,1876117,27770,2020-06-17
Australia,1927497,51380,2020-06-18
Australia,1970205,42708,2020-06-19
Australia,2005378,35173,2020-06-20
Australia,2041324,35946,2020-06-21
Australia,2107849,66525,2020-06-22
Australia,2132821,24972,2020-06-23
Australia,2180424,47603,2020-06-24
Australia,2232341,51917,2020-06-25
Australia,2281839,49498,2020-06-26
Australia,2336061,54222,2020-06-27
Australia,2379175,43114,2020-06-28
Australia,2415695,36520,2020-06-29
Australia,2455982,40287,2020-06-30
Australia,2505923,49941,2020-07-01
Australia,2563782,57859,2020-07-02
Australia,2617860,54078,2020-07-03
Australia,2668036,50176,2020-07-04
Australia,2713435,45399,2020-07-05
Australia,2759165,45730,2020-07-06
Australia,2801107,41942,2020-07-07
Australia,2856406,55299,2020-07-08
Australia,2910831,54425,2020-07-09
Australia,2970268,59437,2020-07-10
Australia,3021493,51225,2020-07-11
Australia,3075488,53995,2020-07-12
Australia,3117788,42300,2020-07-13
Australia,3162237,44449,2020-07-14
Australia,3222141,59904,2020-07-15
Australia,3287716,65575,2020-07-16
Australia,3350444,62728,2020-07-17
Australia,3413831,63387,2020-07-18
Australia,3476463,62632,2020-07-19
Australia,3534425,57962,2020-07-20
Australia,3590735,56310,2020-07-21
Australia,3650529,59794,2020-07-22
Australia,3719837,69308,2020-07-23
Australia,3795421,75584,2020-07-24
Australia,3859505,64084,2020-07-25
Australia,3935124,75619,2020-07-26
Australia,3987090,51966,2020-07-27
Australia,4164454,66205,2020-07-30
Australia,4346382,39158,2020-08-02
Australia,4386911,40529,2020-08-03
Australia,4481617,94706,2020-08-04
Australia,4552081,70464,2020-08-05
Australia,4632089,80008,2020-08-06
Australia,4724026,91937,2020-08-07
Australia,4764223,40197,2020-08-08
Australia,4857414,93191,2020-08-09
Australia,4918546,61132,2020-08-10
Australia,4980172,61626,2020-08-11
Australia,5041344,61172,2020-08-12
Australia,5109785,68441,2020-08-13
Australia,5180414,70629,2020-08-14
Australia,5243784,63370,2020-08-15
Australia,5297558,53774,2020-08-16
Australia,5336097,38539,2020-08-17
Australia,5380613,44516,2020-08-18
Australia,5440495,59882,2020-08-19
Australia,5508831,68336,2020-08-20
Australia,5758034,51447,2020-08-24
Australia,5814709,56675,2020-08-25
Australia,5886412,71703,2020-08-26
Australia,5972680,86268,2020-08-27
Australia,6214453,46224,2020-08-31
Australia,6255797,41344,2020-09-01
Australia,6319795,63998,2020-09-02
Australia,6390778,70983,2020-09-03
Australia,6693434,36086,2020-09-07
Australia,6730397,36963,2020-09-08
Australia,6789333,58936,2020-09-09
Australia,6849431,60098,2020-09-10
Australia,7047036,30946,2020-09-14
Australia,7076539,29503,2020-09-15
Australia,7124384,47845,2020-09-16
Australia,7178741,54357,2020-09-17
Australia,7319688,23436,2020-09-21
Australia,7351283,31595,2020-09-22
Australia,7393693,42410,2020-09-23
Australia,7441327,47634,2020-09-24
Australia,7563322,17099,2020-09-28
Australia,7589332,26010,2020-09-29
Australia,7637403,48071,2020-09-30
Australia,7679651,42248,2020-10-01
Australia,7852241,32769,2020-10-07
Australia,7895078,42837,2020-10-08
Australia,8035558,27447,2020-10-12
Australia,8062988,27430,2020-10-13
Australia,8109490,46502,2020-10-14
Australia,8153116,43626,2020-10-15
Australia,8303374,27338,2020-10-19
Australia,8332247,28873,2020-10-20
Australia,8378006,45759,2020-10-21
Australia,8423824,45818,2020-10-22
Australia,8567028,31186,2020-10-26
Australia,8598558,31530,2020-10-27
Australia,8650241,51683,2020-10-28
Australia,8700911,50670,2020-10-29
Australia,8855401,30215,2020-11-02
Australia,8887171,31770,2020-11-03
Australia,8933563,46392,2020-11-04
Australia,8977142,43579,2020-11-05
Australia,9126840,29026,2020-11-09
Australia,9160213,33373,2020-11-10
Australia,9212619,52406,2020-11-11
Australia,9268481,55862,2020-11-12
Australia,9401769,22430,2020-11-16
Australia,9441350,39581,2020-11-17
Australia,9498046,56696,2020-11-18
Australia,9559147,61101,2020-11-19
Australia,9740770,31580,2020-11-23
Australia,9775730,34960,2020-11-24
Australia,9827728,51998,2020-11-25
Australia,9872011,44283,2020-11-26
Australia,9996243,24224,2020-11-30
Australia,10024434,28191,2020-12-01
Australia,10204429,22632,2020-12-07
Australia,10226984,22555,2020-12-08
Australia,10263810,36826,2020-12-09
Australia,10301064,37254,2020-12-10
Australia,10451140,31854,2020-12-16
Australia,10479855,28715,2020-12-17
Australia,10649443,70033,2020-12-21
Australia,10725537,76094,2020-12-22
Australia,10815210,89673,2020-12-23
Australia,11124593,29427,2020-12-28
Australia,11163904,39311,2020-12-29
Australia,11204351,40447,2020-12-30
Australia,11260636,56285,2020-12-31
new-zealand,254,29,2020-03-02
new-zealand,280,26,2020-03-03
new-zealand,305,25,2020-03-04
new-zealand,332,27,2020-03-05
new-zealand,398,66,2020-03-06
new-zealand,442,44,2020-03-07
new-zealand,470,28,2020-03-08
new-zealand,549,79,2020-03-09
new-zealand,637,88,2020-03-10
new-zealand,720,83,2020-03-11
new-zealand,817,97,2020-03-12
new-zealand,937,120,2020-03-13
new-zealand,1065,128,2020-03-14
new-zealand,1153,88,2020-03-15
new-zealand,1557,404,2020-03-16
new-zealand,2478,921,2020-03-17
new-zealand,3488,1010,2020-03-18
new-zealand,4872,1384,2020-03-19
new-zealand,6606,1734,2020-03-20
new-zealand,7887,1281,2020-03-21
new-zealand,8760,873,2020-03-22
new-zealand,10658,1898,2020-03-23
new-zealand,12850,2192,2020-03-24
new-zealand,14802,1952,2020-03-25
new-zealand,16890,2088,2020-03-26
new-zealand,18743,1853,2020-03-27
new-zealand,20109,1366,2020-03-28
new-zealand,21091,982,2020-03-29
new-zealand,23050,1959,2020-03-30
new-zealand,25086,2036,2020-03-31
new-zealand,28748,3662,2020-04-01
new-zealand,32805,4057,2020-04-02
new-zealand,37166,4361,2020-04-03
new-zealand,39769,2603,2020-04-04
new-zealand,42310,2541,2020-04-05
new-zealand,45688,3378,2020-04-06
new-zealand,50522,4834,2020-04-07
new-zealand,54227,3705,2020-04-08
new-zealand,58015,3788,2020-04-09
new-zealand,59731,1716,2020-04-10
new-zealand,61525,1794,2020-04-11
new-zealand,62875,1350,2020-04-12
new-zealand,64357,1482,2020-04-13
new-zealand,67480,3123,2020-04-14
new-zealand,71501,4021,2020-04-15
new-zealand,75897,4396,2020-04-16
new-zealand,80747,4850,2020-04-17
new-zealand,83953,3206,2020-04-18
new-zealand,86259,2306,2020-04-19
new-zealand,91991,5732,2020-04-20
new-zealand,99115,7124,2020-04-21
new-zealand,105358,6243,2020-04-22
new-zealand,111998,6640,2020-04-23
new-zealand,118541,6543,2020-04-24
new-zealand,121282,2741,2020-04-25
new-zealand,123380,2098,2020-04-26
new-zealand,125414,2034,2020-04-27
new-zealand,130516,5102,2020-04-28
new-zealand,135867,5351,2020-04-29
new-zealand,141341,5474,2020-04-30
new-zealand,146994,5653,2020-05-01
new-zealand,149797,2803,2020-05-02
new-zealand,151457,1660,2020-05-03
new-zealand,156694,5237,2020-05-04
new-zealand,163558,6864,2020-05-05
new-zealand,170840,7282,2020-05-06
new-zealand,178654,7814,2020-05-07
new-zealand,187089,8435,2020-05-08
new-zealand,190524,3435,2020-05-09
new-zealand,192269,1745,2020-05-10
new-zealand,197696,5427,2020-05-11
new-zealand,205191,7495,2020-05-12
new-zealand,212048,6857,2020-05-13
new-zealand,218630,6582,2020-05-14
new-zealand,224410,5780,2020-05-15
new-zealand,226789,2379,2020-05-16
new-zealand,228341,1552,2020-05-17
new-zealand,233738,5397,2020-05-18
new-zealand,239439,5701,2020-05-19
new-zealand,245079,5640,2020-05-20
new-zealand,250736,5657,2020-05-21
new-zealand,255463,4727,2020-05-22
new-zealand,256935,1472,2020-05-23
new-zealand,258054,1119,2020-05-24
new-zealand,262482,4428,2020-05-25
new-zealand,266499,4017,2020-05-26
new-zealand,269981,3482,2020-05-27
new-zealand,273033,3052,2020-05-28
new-zealand,275446,2413,2020-05-29
new-zealand,276215,769,2020-05-30
new-zealand,276392,177,2020-05-31
new-zealand,277063,671,2020-06-01
new-zealand,278212,1149,2020-06-02
new-zealand,280932,2720,2020-06-03
new-zealand,283649,2717,2020-06-04
new-zealand,286642,2993,2020-06-05
new-zealand,288718,2076,2020-06-06
new-zealand,289512,794,2020-06-07
new-zealand,290502,990,2020-06-08
new-zealand,293143,2641,2020-06-09
new-zealand,296570,3427,2020-06-10
new-zealand,299485,2915,2020-06-11
new-zealand,302419,2934,2020-06-12
new-zealand,304903,2484,2020-06-13
new-zealand,305663,760,2020-06-14
new-zealand,307123,1460,2020-06-15
new-zealand,310690,3567,2020-06-16
new-zealand,315522,4832,2020-06-17
new-zealand,321832,6310,2020-06-18
new-zealand,329536,7704,2020-06-19
new-zealand,335594,6058,2020-06-20
new-zealand,339045,3451,2020-06-21
new-zealand,343196,4151,2020-06-22
new-zealand,352164,8968,2020-06-23
new-zealand,362523,10359,2020-06-24
new-zealand,372529,10006,2020-06-25
new-zealand,381620,9091,2020-06-26
new-zealand,387085,5465,2020-06-27
new-zealand,389894,2809,2020-06-28
new-zealand,391709,1815,2020-06-29
new-zealand,396442,4733,2020-06-30
new-zealand,399846,3404,2020-07-01
new-zealand,403574,3728,2020-07-02
new-zealand,405665,2091,2020-07-03
new-zealand,406252,587,2020-07-04
new-zealand,408863,2611,2020-07-05
new-zealand,410713,1850,2020-07-06
new-zealand,412901,2188,2020-07-07
new-zealand,415904,3003,2020-07-08
new-zealand,418569,2665,2020-07-09
new-zealand,420671,2102,2020-07-10
new-zealand,422392,1721,2020-07-11
new-zealand,423483,1091,2020-07-12
new-zealand,425017,1534,2020-07-13
new-zealand,427808,2791,2020-07-14
new-zealand,430635,2827,2020-07-15
new-zealand,432986,2351,2020-07-16
new-zealand,435561,2575,2020-07-17
new-zealand,436997,1436,2020-07-18
new-zealand,437701,704,2020-07-19
new-zealand,438656,955,2020-07-20
new-zealand,440852,2196,2020-07-21
new-zealand,443218,2366,2020-07-22
new-zealand,445964,2746,2020-07-23
new-zealand,448358,2394,2020-07-24
new-zealand,450040,1682,2020-07-25
new-zealand,450685,645,2020-07-26
new-zealand,452291,1606,2020-07-27
new-zealand,454692,2401,2020-07-28
new-zealand,457106,2414,2020-07-29
new-zealand,459502,2396,2020-07-30
new-zealand,462579,3077,2020-07-31
new-zealand,464988,2409,2020-08-01
new-zealand,466677,1689,2020-08-02
new-zealand,468379,1702,2020-08-03
new-zealand,472493,4114,2020-08-04
new-zealand,477382,4889,2020-08-05
new-zealand,481452,4070,2020-08-06
new-zealand,484817,3365,2020-08-07
new-zealand,488907,4090,2020-08-08
new-zealand,491245,2338,2020-08-09
new-zealand,492932,1687,2020-08-10
new-zealand,497096,4164,2020-08-11
new-zealand,503074,5978,2020-08-12
new-zealand,518727,15653,2020-08-13
new-zealand,542105,23378,2020-08-14
new-zealand,566096,23991,2020-08-15
new-zealand,591101,25005,2020-08-16
new-zealand,609537,18436,2020-08-17
new-zealand,632236,22699,2020-08-18
new-zealand,649834,17598,2020-08-19
new-zealand,664496,14662,2020-08-20
new-zealand,676505,12009,2020-08-21
new-zealand,683776,7271,2020-08-22
new-zealand,688253,4477,2020-08-23
new-zealand,692447,4194,2020-08-24
new-zealand,700945,8498,2020-08-25
new-zealand,709731,8786,2020-08-26
new-zealand,720141,10410,2020-08-27
new-zealand,730319,10178,2020-08-28
new-zealand,740819,10500,2020-08-29
new-zealand,747385,6566,2020-08-30
new-zealand,756324,8939,2020-08-31
new-zealand,767473,11149,2020-09-01
new-zealand,777996,10523,2020-09-02
new-zealand,787585,9589,2020-09-03
new-zealand,796445,8860,2020-09-04
new-zealand,804220,7775,2020-09-05
new-zealand,808219,3999,2020-09-06
new-zealand,812914,4695,2020-09-07
new-zealand,820930,8016,2020-09-08
new-zealand,828637,7707,2020-09-09
new-zealand,837188,8551,2020-09-10
new-zealand,846103,8915,2020-09-11
new-zealand,853588,7485,2020-09-12
new-zealand,857450,3862,2020-09-13
new-zealand,861381,3931,2020-09-14
new-zealand,869979,8598,2020-09-15
new-zealand,878324,8345,2020-09-16
new-zealand,899348,5537,2020-09-19
new-zealand,902715,3367,2020-09-20
new-zealand,906222,3507,2020-09-21
new-zealand,913064,6842,2020-09-22
new-zealand,919144,6080,2020-09-23
new-zealand,925579,6435,2020-09-24
new-zealand,931454,5875,2020-09-25
new-zealand,936531,5077,2020-09-26
new-zealand,940143,3612,2020-09-27
new-zealand,943387,3244,2020-09-28
new-zealand,948382,4995,2020-09-29
new-zealand,953989,5607,2020-09-30
new-zealand,958738,4749,2020-10-01
new-zealand,965097,6359,2020-10-02
new-zealand,969107,4010,2020-10-03
new-zealand,971686,2579,2020-10-04
new-zealand,974724,3038,2020-10-05
new-zealand,980393,5669,2020-10-06
new-zealand,986545,6152,2020-10-07
new-zealand,992142,5597,2020-10-08
new-zealand,996956,4814,2020-10-09
new-zealand,1000765,3809,2020-10-10
new-zealand,1002791,2026,2020-10-11
new-zealand,1005808,3017,2020-10-12
new-zealand,1011657,5849,2020-10-13
new-zealand,1016853,5196,2020-10-14
new-zealand,1021931,5078,2020-10-15
new-zealand,1026725,4794,2020-10-16
new-zealand,1030115,3390,2020-10-17
new-zealand,1031888,1773,2020-10-18
new-zealand,1034603,2715,2020-10-19
new-zealand,1040911,6308,2020-10-20
new-zealand,1047994,7083,2020-10-21
new-zealand,1054047,6053,2020-10-22
new-zealand,1061747,7700,2020-10-23
new-zealand,1067143,5396,2020-10-24
new-zealand,1070181,3038,2020-10-25
new-zealand,1072492,2311,2020-10-26
new-zealand,1075827,3335,2020-10-27
new-zealand,1083230,7403,2020-10-28
new-zealand,1090702,7472,2020-10-29
new-zealand,1096666,5964,2020-10-30
new-zealand,1101067,4401,2020-10-31
new-zealand,1104113,3046,2020-11-01
new-zealand,1106568,2455,2020-11-02
new-zealand,1113739,7171,2020-11-03
new-zealand,1132820,5834,2020-11-07
new-zealand,1136936,4116,2020-11-08
new-zealand,1139978,3042,2020-11-09
new-zealand,1142938,2960,2020-11-10
new-zealand,1148933,5995,2020-11-11
new-zealand,1155514,6581,2020-11-12
new-zealand,1162740,7226,2020-11-13
new-zealand,1169062,6322,2020-11-14
new-zealand,1179587,10525,2020-11-15
new-zealand,1184885,5298,2020-11-16
new-zealand,1191034,6149,2020-11-17
new-zealand,1199426,8392,2020-11-18
new-zealand,1208091,8665,2020-11-19
new-zealand,1217383,9292,2020-11-20
new-zealand,1224397,7014,2020-11-21
new-zealand,1230901,6504,2020-11-22
new-zealand,1234175,3274,2020-11-23
new-zealand,1237736,3561,2020-11-24
new-zealand,1243518,5782,2020-11-25
new-zealand,1252601,9083,2020-11-26
new-zealand,1260055,7454,2020-11-27
new-zealand,1266944,6889,2020-11-28
new-zealand,1278690,3165,2020-12-01
new-zealand,1285766,7076,2020-12-02
new-zealand,1291609,5843,2020-12-03
new-zealand,1298455,6846,2020-12-04
new-zealand,1304502,6047,2020-12-05
new-zealand,1309992,5490,2020-12-06
new-zealand,1312307,2315,2020-12-07
new-zealand,1315201,2894,2020-12-08
new-zealand,1321598,6397,2020-12-09
new-zealand,1344192,2214,2020-12-14
new-zealand,1374050,2161,2020-12-21
south-africa,71,4,2020-02-14
south-africa,106,11,2020-02-20
south-africa,164,4,2020-03-03
south-africa,241,41,2020-03-07
south-africa,848,203,2020-03-12
south-africa,924,76,2020-03-13
south-africa,1017,93,2020-03-14
south-africa,1476,459,2020-03-15
south-africa,2405,929,2020-03-16
south-africa,2911,506,2020-03-17
south-africa,3070,159,2020-03-18
south-africa,4832,1762,2020-03-19
south-africa,6438,1606,2020-03-20
south-africa,7425,987,2020-03-21
south-africa,9315,1890,2020-03-22
south-africa,12815,3500,2020-03-23
south-africa,15529,2714,2020-03-24
south-africa,28537,8066,2020-03-27
south-africa,31963,3426,2020-03-28
south-africa,35593,3630,2020-03-29
south-africa,38409,2816,2020-03-30
south-africa,41072,2663,2020-03-31
south-africa,44292,3220,2020-04-01
south-africa,47965,3673,2020-04-02
south-africa,50361,2396,2020-04-03
south-africa,53937,3576,2020-04-04
south-africa,56873,2936,2020-04-05
south-africa,58098,1225,2020-04-06
south-africa,68874,5098,2020-04-09
south-africa,73028,4154,2020-04-10
south-africa,75053,2025,2020-04-11
south-africa,80085,5032,2020-04-12
south-africa,83663,3578,2020-04-13
south-africa,87022,3359,2020-04-14
south-africa,90515,3493,2020-04-15
south-africa,95060,4545,2020-04-16
south-africa,100827,5767,2020-04-17
south-africa,108021,7194,2020-04-18
south-africa,114711,6690,2020-04-19
south-africa,121510,6799,2020-04-20
south-africa,126937,5427,2020-04-21
south-africa,133774,6837,2020-04-22
south-africa,143570,9796,2020-04-23
south-africa,152390,8820,2020-04-24
south-africa,161004,8614,2020-04-25
south-africa,168643,7639,2020-04-26
south-africa,178470,9827,2020-04-27
south-africa,185497,7027,2020-04-28
south-africa,197127,11630,2020-04-29
south-africa,207530,10403,2020-04-30
south-africa,217522,9992,2020-05-01
south-africa,230686,13164,2020-05-02
south-africa,245747,15061,2020-05-03
south-africa,257541,11794,2020-05-04
south-africa,268064,10523,2020-05-05
south-africa,279379,11315,2020-05-06
south-africa,292153,12774,2020-05-07
south-africa,307752,15599,2020-05-08
south-africa,324079,16327,2020-05-09
south-africa,341336,17257,2020-05-10
south-africa,356067,14731,2020-05-11
south-africa,369697,13630,2020-05-12
south-africa,386352,16655,2020-05-13
south-africa,403018,16666,2020-05-14
south-africa,421555,18537,2020-05-15
south-africa,439559,18004,2020-05-16
south-africa,460873,21314,2020-05-17
south-africa,475071,14198,2020-05-18
south-africa,488609,13538,2020-05-19
south-africa,505861,17252,2020-05-20
south-africa,525433,19572,2020-05-21
south-africa,543032,17599,2020-05-22
south-africa,564370,21338,2020-05-23
south-africa,583855,19485,2020-05-24
south-africa,596777,12922,2020-05-25
south-africa,605991,9214,2020-05-26
south-africa,634996,29005,2020-05-27
