Country,Total Tests,Daily Tests,date
Belgium,82,82,03/01/2020
Belgium,399,317,03/02/2020
Belgium,937,538,03/03/2020
Belgium,1638,701,03/04/2020
Belgium,2411,773,03/05/2020
Belgium,3530,1119,03/06/2020
Belgium,4005,475,03/07/2020
Belgium,4488,483,03/08/2020
Belgium,5098,610,03/09/2020
Belgium,5902,804,03/10/2020
Belgium,7010,1108,03/11/2020
Belgium,8448,1438,03/12/2020
Belgium,10972,2524,03/13/2020
Belgium,13143,2171,03/14/2020
Belgium,14412,1269,03/15/2020
Belgium,16304,1892,03/16/2020
Belgium,18559,2255,03/17/2020
Belgium,21273,2714,03/18/2020
Belgium,24668,3395,03/19/2020
Belgium,27788,3120,03/20/2020
Belgium,30064,2276,03/21/2020
Belgium,31478,1414,03/22/2020
Belgium,34800,3322,03/23/2020
Belgium,38775,3975,03/24/2020
Belgium,43057,4282,03/25/2020
Belgium,47420,4363,03/26/2020
Belgium,52350,4930,03/27/2020
Belgium,56200,3850,03/28/2020
Belgium,58619,2419,03/29/2020
Belgium,62720,4101,03/30/2020
Belgium,69152,6432,03/31/2020
Belgium,75043,5891,04/01/2020
Belgium,81131,6088,04/02/2020
Belgium,87849,6718,04/03/2020
Belgium,93217,5368,04/04/2020
Belgium,97045,3828,04/05/2020
Belgium,102885,5840,04/06/2020
Belgium,110394,7509,04/07/2020
Belgium,118366,7972,04/08/2020
Belgium,126590,8224,04/09/2020
Belgium,135127,8537,04/10/2020
Belgium,143275,8148,04/11/2020
Belgium,150562,7287,04/12/2020
Belgium,157260,6698,04/13/2020
Belgium,165423,8163,04/14/2020
Belgium,176407,10984,04/15/2020
Belgium,187149,10742,04/16/2020
Belgium,198449,11300,04/17/2020
Belgium,208761,10312,04/18/2020
Belgium,215961,7200,04/19/2020
Belgium,227877,11916,04/20/2020
Belgium,238755,10878,04/21/2020
Belgium,254343,15588,04/22/2020
Belgium,271722,17379,04/23/2020
Belgium,290790,19068,04/24/2020
Belgium,307983,17193,04/25/2020
Belgium,321862,13879,04/26/2020
Belgium,339334,17472,04/27/2020
Belgium,359705,20371,04/28/2020
Belgium,382365,22660,04/29/2020
Belgium,407235,24870,04/30/2020
Belgium,430786,23551,05/01/2020
Belgium,447268,16482,05/02/2020
Belgium,460698,13430,05/03/2020
Belgium,483897,23199,05/04/2020
Belgium,505418,21521,05/05/2020
Belgium,526180,20762,05/06/2020
Belgium,548211,22031,05/07/2020
Belgium,574093,25882,05/08/2020
Belgium,595105,21012,05/09/2020
Belgium,607406,12301,05/10/2020
Belgium,618461,11055,05/11/2020
Belgium,638976,20515,05/12/2020
Belgium,662116,23140,05/13/2020
Belgium,682379,20263,05/14/2020
Belgium,703263,20884,05/15/2020
Belgium,717688,14425,05/16/2020
Belgium,727791,10103,05/17/2020
Belgium,738501,10710,05/18/2020
Belgium,755202,16701,05/19/2020
Belgium,773961,18759,05/20/2020
Belgium,783839,9878,05/21/2020
Belgium,797117,13278,05/22/2020
Belgium,806344,9227,05/23/2020
Belgium,813366,7022,05/24/2020
Belgium,823348,9982,05/25/2020
Belgium,839573,16225,05/26/2020
Belgium,857345,17772,05/27/2020
Belgium,870435,13090,05/28/2020
Belgium,884051,13616,05/29/2020
Belgium,893780,9729,05/30/2020
Belgium,900575,6795,05/31/2020
Belgium,906013,5438,06/01/2020
Belgium,916669,10656,06/02/2020
Belgium,931469,14800,06/03/2020
Belgium,944311,12842,06/04/2020
Belgium,957394,13083,06/05/2020
Belgium,969259,11865,06/06/2020
Belgium,976566,7307,06/07/2020
Belgium,987579,11013,06/08/2020
Belgium,1002664,15085,06/09/2020
Belgium,1016990,14326,06/10/2020
Belgium,1030931,13941,06/11/2020
Belgium,1044674,13743,06/12/2020
Belgium,1057195,12521,06/13/2020
Belgium,1063440,6245,06/14/2020
Belgium,1075345,11905,06/15/2020
Belgium,1090539,15194,06/16/2020
Belgium,1105851,15312,06/17/2020
Belgium,1119810,13959,06/18/2020
Belgium,1133205,13395,06/19/2020
Belgium,1145739,12534,06/20/2020
Belgium,1152341,6602,06/21/2020
Belgium,1163470,11129,06/22/2020
Belgium,1180853,17383,06/23/2020
Belgium,1199319,18466,06/24/2020
Belgium,1214521,15202,06/25/2020
Belgium,1229075,14554,06/26/2020
Belgium,1240025,10950,06/27/2020
Belgium,1246209,6184,06/28/2020
Belgium,1258201,11992,06/29/2020
Belgium,1274263,16062,06/30/2020
Belgium,1289435,15172,07/01/2020
Belgium,1303042,13607,07/02/2020
Belgium,1315418,12376,07/03/2020
Belgium,1325421,10003,07/04/2020
Belgium,1331221,5800,07/05/2020
Belgium,1341942,10721,07/06/2020
Belgium,1355866,13924,07/07/2020
Belgium,1369725,13859,07/08/2020
Belgium,1382260,12535,07/09/2020
Belgium,1394282,12022,07/10/2020
Belgium,1403572,9290,07/11/2020
Belgium,1409194,5622,07/12/2020
Belgium,1419435,10241,07/13/2020
Belgium,1434505,15070,07/14/2020
Belgium,1450859,16354,07/15/2020
Belgium,1465338,14479,07/16/2020
Belgium,1479331,13993,07/17/2020
Belgium,1489780,10449,07/18/2020
Belgium,1496059,6279,07/19/2020
Belgium,1507960,11901,07/20/2020
Belgium,1519947,11987,07/21/2020
Belgium,1533230,13283,07/22/2020
Belgium,1551515,18285,07/23/2020
Belgium,1570193,18678,07/24/2020
Belgium,1584700,14507,07/25/2020
Belgium,1595681,10981,07/26/2020
Belgium,1610241,14560,07/27/2020
Belgium,1635762,25521,07/28/2020
Belgium,1661242,25480,07/29/2020
Belgium,1687376,26134,07/30/2020
Belgium,1708906,21530,07/31/2020
Belgium,1729324,20418,08/01/2020
Belgium,1741019,11695,08/02/2020
Belgium,1757846,16827,08/03/2020
Belgium,1783297,25451,08/04/2020
Belgium,1809676,26379,08/05/2020
Belgium,1832871,23195,08/06/2020
Belgium,1855697,22826,08/07/2020
Belgium,1872365,16668,08/08/2020
Belgium,1882321,9956,08/09/2020
Belgium,1899357,17036,08/10/2020
Belgium,1925015,25658,08/11/2020
Belgium,1947088,22073,08/12/2020
Belgium,1968947,21859,08/13/2020
Belgium,1987623,18676,08/14/2020
Belgium,2000604,12981,08/15/2020
Belgium,2009536,8932,08/16/2020
Belgium,2027534,17998,08/17/2020
Belgium,2054645,27111,08/18/2020
Belgium,2077733,23088,08/19/2020
Belgium,2101585,23852,08/20/2020
Belgium,2122398,20813,08/21/2020
Belgium,2138029,15631,08/22/2020
Belgium,2146558,8529,08/23/2020
Belgium,2164167,17609,08/24/2020
Belgium,2191207,27040,08/25/2020
Belgium,2215803,24596,08/26/2020
Belgium,2237111,21308,08/27/2020
Belgium,2262225,25114,08/28/2020
Belgium,2281277,19052,08/29/2020
Belgium,2291877,10600,08/30/2020
Belgium,2311534,19657,08/31/2020
Belgium,2339757,28223,09/01/2020
Belgium,2369826,30069,09/02/2020
Belgium,2393843,24017,09/03/2020
Belgium,2420426,26583,09/04/2020
Belgium,2440166,19740,09/05/2020
Belgium,2451129,10963,09/06/2020
Belgium,2474258,23129,09/07/2020
Belgium,2509381,35123,09/08/2020
Belgium,2544428,35047,09/09/2020
Belgium,2580660,36232,09/10/2020
Belgium,2618702,38042,09/11/2020
Belgium,2645828,27126,09/12/2020
Belgium,2664983,19155,09/13/2020
Belgium,2694290,29307,09/14/2020
Belgium,2736593,42303,09/15/2020
Belgium,2783267,46674,09/16/2020
Belgium,2826489,43222,09/17/2020
Belgium,2867917,41428,09/18/2020
Belgium,2894309,26392,09/19/2020
Belgium,2916183,21874,09/20/2020
Belgium,2951115,34932,09/21/2020
Belgium,2996164,45049,09/22/2020
Belgium,3040598,44434,09/23/2020
Belgium,3081153,40555,09/24/2020
Belgium,3118998,37845,09/25/2020
Belgium,3152437,33439,09/26/2020
Belgium,3172832,20395,09/27/2020
Belgium,3201389,28557,09/28/2020
Belgium,3249691,48302,09/29/2020
Belgium,3296385,46694,09/30/2020
Belgium,3338138,41753,10/01/2020
Belgium,3379916,41778,10/02/2020
Belgium,3414156,34240,10/03/2020
Belgium,3432117,17961,10/04/2020
Belgium,3459508,27391,10/05/2020
Belgium,3505390,45882,10/06/2020
Belgium,3559849,54459,10/07/2020
Belgium,3610014,50165,10/08/2020
Belgium,3663765,53751,10/09/2020
Belgium,3711361,47596,10/10/2020
Belgium,3741734,30373,10/11/2020
Belgium,3786269,44535,10/12/2020
Belgium,3845805,59536,10/13/2020
Belgium,3918787,72982,10/14/2020
Belgium,3985035,66248,10/15/2020
Belgium,4053729,68694,10/16/2020
Belgium,4115628,61899,10/17/2020
Belgium,4160317,44689,10/18/2020
Belgium,4216241,55924,10/19/2020
Belgium,4294574,78333,10/20/2020
Belgium,4375389,80815,10/21/2020
Belgium,4455368,79979,10/22/2020
Belgium,4524523,69155,10/23/2020
Belgium,4588128,63605,10/24/2020
Belgium,4627593,39465,10/25/2020
Belgium,4677754,50161,10/26/2020
Belgium,4749204,71450,10/27/2020
Belgium,4827298,78094,10/28/2020
Belgium,4899217,71919,10/29/2020
Belgium,4965236,66019,10/30/2020
Belgium,5019823,54587,10/31/2020
Belgium,5043985,24162,11/01/2020
Belgium,5072913,28928,11/02/2020
Belgium,5127789,54876,11/03/2020
Belgium,5172787,44998,11/04/2020
Belgium,5218508,45721,11/05/2020
Belgium,5257872,39364,11/06/2020
Belgium,5290232,32360,11/07/2020
Belgium,5303534,13302,11/08/2020
Belgium,5325899,22365,11/09/2020
Belgium,5365102,39203,11/10/2020
Belgium,5396891,31789,11/11/2020
Belgium,5424941,28050,11/12/2020
Belgium,5462745,37804,11/13/2020
Belgium,5489214,26469,11/14/2020
Belgium,5503038,13824,11/15/2020
Belgium,5524489,21451,11/16/2020
Belgium,5564822,40333,11/17/2020
Belgium,5601450,36628,11/18/2020
Belgium,5636695,35245,11/19/2020
Belgium,5671094,34399,11/20/2020
Belgium,5692605,21511,11/21/2020
Belgium,5703333,10728,11/22/2020
Belgium,5725877,22544,11/23/2020
Belgium,5768165,42288,11/24/2020
Belgium,5805364,37199,11/25/2020
Belgium,5839544,34180,11/26/2020
Belgium,5873240,33696,11/27/2020
Belgium,5899018,25778,11/28/2020
Belgium,5908646,9628,11/29/2020
Belgium,5932178,23532,11/30/2020
Belgium,5976529,44351,12/01/2020
Belgium,6013183,36654,12/02/2020
Belgium,6047338,34155,12/03/2020
Belgium,6083563,36225,12/04/2020
Belgium,6108311,24748,12/05/2020
Belgium,6118849,10538,12/06/2020
Belgium,6145453,26604,12/07/2020
Belgium,6191347,45894,12/08/2020
Belgium,6232856,41509,12/09/2020
Belgium,6271054,38198,12/10/2020
Belgium,6309639,38585,12/11/2020
Belgium,6339622,29983,12/12/2020
Belgium,6353258,13636,12/13/2020
Belgium,6384715,31457,12/14/2020
Belgium,6437686,52971,12/15/2020
Belgium,6488253,50567,12/16/2020
Belgium,6534541,46288,12/17/2020
Belgium,6576820,42279,12/18/2020
Belgium,6609753,32933,12/19/2020
Belgium,6624197,14444,12/20/2020
Belgium,6656679,32482,12/21/2020
Belgium,6708508,51829,12/22/2020
Belgium,6749710,41202,12/23/2020
Belgium,6786601,36891,12/24/2020
Belgium,6799659,13058,12/25/2020
Belgium,6817515,17856,12/26/2020
Belgium,6830944,13429,12/27/2020
Belgium,6859992,29048,12/28/2020
Belgium,6901400,41408,12/29/2020
Belgium,6934077,32677,12/30/2020
Belgium,6964586,30509,12/31/2020
Belgium,6976519,11933,01/01/2021
Belgium,6995096,18577,01/02/2021
Belgium,7012733,17637,01/03/2021
Belgium,7052962,40229,01/04/2021
Belgium,7113026,60064,01/05/2021
Belgium,7168243,55217,01/06/2021
Belgium,7212598,44355,01/07/2021
Belgium,7259041,46443,01/08/2021
Belgium,7297268,38227,01/09/2021
Belgium,7320186,22918,01/10/2021
Belgium,7364225,44039,01/11/2021
Belgium,7431363,67138,01/12/2021
Belgium,7488332,56969,01/13/2021
Belgium,7531650,43318,01/14/2021
Belgium,7575642,43992,01/15/2021
Belgium,7609588,33946,01/16/2021
Belgium,7626358,16770,01/17/2021
Belgium,7663864,37506,01/18/2021
Belgium,7727336,63472,01/19/2021
Belgium,7780800,53464,01/20/2021
Belgium,7826366,45566,01/21/2021
Belgium,7877126,50760,01/22/2021
Belgium,7915568,38442,01/23/2021
Belgium,7937256,21688,01/24/2021
Belgium,7981532,44276,01/25/2021
Belgium,8046609,65077,01/26/2021
Belgium,8108830,62221,01/27/2021
Belgium,8164683,55853,01/28/2021
Belgium,8220964,56281,01/29/2021
Belgium,8268065,47101,01/30/2021
Belgium,8290195,22130,01/31/2021
Belgium,8336015,45820,02/01/2021
Belgium,8404294,68279,02/02/2021
Belgium,8464999,60705,02/03/2021
Belgium,8519088,54089,02/04/2021
Belgium,8576172,57084,02/05/2021
Belgium,8618187,42015,02/06/2021
Belgium,8637253,19066,02/07/2021
Belgium,8682151,44898,02/08/2021
Belgium,8742906,60755,02/09/2021
Belgium,8792832,49926,02/10/2021
Belgium,8839119,46287,02/11/2021
Belgium,8885574,46455,02/12/2021
Belgium,8919732,34158,02/13/2021
Belgium,8935702,15970,02/14/2021
Belgium,8974364,38662,02/15/2021
Belgium,9023797,49433,02/16/2021
Belgium,9066961,43164,02/17/2021
Belgium,9107440,40479,02/18/2021
Belgium,9149435,41995,02/19/2021
Belgium,9183308,33873,02/20/2021
Belgium,9200308,17000,02/21/2021
Belgium,9240683,40375,02/22/2021
Belgium,9295570,54887,02/23/2021
Belgium,9344589,49019,02/24/2021
Belgium,9386109,41520,02/25/2021
Belgium,9433412,47303,02/26/2021
Belgium,9471098,37686,02/27/2021
Belgium,9486664,15566,02/28/2021
Belgium,9529975,43311,03/01/2021
Belgium,9587574,57599,03/02/2021
Belgium,9638598,51024,03/03/2021
Belgium,9685336,46738,03/04/2021
Belgium,9737624,52288,03/05/2021
Belgium,9776608,38984,03/06/2021
Belgium,9793619,17011,03/07/2021
Belgium,9837435,43816,03/08/2021
Belgium,9899003,61568,03/09/2021
Belgium,9953090,54087,03/10/2021
Finland,9,0,02/27/2020
Finland,367,358,02/28/2020
Finland,382,15,02/29/2020
Finland,398,16,03/01/2020
Finland,424,26,03/02/2020
Finland,475,51,03/03/2020
Finland,560,85,03/04/2020
Finland,640,80,03/05/2020
Finland,745,105,03/06/2020
Finland,765,20,03/07/2020
Finland,779,14,03/08/2020
Finland,901,122,03/09/2020
Finland,1029,128,03/10/2020
Finland,1192,163,03/11/2020
Finland,1541,349,03/12/2020
Finland,1950,409,03/13/2020
Finland,2545,595,03/14/2020
Finland,3189,644,03/15/2020
Finland,4057,868,03/16/2020
Finland,5193,1136,03/17/2020
Finland,6218,1025,03/18/2020
Finland,6993,775,03/19/2020
Finland,8279,1286,03/20/2020
Finland,9882,1603,03/21/2020
Finland,10930,1048,03/22/2020
Finland,12246,1316,03/23/2020
Finland,13828,1582,03/24/2020
Finland,15676,1848,03/25/2020
Finland,17513,1837,03/26/2020
Finland,19517,2004,03/27/2020
Finland,20722,1205,03/28/2020
Finland,21309,587,03/29/2020
Finland,22393,1084,03/30/2020
Finland,23524,1131,03/31/2020
Finland,25135,1611,04/01/2020
Finland,27466,2331,04/02/2020
Finland,29157,1691,04/03/2020
Finland,32381,3224,04/04/2020
Finland,34028,1647,04/05/2020
Finland,35999,1971,04/06/2020
Finland,38166,2167,04/07/2020
Finland,41461,3295,04/08/2020
Finland,44010,2549,04/09/2020
Finland,47297,3287,04/10/2020
Finland,48615,1318,04/11/2020
Finland,50204,1589,04/12/2020
Finland,51124,920,04/13/2020
Finland,52349,1225,04/14/2020
Finland,54841,2492,04/15/2020
Finland,58348,3507,04/16/2020
Finland,61058,2710,04/17/2020
Finland,64750,3692,04/18/2020
Finland,67112,2362,04/19/2020
Finland,68956,1844,04/20/2020
Finland,72576,3620,04/21/2020
Finland,76778,4202,04/22/2020
Finland,80442,3664,04/23/2020
Finland,84722,4280,04/24/2020
Finland,87863,3141,04/25/2020
Finland,90348,2485,04/26/2020
Finland,92788,2440,04/27/2020
Finland,96576,3788,04/28/2020
Finland,101026,4450,04/29/2020
Finland,105205,4179,04/30/2020
Finland,108580,3375,05/01/2020
Finland,110063,1483,05/02/2020
Finland,111712,1649,05/03/2020
Finland,113479,1767,05/04/2020
Finland,117250,3771,05/05/2020
Finland,121058,3808,05/06/2020
Finland,124890,3832,05/07/2020
Finland,128212,3322,05/08/2020
Finland,131022,2810,05/09/2020
Finland,132841,1819,05/10/2020
Finland,135049,2208,05/11/2020
Finland,139104,4055,05/12/2020
Finland,143115,4011,05/13/2020
Finland,147011,3896,05/14/2020
Finland,151364,4353,05/15/2020
Finland,154814,3450,05/16/2020
Finland,157126,2312,05/17/2020
Finland,159486,2360,05/18/2020
Finland,164432,4946,05/19/2020
Finland,168128,3696,05/20/2020
Finland,171093,2965,05/21/2020
Finland,173309,2216,05/22/2020
Finland,175939,2630,05/23/2020
Finland,177493,1554,05/24/2020
Finland,179237,1744,05/25/2020
Finland,182875,3638,05/26/2020
Finland,185846,2971,05/27/2020
Finland,188829,2983,05/28/2020
Finland,191631,2802,05/29/2020
Finland,193576,1945,05/30/2020
Finland,194871,1295,05/31/2020
Finland,196556,1685,06/01/2020
Finland,199431,2875,06/02/2020
Finland,202291,2860,06/03/2020
Finland,205089,2798,06/04/2020
Finland,207410,2321,06/05/2020
Finland,209452,2042,06/06/2020
Finland,210414,962,06/07/2020
Finland,212256,1842,06/08/2020
Finland,215206,2950,06/09/2020
Finland,218162,2956,06/10/2020
Finland,221135,2973,06/11/2020
Finland,223631,2496,06/12/2020
Finland,225184,1553,06/13/2020
Finland,226010,826,06/14/2020
Finland,227909,1899,06/15/2020
Finland,230900,2991,06/16/2020
Finland,233630,2730,06/17/2020
Finland,235699,2069,06/18/2020
Finland,237139,1440,06/19/2020
Finland,237886,747,06/20/2020
Finland,238573,687,06/21/2020
Finland,240177,1604,06/22/2020
Finland,242812,2635,06/23/2020
Finland,245142,2330,06/24/2020
Finland,247835,2693,06/25/2020
Finland,250011,2176,06/26/2020
Finland,251567,1556,06/27/2020
Finland,252532,965,06/28/2020
Finland,254228,1696,06/29/2020
Finland,257062,2834,06/30/2020
Finland,259838,2776,07/01/2020
Finland,263607,3769,07/02/2020
Finland,266847,3240,07/03/2020
Finland,269492,2645,07/04/2020
Finland,270806,1314,07/05/2020
Finland,273045,2239,07/06/2020
Finland,277593,4548,07/07/2020
Finland,281993,4400,07/08/2020
Finland,286869,4876,07/09/2020
Finland,291258,4389,07/10/2020
Finland,294554,3296,07/11/2020
Finland,296886,2332,07/12/2020
Finland,299988,3102,07/13/2020
Finland,305339,5351,07/14/2020
Finland,310770,5431,07/15/2020
Finland,315742,4972,07/16/2020
Finland,320850,5108,07/17/2020
Finland,324981,4131,07/18/2020
Finland,327117,2136,07/19/2020
Finland,330413,3296,07/20/2020
Finland,335875,5462,07/21/2020
Finland,340917,5042,07/22/2020
Finland,346394,5477,07/23/2020
Finland,351146,4752,07/24/2020
Finland,354906,3760,07/25/2020
Finland,357191,2285,07/26/2020
Finland,360594,3403,07/27/2020
Finland,366337,5743,07/28/2020
Finland,371876,5539,07/29/2020
Finland,377511,5635,07/30/2020
Finland,383066,5555,07/31/2020
Finland,387264,4198,08/01/2020
Finland,391832,4568,08/02/2020
Finland,397082,5250,08/03/2020
Finland,403901,6819,08/04/2020
Finland,412437,8536,08/05/2020
Finland,419534,7097,08/06/2020
Finland,428349,8815,08/07/2020
Finland,434676,6327,08/08/2020
Finland,440618,5942,08/09/2020
Finland,447878,7260,08/10/2020
Finland,458516,10638,08/11/2020
Finland,470113,11597,08/12/2020
Finland,482220,12107,08/13/2020
Finland,491841,9621,08/14/2020
Finland,502195,10354,08/15/2020
Finland,513153,10958,08/16/2020
Finland,524072,10919,08/17/2020
Finland,536958,12886,08/18/2020
Finland,554100,17142,08/19/2020
Finland,570069,15969,08/20/2020
Finland,586219,16150,08/21/2020
Finland,599050,12831,08/22/2020
Finland,611775,12725,08/23/2020
Finland,626281,14506,08/24/2020
Finland,642431,16150,08/25/2020
Finland,659921,17490,08/26/2020
Finland,677445,17524,08/27/2020
Finland,691611,14166,08/28/2020
Finland,706786,15175,08/29/2020
Finland,720127,13341,08/30/2020
Finland,733243,13116,08/31/2020
Finland,748040,14797,09/01/2020
Finland,765939,17899,09/02/2020
Finland,782811,16872,09/03/2020
Finland,798890,16079,09/04/2020
Finland,813059,14169,09/05/2020
Finland,822589,9530,09/06/2020
Finland,829877,7288,09/07/2020
Finland,841930,12053,09/08/2020
Finland,856143,14213,09/09/2020
Finland,869143,13000,09/10/2020
Finland,883584,14441,09/11/2020
Finland,893914,10330,09/12/2020
Finland,902314,8400,09/13/2020
Finland,911498,9184,09/14/2020
Finland,925083,13585,09/15/2020
Finland,942229,17146,09/16/2020
Finland,960611,18382,09/17/2020
Finland,977502,16891,09/18/2020
Finland,989758,12256,09/19/2020
Finland,1000080,10322,09/20/2020
Finland,1008826,8746,09/21/2020
Finland,1023020,14194,09/22/2020
Finland,1036672,13652,09/23/2020
Finland,1053235,16563,09/24/2020
Finland,1067865,14630,09/25/2020
Finland,1082625,14760,09/26/2020
Finland,1091603,8978,09/27/2020
Finland,1102866,11263,09/28/2020
Finland,1114637,11771,09/29/2020
Finland,1130038,15401,09/30/2020
Finland,1142172,12134,10/01/2020
Finland,1154684,12512,10/02/2020
Finland,1166792,12108,10/03/2020
Finland,1176646,9854,10/04/2020
Finland,1188059,11413,10/05/2020
Finland,1203551,15492,10/06/2020
Finland,1221153,17602,10/07/2020
Finland,1238381,17228,10/08/2020
Finland,1255643,17262,10/09/2020
Finland,1270417,14774,10/10/2020
Finland,1280229,9812,10/11/2020
Finland,1293514,13285,10/12/2020
Finland,1310863,17349,10/13/2020
Finland,1328465,17602,10/14/2020
Finland,1345496,17031,10/15/2020
Finland,1360206,14710,10/16/2020
Finland,1371816,11610,10/17/2020
Finland,1380240,8424,10/18/2020
Finland,1391329,11089,10/19/2020
Finland,1407693,16364,10/20/2020
Finland,1425341,17648,10/21/2020
Finland,1442798,17457,10/22/2020
Finland,1459170,16372,10/23/2020
Finland,1470799,11629,10/24/2020
Finland,1478002,7203,10/25/2020
Finland,1489896,11894,10/26/2020
Finland,1508480,18584,10/27/2020
Finland,1524755,16275,10/28/2020
Finland,1539832,15077,10/29/2020
Finland,1552181,12349,10/30/2020
Finland,1561039,8858,10/31/2020
Finland,1567023,5984,11/01/2020
Finland,1576778,9755,11/02/2020
Finland,1592855,16077,11/03/2020
Finland,1610148,17293,11/04/2020
Finland,1625463,15315,11/05/2020
Finland,1640591,15128,11/06/2020
Finland,1650424,9833,11/07/2020
Finland,1656210,5786,11/08/2020
Finland,1667963,11753,11/09/2020
Finland,1684657,16694,11/10/2020
Finland,1701044,16387,11/11/2020
Finland,1716896,15852,11/12/2020
Finland,1730288,13392,11/13/2020
Finland,1741124,10836,11/14/2020
Finland,1747772,6648,11/15/2020
Finland,1760439,12667,11/16/2020
Finland,1778685,18246,11/17/2020
Finland,1795778,17093,11/18/2020
Finland,1812567,16789,11/19/2020
Finland,1830315,17748,11/20/2020
Finland,1843362,13047,11/21/2020
Finland,1852080,8718,11/22/2020
Finland,1866768,14688,11/23/2020
Finland,1887752,20984,11/24/2020
Finland,1911075,23323,11/25/2020
Finland,1933003,21928,11/26/2020
Finland,1954661,21658,11/27/2020
Finland,1970959,16298,11/28/2020
Finland,1984894,13935,11/29/2020
Finland,1999450,14556,11/30/2020
Finland,2020339,20889,12/01/2020
Finland,2044095,23756,12/02/2020
Finland,2065989,21894,12/03/2020
Finland,2087693,21704,12/04/2020
Finland,2105559,17866,12/05/2020
Finland,2117021,11462,12/06/2020
Finland,2132665,15644,12/07/2020
Finland,2153855,21190,12/08/2020
Finland,2175500,21645,12/09/2020
Finland,2194179,18679,12/10/2020
Finland,2213370,19191,12/11/2020
Finland,2227247,13877,12/12/2020
Finland,2237661,10414,12/13/2020
Finland,2252867,15206,12/14/2020
Finland,2275497,22630,12/15/2020
Finland,2294069,18572,12/16/2020
Finland,2314509,20440,12/17/2020
Finland,2334263,19754,12/18/2020
Finland,2349363,15100,12/19/2020
Finland,2361370,12007,12/20/2020
Finland,2376519,15149,12/21/2020
Finland,2398785,22266,12/22/2020
Finland,2420002,21217,12/23/2020
Finland,2431341,11339,12/24/2020
Finland,2438198,6857,12/25/2020
Finland,2444585,6387,12/26/2020
Finland,2451930,7345,12/27/2020
Finland,2463551,11621,12/28/2020
Finland,2479275,15724,12/29/2020
Finland,2493597,14322,12/30/2020
Finland,2505571,11974,12/31/2020
Finland,2512400,6829,01/01/2021
Finland,2518084,5684,01/02/2021
Finland,2524579,6495,01/03/2021
Finland,2535256,10677,01/04/2021
Finland,2550237,14981,01/05/2021
Finland,2561098,10861,01/06/2021
Finland,2570073,8975,01/07/2021
Finland,2583813,13740,01/08/2021
Finland,2593183,9370,01/09/2021
Finland,2599684,6501,01/10/2021
Finland,2609059,9375,01/11/2021
Finland,2623489,14430,01/12/2021
Finland,2636460,12971,01/13/2021
Finland,2647219,10759,01/14/2021
Finland,2658408,11189,01/15/2021
Finland,2667735,9327,01/16/2021
Finland,2672895,5160,01/17/2021
Finland,2682262,9367,01/18/2021
Finland,2699134,16872,01/19/2021
Finland,2714928,15794,01/20/2021
Finland,2730674,15746,01/21/2021
Finland,2747533,16859,01/22/2021
Finland,2759160,11627,01/23/2021
Finland,2767876,8716,01/24/2021
Finland,2779309,11433,01/25/2021
Finland,2799388,20079,01/26/2021
Finland,2816052,16664,01/27/2021
Finland,2832622,16570,01/28/2021
Finland,2851278,18656,01/29/2021
Finland,2863645,12367,01/30/2021
Finland,2874228,10583,01/31/2021
Finland,2887035,12807,02/01/2021
Finland,2906634,19599,02/02/2021
Finland,2929436,22802,02/03/2021
Finland,2948813,19377,02/04/2021
Finland,2966769,17956,02/05/2021
Finland,2980852,14083,02/06/2021
Finland,2989899,9047,02/07/2021
Finland,3003838,13939,02/08/2021
Finland,3025710,21872,02/09/2021
Finland,3046369,20659,02/10/2021
Finland,3065087,18718,02/11/2021
Finland,3083466,18379,02/12/2021
Finland,3096265,12799,02/13/2021
Finland,3106080,9815,02/14/2021
Finland,3121179,15099,02/15/2021
Finland,3143027,21848,02/16/2021
Finland,3163743,20716,02/17/2021
Finland,3185274,21531,02/18/2021
Finland,3204807,19533,02/19/2021
Finland,3220836,16029,02/20/2021
Finland,3232641,11805,02/21/2021
Finland,3254060,21419,02/22/2021
Finland,3276968,22908,02/23/2021
Finland,3298788,21820,02/24/2021
Finland,3321084,22296,02/25/2021
Finland,3343141,22057,02/26/2021
Finland,3360781,17640,02/27/2021
Finland,3370541,9760,02/28/2021
Finland,3388454,17913,03/01/2021
Finland,3414521,26067,03/02/2021
Finland,3437866,23345,03/03/2021
Finland,3461095,23229,03/04/2021
Finland,3483876,22781,03/05/2021
Finland,3503023,19147,03/06/2021
Finland,3516262,13239,03/07/2021
Finland,3535101,18839,03/08/2021
Finland,3555113,20012,03/09/2021
Finland,3572312,17199,03/10/2021
Ghana,143,0,03/17/2020
Ghana,315,0,03/22/2020
Ghana,521,206,03/23/2020
Ghana,2519,0,03/28/2020
Ghana,14611,0,04/09/2020
Ghana,27346,12735,04/10/2020
Ghana,37954,10608,04/11/2020
Ghana,50719,0,04/14/2020
Ghana,57000,6281,04/15/2020
Ghana,60916,0,04/18/2020
Ghana,68591,7675,04/19/2020
Ghana,88188,0,04/22/2020
Ghana,100622,0,04/25/2020
Ghana,106090,0,04/27/2020
Ghana,113497,7407,04/28/2020
Ghana,117049,0,05/01/2020
Ghana,129461,12412,05/02/2020
Ghana,135902,0,05/04/2020
Ghana,149948,0,05/07/2020
Ghana,155201,5253,05/08/2020
Ghana,160501,0,05/10/2020
Ghana,162184,1683,05/11/2020
Ghana,165433,3249,05/12/2020
