Country,Total Tests,Daily Tests,date
united-kingdom,12148434,176489,08/12/2020
united-kingdom,12313091,163470,08/13/2020
united-kingdom,12483532,170441,08/14/2020
united-kingdom,12663729,180197,08/15/2020
united-kingdom,12833817,168144,08/16/2020
united-kingdom,12980099,146264,08/17/2020
united-kingdom,13137301,157194,08/18/2020
united-kingdom,13317181,181358,08/19/2020
united-kingdom,13492242,174250,08/20/2020
united-kingdom,13674120,181878,08/21/2020
united-kingdom,13851399,177279,08/22/2020
united-kingdom,14017466,165455,08/23/2020
united-kingdom,14165419,147940,08/24/2020
united-kingdom,14366169,179602,08/25/2020
united-kingdom,14573699,206143,08/26/2020
united-kingdom,14775686,194522,08/27/2020
united-kingdom,14965319,188974,08/28/2020
united-kingdom,15145352,180033,08/29/2020
united-kingdom,15326390,181038,08/30/2020
united-kingdom,15506758,180368,08/31/2020
united-kingdom,15677964,171339,09/01/2020
united-kingdom,15886354,196734,09/02/2020
united-kingdom,16085952,198603,09/03/2020
united-kingdom,16288845,202893,09/04/2020
united-kingdom,16477899,189054,09/05/2020
united-kingdom,16670772,192892,09/06/2020
united-kingdom,16872752,201965,09/07/2020
united-kingdom,17076613,202809,09/08/2020
united-kingdom,17302598,220626,09/09/2020
united-kingdom,17544471,233125,09/10/2020
united-kingdom,17825744,241650,09/11/2020
united-kingdom,18054492,228748,09/12/2020
united-kingdom,18279872,225380,09/13/2020
united-kingdom,18496398,216526,09/14/2020
united-kingdom,18734356,236827,09/15/2020
united-kingdom,18979747,242273,09/16/2020
united-kingdom,19221203,240202,09/17/2020
united-kingdom,19488409,266308,09/18/2020
united-kingdom,19739363,250954,09/19/2020
united-kingdom,19974148,234786,09/20/2020
united-kingdom,20180930,206782,09/21/2020
united-kingdom,20391992,234815,09/22/2020
united-kingdom,20652193,259221,09/23/2020
united-kingdom,20927096,262109,09/24/2020
united-kingdom,21217136,288701,09/25/2020
united-kingdom,21472624,255488,09/26/2020
united-kingdom,21736150,263526,09/27/2020
united-kingdom,21963666,227038,09/28/2020
united-kingdom,22209600,232212,09/29/2020
united-kingdom,22468246,255915,09/30/2020
united-kingdom,22738421,264979,10/01/2020
united-kingdom,23008415,269820,10/02/2020
united-kingdom,23295217,286802,10/03/2020
united-kingdom,23545565,250348,10/04/2020
united-kingdom,23818928,273100,10/05/2020
united-kingdom,24081522,261336,10/06/2020
united-kingdom,24337590,254579,10/07/2020
united-kingdom,24640915,285015,10/08/2020
united-kingdom,24937474,296559,10/09/2020
united-kingdom,25217079,279606,10/10/2020
united-kingdom,25476034,258955,10/11/2020
united-kingdom,25697164,219074,10/12/2020
united-kingdom,25999507,264713,10/13/2020
united-kingdom,26301012,295690,10/14/2020
united-kingdom,26605703,304315,10/15/2020
united-kingdom,26917855,312178,10/16/2020
united-kingdom,27226271,308416,10/17/2020
united-kingdom,27533164,306893,10/18/2020
united-kingdom,27795752,260338,10/19/2020
united-kingdom,28078061,279996,10/20/2020
united-kingdom,28399160,310331,10/21/2020
united-kingdom,28744122,340137,10/22/2020
united-kingdom,29090966,346682,10/23/2020
united-kingdom,29408862,317896,10/24/2020
united-kingdom,29729976,321114,10/25/2020
united-kingdom,29994334,261861,10/26/2020
united-kingdom,30282279,280997,10/27/2020
united-kingdom,30591229,308810,10/28/2020
united-kingdom,30941157,347632,10/29/2020
united-kingdom,31249759,305207,10/30/2020
united-kingdom,31544773,292573,10/31/2020
united-kingdom,31817159,270473,11/01/2020
united-kingdom,32038760,207831,11/02/2020
united-kingdom,32309598,265136,11/03/2020
united-kingdom,32622996,301288,11/04/2020
united-kingdom,32970741,344159,11/05/2020
united-kingdom,33325865,355032,11/06/2020
united-kingdom,33655295,329430,11/07/2020
united-kingdom,33941724,283397,11/08/2020
united-kingdom,34185815,243245,11/09/2020
united-kingdom,34490306,304843,11/10/2020
united-kingdom,34871387,377608,11/11/2020
united-kingdom,35252165,379955,11/12/2020
united-kingdom,35634389,382110,11/13/2020
united-kingdom,35978280,343784,11/14/2020
united-kingdom,36260720,283866,11/15/2020
united-kingdom,36513502,234189,11/16/2020
united-kingdom,36797786,283358,11/17/2020
united-kingdom,37172632,364490,11/18/2020
united-kingdom,37575856,395436,11/19/2020
united-kingdom,37967604,391667,11/20/2020
united-kingdom,38336683,369040,11/21/2020
united-kingdom,38620055,279041,11/22/2020
united-kingdom,38834497,212533,11/23/2020
united-kingdom,39149830,311763,11/24/2020
united-kingdom,39504682,356026,11/25/2020
united-kingdom,39888901,383521,11/26/2020
united-kingdom,40223088,333917,11/27/2020
united-kingdom,40534403,311126,11/28/2020
united-kingdom,40756444,219899,11/29/2020
united-kingdom,40989701,214835,11/30/2020
united-kingdom,41307854,312003,12/01/2020
united-kingdom,41660895,352990,12/02/2020
united-kingdom,42052539,389476,12/03/2020
united-kingdom,42433500,380886,12/04/2020
united-kingdom,42788342,354799,12/05/2020
united-kingdom,43061173,272787,12/06/2020
united-kingdom,43279583,215981,12/07/2020
united-kingdom,43574642,294966,12/08/2020
united-kingdom,43957226,369586,12/09/2020
united-kingdom,44357906,400646,12/10/2020
united-kingdom,44749538,391531,12/11/2020
united-kingdom,45108048,358491,12/12/2020
united-kingdom,45420339,312273,12/13/2020
united-kingdom,45696137,275772,12/14/2020
united-kingdom,46009318,304360,12/15/2020
united-kingdom,46373777,364388,12/16/2020
united-kingdom,46771368,375185,12/17/2020
united-kingdom,47162512,390130,12/18/2020
united-kingdom,47603238,440584,12/19/2020
united-kingdom,48036807,433470,12/20/2020
united-kingdom,48469931,423675,12/21/2020
united-kingdom,48926548,453903,12/22/2020
united-kingdom,49436437,509507,12/23/2020
united-kingdom,49899989,463123,12/24/2020
united-kingdom,50239228,339024,12/25/2020
united-kingdom,50509650,269876,12/26/2020
united-kingdom,50931123,352702,12/27/2020
united-kingdom,51289157,357238,12/28/2020
united-kingdom,51635380,344775,12/29/2020
united-kingdom,52058247,420492,12/30/2020
united-kingdom,52560089,482473,12/31/2020
united-kingdom,52983845,422804,01/01/2021
united-kingdom,53396177,411523,01/02/2021
united-kingdom,53825846,428770,01/03/2021
united-kingdom,54302701,464611,01/04/2021
united-kingdom,54808079,498624,01/05/2021
united-kingdom,55378721,557441,01/06/2021
united-kingdom,56003851,619941,01/07/2021
united-kingdom,56689419,680215,01/08/2021
united-kingdom,57258926,567302,01/09/2021
united-kingdom,57747184,485874,01/10/2021
united-kingdom,58297536,536947,01/11/2021
united-kingdom,58891289,584760,01/12/2021
united-kingdom,59538320,628556,01/13/2021
united-kingdom,60242686,695148,01/14/2021
united-kingdom,60848505,596727,01/15/2021
united-kingdom,61349606,491137,01/16/2021
united-kingdom,61774304,417329,01/17/2021
united-kingdom,62357805,556689,01/18/2021
united-kingdom,62956912,579194,01/19/2021
united-kingdom,63623219,640856,01/20/2021
united-kingdom,64303048,665330,01/21/2021
united-kingdom,64951149,629416,01/22/2021
united-kingdom,65442601,484485,01/23/2021
united-kingdom,65861305,412204,01/24/2021
united-kingdom,66422967,542893,01/25/2021
united-kingdom,67040373,596845,01/26/2021
united-kingdom,67828936,771710,01/27/2021
united-kingdom,68606924,753031,01/28/2021
united-kingdom,69288509,662675,01/29/2021
united-kingdom,69736280,439006,01/30/2021
united-kingdom,70340312,574012,01/31/2021
united-kingdom,71011933,643204,02/01/2021
united-kingdom,71642534,606382,02/02/2021
united-kingdom,72464146,801949,02/03/2021
united-kingdom,73277874,783851,02/04/2021
united-kingdom,73971219,671585,02/05/2021
united-kingdom,74437279,454008,02/06/2021
united-kingdom,75043566,584933,02/07/2021
united-kingdom,75693515,616718,02/08/2021
united-kingdom,76297866,579266,02/09/2021
united-kingdom,77090265,763311,02/10/2021
united-kingdom,77862609,730223,02/11/2021
united-kingdom,78511498,626243,02/12/2021
united-kingdom,78928253,403600,02/13/2021
united-kingdom,79338077,401786,02/14/2021
united-kingdom,79818755,457144,02/15/2021
united-kingdom,80331919,488578,02/16/2021
united-kingdom,80926591,578844,02/17/2021
united-kingdom,81507154,560400,02/18/2021
united-kingdom,82046229,521230,02/19/2021
united-kingdom,82463979,408118,02/20/2021
united-kingdom,83063780,590591,02/21/2021
united-kingdom,83769892,670560,02/22/2021
united-kingdom,84392344,594629,02/23/2021
united-kingdom,85153541,740717,02/24/2021
united-kingdom,85925041,731410,02/25/2021
united-kingdom,86554704,604745,02/26/2021
united-kingdom,86950527,383946,02/27/2021
united-kingdom,87496888,526679,02/28/2021
united-kingdom,88264597,727972,03/01/2021
united-kingdom,88994478,675543,03/02/2021
united-kingdom,89887019,863658,03/03/2021
united-kingdom,90933060,992812,03/04/2021
united-kingdom,91944455,953671,03/05/2021
united-kingdom,92427640,452750,03/06/2021
united-kingdom,93252192,805744,03/07/2021
united-kingdom,94863125,1529525,03/08/2021
united-kingdom,96352115,1374579,03/09/2021
united-kingdom,98018418,1554080,03/10/2021
Australia,143056,0,03/22/2020
Australia,211261,0,03/29/2020
Australia,297154,0,04/05/2020
Australia,302663,5509,04/06/2020
Australia,310700,8037,04/07/2020
Australia,319368,8668,04/08/2020
Australia,330134,10766,04/09/2020
Australia,338346,8212,04/10/2020
Australia,347847,9501,04/11/2020
Australia,353941,6094,04/12/2020
Australia,362136,8195,04/13/2020
Australia,366493,4357,04/14/2020
Australia,371377,4884,04/15/2020
Australia,380003,8626,04/16/2020
Australia,391530,11527,04/17/2020
Australia,406510,14980,04/18/2020
Australia,420996,14486,04/19/2020
Australia,431734,10738,04/20/2020
Australia,439842,8108,04/21/2020
Australia,452441,12599,04/22/2020
Australia,466659,14218,04/23/2020
Australia,482370,15711,04/24/2020
Australia,494257,11887,04/25/2020
Australia,506449,12192,04/26/2020
Australia,517063,10614,04/27/2020
Australia,530679,13616,04/28/2020
Australia,544410,13731,04/29/2020
Australia,563641,19231,04/30/2020
Australia,588868,25227,05/01/2020
Australia,611583,22715,05/02/2020
Australia,633107,21524,05/03/2020
Australia,650214,17107,05/04/2020
Australia,664756,14542,05/05/2020
Australia,688656,23900,05/06/2020
Australia,722549,33893,05/07/2020
Australia,757250,34701,05/08/2020
Australia,795456,38206,05/09/2020
Australia,827872,32416,05/10/2020
Australia,855119,27247,05/11/2020
Australia,877927,22808,05/12/2020
Australia,909025,31098,05/13/2020
Australia,943480,34455,05/14/2020
Australia,983816,40336,05/15/2020
Australia,1015652,31836,05/16/2020
Australia,1042126,26474,05/17/2020
Australia,1062034,19908,05/18/2020
Australia,1085870,23836,05/19/2020
Australia,1111567,25697,05/20/2020
Australia,1137684,26117,05/21/2020
Australia,1170682,32998,05/22/2020
Australia,1192262,21580,05/23/2020
Australia,1224795,32533,05/24/2020
Australia,1244200,19405,05/25/2020
Australia,1288223,44023,05/26/2020
Australia,1338321,50098,05/27/2020
Australia,1367444,29123,05/28/2020
Australia,1397622,30178,05/29/2020
Australia,1428538,30916,05/30/2020
Australia,1454568,26030,05/31/2020
Australia,1472220,17652,06/01/2020
Australia,1490387,18167,06/02/2020
Australia,1512700,22313,06/03/2020
Australia,1546329,33629,06/04/2020
Australia,1579192,32863,06/05/2020
Australia,1590588,11396,06/06/2020
Australia,1617462,26874,06/07/2020
Australia,1633515,16053,06/08/2020
Australia,1650684,17169,06/09/2020
Australia,1679954,29270,06/10/2020
Australia,1711223,31269,06/11/2020
Australia,1745550,34327,06/12/2020
Australia,1782651,37101,06/13/2020
Australia,1812353,29702,06/14/2020
Australia,1828149,15796,06/15/2020
Australia,1848347,20198,06/16/2020
Australia,1876117,27770,06/17/2020
Australia,1927497,51380,06/18/2020
Australia,1970205,42708,06/19/2020
Australia,2005378,35173,06/20/2020
Australia,2041324,35946,06/21/2020
Australia,2107849,66525,06/22/2020
Australia,2132821,24972,06/23/2020
Australia,2180424,47603,06/24/2020
Australia,2232341,51917,06/25/2020
Australia,2281839,49498,06/26/2020
Australia,2336061,54222,06/27/2020
Australia,2379175,43114,06/28/2020
Australia,2415695,36520,06/29/2020
Australia,2455982,40287,06/30/2020
Australia,2505923,49941,07/01/2020
Australia,2563782,57859,07/02/2020
Australia,2617860,54078,07/03/2020
Australia,2668036,50176,07/04/2020
Australia,2713435,45399,07/05/2020
Australia,2759165,45730,07/06/2020
Australia,2801107,41942,07/07/2020
Australia,2856406,55299,07/08/2020
Australia,2910831,54425,07/09/2020
Australia,2970268,59437,07/10/2020
Australia,3021493,51225,07/11/2020
Australia,3075488,53995,07/12/2020
Australia,3117788,42300,07/13/2020
Australia,3162237,44449,07/14/2020
Australia,3222141,59904,07/15/2020
Australia,3287716,65575,07/16/2020
Australia,3350444,62728,07/17/2020
Australia,3413831,63387,07/18/2020
Australia,3476463,62632,07/19/2020
Australia,3534425,57962,07/20/2020
Australia,3590735,56310,07/21/2020
Australia,3650529,59794,07/22/2020
Australia,3719837,69308,07/23/2020
Australia,3795421,75584,07/24/2020
Australia,3859505,64084,07/25/2020
Australia,3935124,75619,07/26/2020
Australia,3987090,51966,07/27/2020
Australia,4098249,0,07/29/2020
Australia,4164454,66205,07/30/2020
Australia,4307224,0,08/01/2020
Australia,4346382,39158,08/02/2020
Australia,4386911,40529,08/03/2020
Australia,4481617,94706,08/04/2020
Australia,4552081,70464,08/05/2020
Australia,4632089,80008,08/06/2020
Australia,4724026,91937,08/07/2020
Australia,4764223,40197,08/08/2020
Australia,4857414,93191,08/09/2020
Australia,4918546,61132,08/10/2020
Australia,4980172,61626,08/11/2020
Australia,5041344,61172,08/12/2020
Australia,5109785,68441,08/13/2020
Australia,5180414,70629,08/14/2020
Australia,5243784,63370,08/15/2020
Australia,5297558,53774,08/16/2020
Australia,5336097,38539,08/17/2020
Australia,5380613,44516,08/18/2020
Australia,5440495,59882,08/19/2020
Australia,5508831,68336,08/20/2020
Australia,5706587,0,08/23/2020
Australia,5758034,51447,08/24/2020
Australia,5814709,56675,08/25/2020
Australia,5886412,71703,08/26/2020
Australia,5972680,86268,08/27/2020
Australia,6168229,0,08/30/2020
Australia,6214453,46224,08/31/2020
Australia,6255797,41344,09/01/2020
Australia,6319795,63998,09/02/2020
Australia,6390778,70983,09/03/2020
Australia,6657348,0,09/06/2020
Australia,6693434,36086,09/07/2020
Australia,6730397,36963,09/08/2020
Australia,6789333,58936,09/09/2020
Australia,6849431,60098,09/10/2020
Australia,7016090,0,09/13/2020
Australia,7047036,30946,09/14/2020
Australia,7076539,29503,09/15/2020
Australia,7124384,47845,09/16/2020
Australia,7178741,54357,09/17/2020
Australia,7296252,0,09/20/2020
Australia,7319688,23436,09/21/2020
Australia,7351283,31595,09/22/2020
Australia,7393693,42410,09/23/2020
Australia,7441327,47634,09/24/2020
Australia,7546223,0,09/27/2020
Australia,7563322,17099,09/28/2020
Australia,7589332,26010,09/29/2020
Australia,7637403,48071,09/30/2020
Australia,7679651,42248,10/01/2020
Australia,7819472,0,10/06/2020
Australia,7852241,32769,10/07/2020
Australia,7895078,42837,10/08/2020
Australia,8008111,0,10/11/2020
Australia,8035558,27447,10/12/2020
Australia,8062988,27430,10/13/2020
Australia,8109490,46502,10/14/2020
Australia,8153116,43626,10/15/2020
Australia,8276036,0,10/18/2020
Australia,8303374,27338,10/19/2020
Australia,8332247,28873,10/20/2020
Australia,8378006,45759,10/21/2020
Australia,8423824,45818,10/22/2020
Australia,8535842,0,10/25/2020
Australia,8567028,31186,10/26/2020
Australia,8598558,31530,10/27/2020
Australia,8650241,51683,10/28/2020
Australia,8700911,50670,10/29/2020
Australia,8825186,0,11/01/2020
Australia,8855401,30215,11/02/2020
Australia,8887171,31770,11/03/2020
Australia,8933563,46392,11/04/2020
Australia,8977142,43579,11/05/2020
Australia,9097814,0,11/08/2020
Australia,9126840,29026,11/09/2020
Australia,9160213,33373,11/10/2020
Australia,9212619,52406,11/11/2020
Australia,9268481,55862,11/12/2020
Australia,9379339,0,11/15/2020
Australia,9401769,22430,11/16/2020
Australia,9441350,39581,11/17/2020
Australia,9498046,56696,11/18/2020
Australia,9559147,61101,11/19/2020
Australia,9709190,0,11/22/2020
Australia,9740770,31580,11/23/2020
Australia,9775730,34960,11/24/2020
Australia,9827728,51998,11/25/2020
Australia,9872011,44283,11/26/2020
Australia,9972019,0,11/29/2020
Australia,9996243,24224,11/30/2020
Australia,10024434,28191,12/01/2020
Australia,10101699,0,12/03/2020
Australia,10181797,0,12/06/2020
Australia,10204429,22632,12/07/2020
Australia,10226984,22555,12/08/2020
Australia,10263810,36826,12/09/2020
Australia,10301064,37254,12/10/2020
Australia,10376952,0,12/13/2020
Australia,10419286,0,12/15/2020
Australia,10451140,31854,12/16/2020
Australia,10479855,28715,12/17/2020
Australia,10579410,0,12/20/2020
Australia,10649443,70033,12/21/2020
Australia,10725537,76094,12/22/2020
Australia,10815210,89673,12/23/2020
Australia,11095166,0,12/27/2020
Australia,11124593,29427,12/28/2020
Australia,11163904,39311,12/29/2020
Australia,11204351,40447,12/30/2020
Australia,11260636,56285,12/31/2020
Australia,11428730,0,01/03/2021
Australia,11505997,77267,01/04/2021
Australia,11590672,84675,01/05/2021
Australia,11691946,101274,01/06/2021
Australia,11779835,87889,01/07/2021
Australia,12001728,0,01/10/2021
Australia,12079425,77697,01/11/2021
Australia,12139602,60177,01/12/2021
Australia,12209377,69775,01/13/2021
Australia,12272547,63170,01/14/2021
Australia,12405954,0,01/17/2021
Australia,12447974,42020,01/18/2021
Australia,12488954,40980,01/19/2021
Australia,12594719,0,01/21/2021
Australia,12681350,0,01/23/2021
Australia,12778139,0,01/26/2021
Australia,12814349,36210,01/27/2021
Australia,12848213,33864,01/28/2021
Australia,12951776,0,01/31/2021
Australia,12982095,30319,02/01/2021
Australia,13018447,36352,02/02/2021
Australia,13077667,59220,02/03/2021
Australia,13261889,0,02/07/2021
Australia,13418052,0,02/10/2021
Australia,13478541,60489,02/11/2021
Australia,13638907,0,02/14/2021
Australia,13702483,63576,02/15/2021
Australia,13757442,54959,02/16/2021
Australia,13842302,84860,02/17/2021
Australia,13915464,73162,02/18/2021
Australia,14053806,0,02/21/2021
Australia,14090307,36501,02/22/2021
Australia,14133828,43521,02/23/2021
Australia,14190604,56776,02/24/2021
Australia,14240544,49940,02/25/2021
Australia,14349465,0,02/28/2021
Australia,14373691,24226,03/01/2021
Australia,14413665,39974,03/02/2021
Australia,14466586,52921,03/03/2021
Australia,14515635,49049,03/04/2021
Australia,14789896,0,03/11/2021
new-zealand,225,0,03/01/2020
new-zealand,254,29,03/02/2020
new-zealand,280,26,03/03/2020
new-zealand,305,25,03/04/2020
new-zealand,332,27,03/05/2020
new-zealand,398,66,03/06/2020
new-zealand,442,44,03/07/2020
new-zealand,470,28,03/08/2020
new-zealand,549,79,03/09/2020
new-zealand,637,88,03/10/2020
new-zealand,720,83,03/11/2020
new-zealand,817,97,03/12/2020
new-zealand,937,120,03/13/2020
new-zealand,1065,128,03/14/2020
new-zealand,1153,88,03/15/2020
new-zealand,1557,404,03/16/2020
new-zealand,2478,921,03/17/2020
new-zealand,3488,1010,03/18/2020
new-zealand,4872,1384,03/19/2020
new-zealand,6606,1734,03/20/2020
new-zealand,7887,1281,03/21/2020
new-zealand,8760,873,03/22/2020
new-zealand,10658,1898,03/23/2020
new-zealand,12850,2192,03/24/2020
new-zealand,14802,1952,03/25/2020
new-zealand,16890,2088,03/26/2020
new-zealand,18743,1853,03/27/2020
new-zealand,20109,1366,03/28/2020
new-zealand,21091,982,03/29/2020
new-zealand,23050,1959,03/30/2020
new-zealand,25086,2036,03/31/2020
new-zealand,28748,3662,04/01/2020
new-zealand,32805,4057,04/02/2020
new-zealand,37166,4361,04/03/2020
new-zealand,39769,2603,04/04/2020
new-zealand,42310,2541,04/05/2020
new-zealand,45688,3378,04/06/2020
new-zealand,50522,4834,04/07/2020
new-zealand,54227,3705,04/08/2020
new-zealand,58015,3788,04/09/2020
new-zealand,59731,1716,04/10/2020
new-zealand,61525,1794,04/11/2020
new-zealand,62875,1350,04/12/2020
new-zealand,64357,1482,04/13/2020
new-zealand,67480,3123,04/14/2020
new-zealand,71501,4021,04/15/2020
new-zealand,75897,4396,04/16/2020
new-zealand,80747,4850,04/17/2020
new-zealand,83953,3206,04/18/2020
new-zealand,86259,2306,04/19/2020
new-zealand,91991,5732,04/20/2020
new-zealand,99115,7124,04/21/2020
new-zealand,105358,6243,04/22/2020
new-zealand,111998,6640,04/23/2020
new-zealand,118541,6543,04/24/2020
new-zealand,121282,2741,04/25/2020
new-zealand,123380,2098,04/26/2020
new-zealand,125414,2034,04/27/2020
new-zealand,130516,5102,04/28/2020
new-zealand,135867,5351,04/29/2020
new-zealand,141341,5474,04/30/2020
new-zealand,146994,5653,05/01/2020
new-zealand,149797,2803,05/02/2020
new-zealand,151457,1660,05/03/2020
new-zealand,156694,5237,05/04/2020
new-zealand,163558,6864,05/05/2020
new-zealand,170840,7282,05/06/2020
new-zealand,178654,7814,05/07/2020
new-zealand,187089,8435,05/08/2020
new-zealand,190524,3435,05/09/2020
new-zealand,192269,1745,05/10/2020
new-zealand,197696,5427,05/11/2020
new-zealand,205191,7495,05/12/2020
new-zealand,212048,6857,05/13/2020
new-zealand,218630,6582,05/14/2020
new-zealand,224410,5780,05/15/2020
new-zealand,226789,2379,05/16/2020
new-zealand,228341,1552,05/17/2020
new-zealand,233738,5397,05/18/2020
new-zealand,239439,5701,05/19/2020
new-zealand,245079,5640,05/20/2020
new-zealand,250736,5657,05/21/2020
new-zealand,255463,4727,05/22/2020
new-zealand,256935,1472,05/23/2020
new-zealand,258054,1119,05/24/2020
new-zealand,262482,4428,05/25/2020
new-zealand,266499,4017,05/26/2020
new-zealand,269981,3482,05/27/2020
new-zealand,273033,3052,05/28/2020
new-zealand,275446,2413,05/29/2020
new-zealand,276215,769,05/30/2020
new-zealand,276392,177,05/31/2020
new-zealand,277063,671,06/01/2020
new-zealand,278212,1149,06/02/2020
new-zealand,280932,2720,06/03/2020
new-zealand,283649,2717,06/04/2020
new-zealand,286642,2993,06/05/2020
new-zealand,288718,2076,06/06/2020
new-zealand,289512,794,06/07/2020
new-zealand,290502,990,06/08/2020
new-zealand,293143,2641,06/09/2020
new-zealand,296570,3427,06/10/2020
new-zealand,299485,2915,06/11/2020
new-zealand,302419,2934,06/12/2020
new-zealand,304903,2484,06/13/2020
new-zealand,305663,760,06/14/2020
new-zealand,307123,1460,06/15/2020
new-zealand,310690,3567,06/16/2020
new-zealand,315522,4832,06/17/2020
new-zealand,321832,6310,06/18/2020
new-zealand,329536,7704,06/19/2020
new-zealand,335594,6058,06/20/2020
new-zealand,339045,3451,06/21/2020
new-zealand,343196,4151,06/22/2020
new-zealand,352164,8968,06/23/2020
new-zealand,362523,10359,06/24/2020
new-zealand,372529,10006,06/25/2020
new-zealand,381620,9091,06/26/2020
new-zealand,387085,5465,06/27/2020
new-zealand,389894,2809,06/28/2020
new-zealand,391709,1815,06/29/2020
new-zealand,396442,4733,06/30/2020
new-zealand,399846,3404,07/01/2020
new-zealand,403574,3728,07/02/2020
new-zealand,405665,2091,07/03/2020
new-zealand,406252,587,07/04/2020
new-zealand,408863,2611,07/05/2020
new-zealand,410713,1850,07/06/2020
new-zealand,412901,2188,07/07/2020
new-zealand,415904,3003,07/08/2020
new-zealand,418569,2665,07/09/2020
new-zealand,420671,2102,07/10/2020
new-zealand,422392,1721,07/11/2020
new-zealand,423483,1091,07/12/2020
new-zealand,425017,1534,07/13/2020
new-zealand,427808,2791,07/14/2020
new-zealand,430635,2827,07/15/2020
new-zealand,432986,2351,07/16/2020
new-zealand,435561,2575,07/17/2020
new-zealand,436997,1436,07/18/2020
new-zealand,437701,704,07/19/2020
new-zealand,438656,955,07/20/2020
new-zealand,440852,2196,07/21/2020
new-zealand,443218,2366,07/22/2020
new-zealand,445964,2746,07/23/2020
new-zealand,448358,2394,07/24/2020
new-zealand,450040,1682,07/25/2020
new-zealand,450685,645,07/26/2020
new-zealand,452291,1606,07/27/2020
new-zealand,454692,2401,07/28/2020
new-zealand,457106,2414,07/29/2020
new-zealand,459502,2396,07/30/2020
new-zealand,462579,3077,07/31/2020
new-zealand,464988,2409,08/01/2020
new-zealand,466677,1689,08/02/2020
new-zealand,468379,1702,08/03/2020
new-zealand,472493,4114,08/04/2020
new-zealand,477382,4889,08/05/2020
new-zealand,481452,4070,08/06/2020
new-zealand,484817,3365,08/07/2020
new-zealand,488907,4090,08/08/2020
new-zealand,491245,2338,08/09/2020
new-zealand,492932,1687,08/10/2020
new-zealand,497096,4164,08/11/2020
new-zealand,503074,5978,08/12/2020
new-zealand,518727,15653,08/13/2020
new-zealand,542105,23378,08/14/2020
new-zealand,566096,23991,08/15/2020
new-zealand,591101,25005,08/16/2020
new-zealand,609537,18436,08/17/2020
new-zealand,632236,22699,08/18/2020
new-zealand,649834,17598,08/19/2020
new-zealand,664496,14662,08/20/2020
new-zealand,676505,12009,08/21/2020
new-zealand,683776,7271,08/22/2020
new-zealand,688253,4477,08/23/2020
new-zealand,692447,4194,08/24/2020
new-zealand,700945,8498,08/25/2020
new-zealand,709731,8786,08/26/2020
new-zealand,720141,10410,08/27/2020
new-zealand,730319,10178,08/28/2020
new-zealand,740819,10500,08/29/2020
new-zealand,747385,6566,08/30/2020
new-zealand,756324,8939,08/31/2020
new-zealand,767473,11149,09/01/2020
new-zealand,777996,10523,09/02/2020
new-zealand,787585,9589,09/03/2020
new-zealand,796445,8860,09/04/2020
new-zealand,804220,7775,09/05/2020
new-zealand,808219,3999,09/06/2020
new-zealand,812914,4695,09/07/2020
new-zealand,820930,8016,09/08/2020
new-zealand,828637,7707,09/09/2020
new-zealand,837188,8551,09/10/2020
new-zealand,846103,8915,09/11/2020
new-zealand,853588,7485,09/12/2020
new-zealand,857450,3862,09/13/2020
new-zealand,861381,3931,09/14/2020
new-zealand,869979,8598,09/15/2020
new-zealand,878324,8345,09/16/2020
new-zealand,893811,0,09/18/2020
new-zealand,899348,5537,09/19/2020
new-zealand,902715,3367,09/20/2020
new-zealand,906222,3507,09/21/2020
new-zealand,913064,6842,09/22/2020
new-zealand,919144,6080,09/23/2020
new-zealand,925579,6435,09/24/2020
new-zealand,931454,5875,09/25/2020
new-zealand,936531,5077,09/26/2020
new-zealand,940143,3612,09/27/2020
new-zealand,943387,3244,09/28/2020
new-zealand,948382,4995,09/29/2020
new-zealand,953989,5607,09/30/2020
new-zealand,958738,4749,10/01/2020
new-zealand,965097,6359,10/02/2020
new-zealand,969107,4010,10/03/2020
new-zealand,971686,2579,10/04/2020
new-zealand,974724,3038,10/05/2020
new-zealand,980393,5669,10/06/2020
new-zealand,986545,6152,10/07/2020
new-zealand,992142,5597,10/08/2020
new-zealand,996956,4814,10/09/2020
new-zealand,1000765,3809,10/10/2020
new-zealand,1002791,2026,10/11/2020
new-zealand,1005808,3017,10/12/2020
new-zealand,1011657,5849,10/13/2020
new-zealand,1016853,5196,10/14/2020
new-zealand,1021931,5078,10/15/2020
new-zealand,1026725,4794,10/16/2020
new-zealand,1030115,3390,10/17/2020
new-zealand,1031888,1773,10/18/2020
new-zealand,1034603,2715,10/19/2020
new-zealand,1040911,6308,10/20/2020
new-zealand,1047994,7083,10/21/2020
new-zealand,1054047,6053,10/22/2020
new-zealand,1061747,7700,10/23/2020
new-zealand,1067143,5396,10/24/2020
new-zealand,1070181,3038,10/25/2020
new-zealand,1072492,2311,10/26/2020
new-zealand,1075827,3335,10/27/2020
new-zealand,1083230,7403,10/28/2020
new-zealand,1090702,7472,10/29/2020
new-zealand,1096666,5964,10/30/2020
new-zealand,1101067,4401,10/31/2020
new-zealand,1104113,3046,11/01/2020
new-zealand,1106568,2455,11/02/2020
new-zealand,1113739,7171,11/03/2020
new-zealand,1126986,0,11/06/2020
new-zealand,1132820,5834,11/07/2020
new-zealand,1136936,4116,11/08/2020
new-zealand,1139978,3042,11/09/2020
new-zealand,1142938,2960,11/10/2020
