cases,deaths,Country,population,continent,"14 day cases/100,000",date
6,0,Australia,25203200.0,Oceania,0.54754952,2020-12-14
13,0,Australia,25203200.0,Oceania,0.55548502,2020-12-13
12,0,Australia,25203200.0,Oceania,0.54754952,2020-12-12
7,0,Australia,25203200.0,Oceania,0.52771077,2020-12-11
6,0,Australia,25203200.0,Oceania,0.55151727,2020-12-10
15,0,Australia,25203200.0,Oceania,0.55151727,2020-12-09
7,0,Australia,25203200.0,Oceania,0.54358177,2020-12-08
9,0,Australia,25203200.0,Oceania,0.57135602,2020-12-07
7,0,Australia,25203200.0,Oceania,0.59119477,2020-12-06
10,0,Australia,25203200.0,Oceania,0.63484002,2020-12-05
16,0,Australia,25203200.0,Oceania,0.61500127,2020-12-04
11,0,Australia,25203200.0,Oceania,0.57929152,2020-12-03
8,0,Australia,25203200.0,Oceania,0.61896902,2020-12-02
11,1,Australia,25203200.0,Oceania,0.61103352,2020-12-01
8,0,Australia,25203200.0,Oceania,0.66658202,2020-11-30
11,0,Australia,25203200.0,Oceania,0.69038852,2020-11-29
7,0,Australia,25203200.0,Oceania,0.67848527,2020-11-28
13,0,Australia,25203200.0,Oceania,0.67054977,2020-11-27
6,0,Australia,25203200.0,Oceania,0.66658202,2020-11-26
13,0,Australia,25203200.0,Oceania,0.67451752,2020-11-25
14,0,Australia,25203200.0,Oceania,0.66261427,2020-11-24
14,0,Australia,25203200.0,Oceania,0.64674327,2020-11-23
18,0,Australia,25203200.0,Oceania,0.61500127,2020-11-22
5,0,Australia,25203200.0,Oceania,0.57135602,2020-11-21
7,0,Australia,25203200.0,Oceania,0.59913027,2020-11-20
21,0,Australia,25203200.0,Oceania,0.61500127,2020-11-19
6,0,Australia,25203200.0,Oceania,0.57929152,2020-11-18
25,0,Australia,25203200.0,Oceania,0.58722702,2020-11-17
14,0,Australia,25203200.0,Oceania,0.51580752,2020-11-16
8,0,Australia,25203200.0,Oceania,0.48009777,2020-11-15
5,0,Australia,25203200.0,Oceania,0.48009777,2020-11-14
12,0,Australia,25203200.0,Oceania,0.51183977,2020-11-13
8,0,Australia,25203200.0,Oceania,0.52374302,2020-11-12
10,0,Australia,25203200.0,Oceania,0.54358177,2020-11-11
10,0,Australia,25203200.0,Oceania,0.55945277,2020-11-10
6,0,Australia,25203200.0,Oceania,0.54754952,2020-11-09
7,0,Australia,25203200.0,Oceania,0.60706577,2020-11-08
12,0,Australia,25203200.0,Oceania,0.63880777,2020-11-07
11,0,Australia,25203200.0,Oceania,0.66261427,2020-11-06
12,0,Australia,25203200.0,Oceania,0.70625952,2020-11-05
8,0,Australia,25203200.0,Oceania,0.71419502,2020-11-04
7,0,Australia,25203200.0,Oceania,0.80545328,2020-11-03
5,0,Australia,25203200.0,Oceania,0.81338878,2020-11-02
8,0,Australia,25203200.0,Oceania,0.82132428,2020-11-01
13,0,Australia,25203200.0,Oceania,0.83719528,2020-10-31
15,0,Australia,25203200.0,Oceania,0.82132428,2020-10-30
13,2,Australia,25203200.0,Oceania,0.84513078,2020-10-29
14,0,Australia,25203200.0,Oceania,0.88877603,2020-10-28
7,0,Australia,25203200.0,Oceania,0.95622778,2020-10-27
21,0,Australia,25203200.0,Oceania,1.01574403,2020-10-26
15,0,Australia,25203200.0,Oceania,1.01177628,2020-10-25
18,0,Australia,25203200.0,Oceania,1.01177628,2020-10-24
22,0,Australia,25203200.0,Oceania,1.03161503,2020-10-23
14,0,Australia,25203200.0,Oceania,1.03955053,2020-10-22
31,0,Australia,25203200.0,Oceania,1.01574403,2020-10-21
9,1,Australia,25203200.0,Oceania,0.99193753,2020-10-20
7,0,Australia,25203200.0,Oceania,1.00780853,2020-10-19
12,0,Australia,25203200.0,Oceania,1.03955053,2020-10-18
9,0,Australia,25203200.0,Oceania,1.02367953,2020-10-17
21,0,Australia,25203200.0,Oceania,1.05542153,2020-10-16
24,5,Australia,25203200.0,Oceania,1.10303454,2020-10-15
31,1,Australia,25203200.0,Oceania,1.00780853,2020-10-14
22,0,Australia,25203200.0,Oceania,0.96019553,2020-10-13
20,1,Australia,25203200.0,Oceania,0.88877603,2020-10-12
15,0,Australia,25203200.0,Oceania,0.90464703,2020-10-11
23,0,Australia,25203200.0,Oceania,0.90861478,2020-10-10
24,0,Australia,25203200.0,Oceania,0.88480828,2020-10-09
8,2,Australia,25203200.0,Oceania,0.82925978,2020-10-08
25,1,Australia,25203200.0,Oceania,0.92051803,2020-10-07
13,0,Australia,25203200.0,Oceania,0.94035678,2020-10-06
15,1,Australia,25203200.0,Oceania,0.94432453,2020-10-05
8,3,Australia,25203200.0,Oceania,0.93638903,2020-10-04
17,2,Australia,25203200.0,Oceania,0.99987303,2020-10-03
33,6,Australia,25203200.0,Oceania,1.12287329,2020-10-02
19,7,Australia,25203200.0,Oceania,1.28951879,2020-09-30
4,3,Australia,25203200.0,Oceania,1.39664804,2020-09-29
24,2,Australia,25203200.0,Oceania,1.5434548000000001,2020-09-28
16,1,Australia,25203200.0,Oceania,1.6228098,2020-09-27
17,8,Australia,25203200.0,Oceania,1.72597131,2020-09-26
10,2,Australia,25203200.0,Oceania,1.86484256,2020-09-25
31,5,Australia,25203200.0,Oceania,2.01561706,2020-09-24
30,3,Australia,25203200.0,Oceania,2.25368207,2020-09-23
14,2,Australia,25203200.0,Oceania,2.34097257,2020-09-22
13,5,Australia,25203200.0,Oceania,2.45603733,2020-09-21
24,7,Australia,25203200.0,Oceania,2.69013459,2020-09-20
48,5,Australia,25203200.0,Oceania,2.87661884,2020-09-19
34,8,Australia,25203200.0,Oceania,3.0313611000000003,2020-09-18
41,8,Australia,25203200.0,Oceania,3.39639411,2020-09-17
46,0,Australia,25203200.0,Oceania,3.64636237,2020-09-16
41,6,Australia,25203200.0,Oceania,3.75349162,2020-09-15
44,7,Australia,25203200.0,Oceania,3.89236287,2020-09-14
42,6,Australia,25203200.0,Oceania,4.20581513,2020-09-13
52,9,Australia,25203200.0,Oceania,4.43197689,2020-09-12
48,7,Australia,25203200.0,Oceania,4.725590400000001,2020-09-11
91,11,Australia,25203200.0,Oceania,4.99936516,2020-09-10
52,8,Australia,25203200.0,Oceania,5.24139792,2020-09-09
43,9,Australia,25203200.0,Oceania,5.57865668,2020-09-08
72,5,Australia,25203200.0,Oceania,5.82068944,2020-09-07
71,11,Australia,25203200.0,Oceania,6.36823895,2020-09-06
87,59,Australia,25203200.0,Oceania,6.86023997,2020-09-05
126,15,Australia,25203200.0,Oceania,7.19353098,2020-09-04
104,6,Australia,25203200.0,Oceania,7.65775775,2020-09-03
73,5,Australia,25203200.0,Oceania,8.11801676,2020-09-02
76,41,Australia,25203200.0,Oceania,8.51875952,2020-09-01
123,11,Australia,25203200.0,Oceania,9.451180800000001,2020-08-31
99,17,Australia,25203200.0,Oceania,9.96698832,2020-08-30
126,11,Australia,25203200.0,Oceania,10.73276409,2020-08-29
117,23,Australia,25203200.0,Oceania,11.76041138,2020-08-28
152,24,Australia,25203200.0,Oceania,12.21273489,2020-08-27
137,8,Australia,25203200.0,Oceania,13.25228542,2020-08-26
104,15,Australia,25203200.0,Oceania,13.962512699999998,2020-08-25
210,17,Australia,25203200.0,Oceania,14.79177247,2020-08-24
195,13,Australia,25203200.0,Oceania,15.4900965,2020-08-23
171,9,Australia,25203200.0,Oceania,16.40664678,2020-08-22
243,13,Australia,25203200.0,Oceania,17.35493906,2020-08-21
220,12,Australia,25203200.0,Oceania,18.04929533,2020-08-20
174,17,Australia,25203200.0,Oceania,20.01333164,2020-08-19
311,25,Australia,25203200.0,Oceania,20.95368842,2020-08-18
253,17,Australia,25203200.0,Oceania,21.28697943,2020-08-17
292,4,Australia,25203200.0,Oceania,22.82646648,2020-08-16
385,14,Australia,25203200.0,Oceania,23.16372524,2020-08-15
231,9,Australia,25203200.0,Oceania,24.02472702,2020-08-14
414,21,Australia,25203200.0,Oceania,25.96892458,2020-08-13
316,18,Australia,25203200.0,Oceania,25.42931056,2020-08-12
313,18,Australia,25203200.0,Oceania,25.63960132,2020-08-11
386,17,Australia,25203200.0,Oceania,26.5085386,2020-08-10
426,12,Australia,25203200.0,Oceania,26.77437786,2020-08-09
410,11,Australia,25203200.0,Oceania,26.492667600000004,2020-08-08
418,8,Australia,25203200.0,Oceania,26.01256983,2020-08-07
715,15,Australia,25203200.0,Oceania,25.98082783,2020-08-06
411,11,Australia,25203200.0,Oceania,25.00079355,2020-08-05
395,13,Australia,25203200.0,Oceania,24.79447054,2020-08-04
641,8,Australia,25203200.0,Oceania,24.28659853,2020-08-03
377,4,Australia,25203200.0,Oceania,23.17562849,2020-08-02
602,7,Australia,25203200.0,Oceania,22.49714322,2020-08-01
721,13,Australia,25203200.0,Oceania,21.79485145,2020-07-31
278,9,Australia,25203200.0,Oceania,20.1839449,2020-07-30
369,6,Australia,25203200.0,Oceania,20.04904139,2020-07-29
532,6,Australia,25203200.0,Oceania,19.66020188,2020-07-28
453,10,Australia,25203200.0,Oceania,18.27545708,2020-07-27
355,6,Australia,25203200.0,Oceania,17.44619731,2020-07-26
289,6,Australia,25203200.0,Oceania,16.80738954,2020-07-25
410,5,Australia,25203200.0,Oceania,16.85103479,2020-07-24
468,2,Australia,25203200.0,Oceania,15.91067801,2020-07-23
359,3,Australia,25203200.0,Oceania,14.57354622,2020-07-22
267,1,Australia,25203200.0,Oceania,13.81967369,2020-07-21
361,4,Australia,25203200.0,Oceania,13.30386618,2020-07-20
206,2,Australia,25203200.0,Oceania,12.21670264,2020-07-19
425,3,Australia,25203200.0,Oceania,11.82389538,2020-07-18
315,2,Australia,25203200.0,Oceania,11.14541011,2020-07-17
244,3,Australia,25203200.0,Oceania,10.21695658,2020-07-16
271,0,Australia,25203200.0,Oceania,9.59005206,2020-07-15
183,0,Australia,25203200.0,Oceania,8.78063103,2020-07-14
244,1,Australia,25203200.0,Oceania,8.37592052,2020-07-13
194,1,Australia,25203200.0,Oceania,7.58633824,2020-07-12
300,0,Australia,25203200.0,Oceania,6.99911122,2020-07-11
173,0,Australia,25203200.0,Oceania,5.95559294,2020-07-10
131,0,Australia,25203200.0,Oceania,5.41597892,2020-07-09
169,0,Australia,25203200.0,Oceania,5.01126841,2020-07-08
137,2,Australia,25203200.0,Oceania,4.41213814,2020-07-07
87,0,Australia,25203200.0,Oceania,3.92013713,2020-07-06
107,0,Australia,25203200.0,Oceania,3.67413662,2020-07-05
254,0,Australia,25203200.0,Oceania,3.35671661,2020-07-04
81,0,Australia,25203200.0,Oceania,2.42032758,2020-07-03
86,0,Australia,25203200.0,Oceania,2.18226257,2020-07-02
67,0,Australia,25203200.0,Oceania,1.93229431,2020-07-01
81,0,Australia,25203200.0,Oceania,1.71406805,2020-06-30
45,0,Australia,25203200.0,Oceania,1.45219655,2020-06-29
46,0,Australia,25203200.0,Oceania,1.34506729,2020-06-28
37,0,Australia,25203200.0,Oceania,1.21016379,2020-06-27
37,1,Australia,25203200.0,Oceania,1.08319578,2020-06-26
29,1,Australia,25203200.0,Oceania,0.97209878,2020-06-25
18,0,Australia,25203200.0,Oceania,0.89274378,2020-06-24
13,0,Australia,25203200.0,Oceania,0.82925978,2020-06-23
25,0,Australia,25203200.0,Oceania,0.79751778,2020-06-22
27,0,Australia,25203200.0,Oceania,0.71816277,2020-06-21
18,0,Australia,25203200.0,Oceania,0.62690452,2020-06-20
21,0,Australia,25203200.0,Oceania,0.59913027,2020-06-19
23,0,Australia,25203200.0,Oceania,0.55945277,2020-06-18
12,0,Australia,25203200.0,Oceania,0.49993652,2020-06-17
15,0,Australia,25203200.0,Oceania,0.51977527,2020-06-16
18,0,Australia,25203200.0,Oceania,0.49596877,2020-06-15
12,0,Australia,25203200.0,Oceania,0.46422676,2020-06-14
5,0,Australia,25203200.0,Oceania,0.46422676,2020-06-13
9,0,Australia,25203200.0,Oceania,0.53564627,2020-06-12
9,0,Australia,25203200.0,Oceania,0.54358177,2020-06-11
2,0,Australia,25203200.0,Oceania,0.53167852,2020-06-10
5,0,Australia,25203200.0,Oceania,0.58325927,2020-06-09
5,0,Australia,25203200.0,Oceania,0.59913027,2020-06-08
4,0,Australia,25203200.0,Oceania,0.59119477,2020-06-07
11,0,Australia,25203200.0,Oceania,0.61896902,2020-06-06
11,0,Australia,25203200.0,Oceania,0.63087227,2020-06-05
8,0,Australia,25203200.0,Oceania,0.59516252,2020-06-04
17,0,Australia,25203200.0,Oceania,0.60706577,2020-06-03
9,0,Australia,25203200.0,Oceania,0.57135602,2020-06-02
10,0,Australia,25203200.0,Oceania,0.59516252,2020-06-01
12,0,Australia,25203200.0,Oceania,0.59119477,2020-05-31
23,0,Australia,25203200.0,Oceania,0.61103352,2020-05-30
11,0,Australia,25203200.0,Oceania,0.63880777,2020-05-29
6,0,Australia,25203200.0,Oceania,0.65071102,2020-05-28
15,0,Australia,25203200.0,Oceania,0.67054977,2020-05-27
9,0,Australia,25203200.0,Oceania,0.67451752,2020-05-26
3,0,Australia,25203200.0,Oceania,0.66658202,2020-05-25
11,1,Australia,25203200.0,Oceania,0.70229177,2020-05-24
14,1,Australia,25203200.0,Oceania,0.71816277,2020-05-23
2,0,Australia,25203200.0,Oceania,0.73403377,2020-05-22
11,1,Australia,25203200.0,Oceania,0.80942103,2020-05-21
8,0,Australia,25203200.0,Oceania,0.86893728,2020-05-20
15,1,Australia,25203200.0,Oceania,0.93242128,2020-05-19
9,0,Australia,25203200.0,Oceania,0.96813103,2020-05-18
17,0,Australia,25203200.0,Oceania,1.00384078,2020-05-17
30,0,Australia,25203200.0,Oceania,0.99987303,2020-05-16
14,0,Australia,25203200.0,Oceania,0.90067928,2020-05-15
11,1,Australia,25203200.0,Oceania,0.90861478,2020-05-14
16,0,Australia,25203200.0,Oceania,0.89671153,2020-05-13
7,0,Australia,25203200.0,Oceania,0.88480828,2020-05-12
12,0,Australia,25203200.0,Oceania,0.90464703,2020-05-11
15,0,Australia,25203200.0,Oceania,0.89671153,2020-05-10
18,0,Australia,25203200.0,Oceania,0.90067928,2020-05-09
21,0,Australia,25203200.0,Oceania,0.90861478,2020-05-08
26,1,Australia,25203200.0,Oceania,0.87687278,2020-05-07
24,1,Australia,25203200.0,Oceania,0.80148553,2020-05-06
24,0,Australia,25203200.0,Oceania,0.79355003,2020-05-05
18,2,Australia,25203200.0,Oceania,0.74990477,2020-05-04
16,0,Australia,25203200.0,Oceania,0.78164678,2020-05-03
5,1,Australia,25203200.0,Oceania,0.92845353,2020-05-02
16,2,Australia,25203200.0,Oceania,1.05145378,2020-05-01
8,2,Australia,25203200.0,Oceania,1.14271204,2020-04-30
13,4,Australia,25203200.0,Oceania,1.27761554,2020-04-29
12,1,Australia,25203200.0,Oceania,1.4244223,2020-04-28
10,2,Australia,25203200.0,Oceania,1.5513903,2020-04-27
16,2,Australia,25203200.0,Oceania,1.64264855,2020-04-26
20,4,Australia,25203200.0,Oceania,1.78151981,2020-04-25
13,1,Australia,25203200.0,Oceania,2.04339132,2020-04-24
7,0,Australia,25203200.0,Oceania,2.38858558,2020-04-23
22,3,Australia,25203200.0,Oceania,2.74171534,2020-04-22
13,1,Australia,25203200.0,Oceania,3.09881285,2020-04-21
26,1,Australia,25203200.0,Oceania,3.44400711,2020-04-20
53,2,Australia,25203200.0,Oceania,3.56700736,2020-04-19
36,4,Australia,25203200.0,Oceania,3.90823388,2020-04-18
39,0,Australia,25203200.0,Oceania,5.05094591,2020-04-17
42,2,Australia,25203200.0,Oceania,5.88020569,2020-04-16
50,0,Australia,25203200.0,Oceania,6.78088497,2020-04-15
44,0,Australia,25203200.0,Oceania,7.17765998,2020-04-14
33,4,Australia,25203200.0,Oceania,8.84411503,2020-04-13
51,3,Australia,25203200.0,Oceania,9.84002031,2020-04-12
86,2,Australia,25203200.0,Oceania,11.34776536,2020-04-11
100,2,Australia,25203200.0,Oceania,11.84770188,2020-04-10
96,5,Australia,25203200.0,Oceania,12.90709116,2020-04-09
112,3,Australia,25203200.0,Oceania,14.0180612,2020-04-08
100,6,Australia,25203200.0,Oceania,15.95432326,2020-04-07
57,2,Australia,25203200.0,Oceania,16.00987176,2020-04-06
139,4,Australia,25203200.0,Oceania,18.20800533,2020-04-05
324,7,Australia,25203200.0,Oceania,18.54526409,2020-04-04
248,2,Australia,25203200.0,Oceania,17.91439182,2020-04-03
269,1,Australia,25203200.0,Oceania,17.50174581,2020-04-02
150,1,Australia,25203200.0,Oceania,16.87484129,2020-04-01
464,3,Australia,25203200.0,Oceania,16.59313103,2020-03-31
284,2,Australia,25203200.0,Oceania,15.05761173,2020-03-30
431,1,Australia,25203200.0,Oceania,14.12519045,2020-03-29
212,0,Australia,25203200.0,Oceania,12.62141315,2020-03-28
367,2,Australia,25203200.0,Oceania,11.94292788,2020-03-27
376,3,Australia,25203200.0,Oceania,10.60579609,2020-03-26
600,1,Australia,25203200.0,Oceania,9.16947054,2020-03-25
114,0,Australia,25203200.0,Oceania,6.83643347,2020-03-24
611,0,Australia,25203200.0,Oceania,6.46346496,2020-03-23
224,0,Australia,25203200.0,Oceania,4.06297613,2020-03-22
165,1,Australia,25203200.0,Oceania,3.21784535,2020-03-21
144,0,Australia,25203200.0,Oceania,2.57903758,2020-03-20
111,1,Australia,25203200.0,Oceania,2.03545582,2020-03-19
79,0,Australia,25203200.0,Oceania,1.6386808000000002,2020-03-18
77,0,Australia,25203200.0,Oceania,1.35697054,2020-03-17
49,2,Australia,25203200.0,Oceania,1.06732478,2020-03-16
52,0,Australia,25203200.0,Oceania,0.88480828,2020-03-15
41,0,Australia,25203200.0,Oceania,0.68245302,2020-03-14
30,0,Australia,25203200.0,Oceania,0.52771077,2020-03-13
14,0,Australia,25203200.0,Oceania,0.40867826,2020-03-12
12,0,Australia,25203200.0,Oceania,0.35709751,2020-03-11
20,0,Australia,25203200.0,Oceania,0.30948451,2020-03-10
6,0,Australia,25203200.0,Oceania,0.23012951,2020-03-09
11,1,Australia,25203200.0,Oceania,0.20632301,2020-03-08
4,0,Australia,25203200.0,Oceania,0.16664551,2020-03-07
7,0,Australia,25203200.0,Oceania,0.16664551,2020-03-06
11,1,Australia,25203200.0,Oceania,0.14680675,2020-03-05
8,0,Australia,25203200.0,Oceania,0.1031615,2020-03-04
4,0,Australia,25203200.0,Oceania,0.07141950000000001,2020-03-03
3,0,Australia,25203200.0,Oceania,0.0555485,2020-03-02
1,1,Australia,25203200.0,Oceania,0.04364525,2020-03-01
2,0,Australia,25203200.0,Oceania,0.0396775,2020-02-29
1,0,Australia,25203200.0,Oceania,0.03570975,2020-02-27
1,0,Australia,25203200.0,Oceania,0.031742,2020-02-23
4,0,Australia,25203200.0,Oceania,0.02777425,2020-02-22
2,0,Australia,25203200.0,Oceania,0.01190325,2020-02-21
1,0,Australia,25203200.0,Oceania,0.031742,2020-02-14
1,0,Australia,25203200.0,Oceania,0.0555485,2020-02-07
1,0,Australia,25203200.0,Oceania,0.05158075,2020-02-06
1,0,Australia,25203200.0,Oceania,0.047613,2020-02-05
2,0,Australia,25203200.0,Oceania,0.04364525,2020-02-02
2,0,Australia,25203200.0,Oceania,0.03570975,2020-02-01
2,6,Belgium,11455519.0,Europe,268.2375194,2020-12-14
856,48,Belgium,11455519.0,Europe,269.5294731,2020-12-13
2751,92,Belgium,11455519.0,Europe,269.0842728,2020-12-12
2604,87,Belgium,11455519.0,Europe,267.41695419999996,2020-12-11
2708,83,Belgium,11455519.0,Europe,267.11142459999996,2020-12-10
2715,91,Belgium,11455519.0,Europe,268.438296,2020-12-09
3353,96,Belgium,11455519.0,Europe,273.67594610000003,2020-12-08
592,83,Belgium,11455519.0,Europe,273.64975780000003,2020-12-07
1098,85,Belgium,11455519.0,Europe,275.09011160000006,2020-12-06
2549,106,Belgium,11455519.0,Europe,279.7341613,2020-12-05
2364,93,Belgium,11455519.0,Europe,285.4519293,2020-12-04
2611,117,Belgium,11455519.0,Europe,294.9582642,2020-12-03
2674,110,Belgium,11455519.0,Europe,313.76142799999997,2020-12-02
3293,99,Belgium,11455519.0,Europe,335.82939369999997,2020-12-01
560,119,Belgium,11455519.0,Europe,340.1679138,2020-11-30
1004,114,Belgium,11455519.0,Europe,352.1010266,2020-11-29
2700,124,Belgium,11455519.0,Europe,378.3678417,2020-11-28
2413,118,Belgium,11455519.0,Europe,413.88783870000003,2020-11-27
2673,138,Belgium,11455519.0,Europe,408.0478589,2020-11-26
2867,120,Belgium,11455519.0,Europe,450.2458597,2020-11-25
3953,139,Belgium,11455519.0,Europe,491.12571849999995,2020-11-24
589,135,Belgium,11455519.0,Europe,498.6242876,2020-11-23
1263,138,Belgium,11455519.0,Europe,514.1888377,2020-11-22
3081,165,Belgium,11455519.0,Europe,545.3266674,2020-11-21
3019,172,Belgium,11455519.0,Europe,585.8311614,2020-11-20
3700,158,Belgium,11455519.0,Europe,634.1048363,2020-11-19
4828,153,Belgium,11455519.0,Europe,697.6026141,2020-11-18
5821,195,Belgium,11455519.0,Europe,767.7609369,2020-11-17
1057,192,Belgium,11455519.0,Europe,781.8065684999999,2020-11-16
2371,175,Belgium,11455519.0,Europe,816.1742825,2020-11-15
5709,183,Belgium,11455519.0,Europe,900.7797901,2020-11-14
6482,173,Belgium,11455519.0,Europe,975.9226099,2020-11-13
2004,196,Belgium,11455519.0,Europe,1115.540902,2020-11-12
7701,218,Belgium,11455519.0,Europe,1242.196011,2020-11-11
8636,194,Belgium,11455519.0,Europe,1340.24482,2020-11-10
1448,210,Belgium,11455519.0,Europe,1370.33512,2020-11-09
3046,208,Belgium,11455519.0,Europe,1444.6311859999998,2020-11-08
6648,214,Belgium,11455519.0,Europe,1551.374495,2020-11-07
7659,206,Belgium,11455519.0,Europe,1638.913086,2020-11-06
9230,198,Belgium,11455519.0,Europe,1710.9744219999998,2020-11-05
12102,172,Belgium,11455519.0,Europe,1773.5032350000001,2020-11-04
13858,208,Belgium,11455519.0,Europe,1788.360702,2020-11-03
2666,164,Belgium,11455519.0,Europe,1802.528545,2020-11-02
6308,177,Belgium,11455519.0,Europe,1817.255072,2020-11-01
15401,185,Belgium,11455519.0,Europe,1800.4596739999997,2020-10-31
15090,139,Belgium,11455519.0,Europe,1771.8970219999999,2020-10-30
17998,142,Belgium,11455519.0,Europe,1722.0956989999997,2020-10-29
22210,132,Belgium,11455519.0,Europe,1638.0052269999999,2020-10-28
19868,121,Belgium,11455519.0,Europe,1549.5500470000002,2020-10-27
4895,94,Belgium,11455519.0,Europe,1527.79634,2020-10-26
11557,93,Belgium,11455519.0,Europe,1464.5342560000001,2020-10-25
18876,94,Belgium,11455519.0,Europe,1367.751212,2020-10-24
17687,55,Belgium,11455519.0,Europe,1270.863415,2020-10-23
17485,62,Belgium,11455519.0,Europe,1177.615785,2020-10-22
19265,52,Belgium,11455519.0,Europe,1059.087764,2020-10-21
15560,52,Belgium,11455519.0,Europe,969.0787471000001,2020-10-20
4289,31,Belgium,11455519.0,Europe,940.6732248,2020-10-19
7995,23,Belgium,11455519.0,Europe,885.8001108999999,2020-10-18
13477,36,Belgium,11455519.0,Europe,800.6359206000001,2020-10-17
11818,35,Belgium,11455519.0,Europe,727.2389841,2020-10-16
12293,41,Belgium,11455519.0,Europe,648.2377621,2020-10-15
12577,34,Belgium,11455519.0,Europe,564.4964667,2020-10-14
9735,36,Belgium,11455519.0,Europe,503.8008317,2020-10-13
2403,26,Belgium,11455519.0,Europe,487.53792819999995,2020-10-12
4310,22,Belgium,11455519.0,Europe,458.1547113,2020-10-11
7789,19,Belgium,11455519.0,Europe,404.3291273,2020-10-10
6588,20,Belgium,11455519.0,Europe,362.497762,2020-10-09
6803,20,Belgium,11455519.0,Europe,321.4171265,2020-10-08
5687,18,Belgium,11455519.0,Europe,289.87774360000003,2020-10-07
5249,14,Belgium,11455519.0,Europe,263.2966695,2020-10-06
1035,14,Belgium,11455519.0,Europe,258.28598430000005,2020-10-05
1709,15,Belgium,11455519.0,Europe,251.17150959999998,2020-10-04
3721,11,Belgium,11455519.0,Europe,233.607923,2020-10-03
3410,15,Belgium,11455519.0,Europe,219.1345499,2020-10-02
3243,6,Belgium,11455519.0,Europe,207.77757869999996,2020-10-01
2984,10,Belgium,11455519.0,Europe,195.9404895,2020-09-30
2782,13,Belgium,11455519.0,Europe,186.7309548,2020-09-29
540,12,Belgium,11455519.0,Europe,184.6446241,2020-09-28
944,6,Belgium,11455519.0,Europe,181.79010480000002,2020-09-27
1623,5,Belgium,11455519.0,Europe,178.83083249999999,2020-09-26
1796,4,Belgium,11455519.0,Europe,173.13052340000002,2020-09-25
2097,8,Belgium,11455519.0,Europe,163.76385919999998,2020-09-24
2074,1,Belgium,11455519.0,Europe,153.2623707,2020-09-23
2204,3,Belgium,11455519.0,Europe,142.03634069999998,2020-09-22
461,3,Belgium,11455519.0,Europe,139.3651392,2020-09-21
894,8,Belgium,11455519.0,Europe,134.3719128,2020-09-20
1709,6,Belgium,11455519.0,Europe,125.80835490000001,2020-09-19
1752,1,Belgium,11455519.0,Europe,116.42423190000001,2020-09-18
1942,2,Belgium,11455519.0,Europe,104.4823897,2020-09-17
1628,3,Belgium,11455519.0,Europe,95.20301961,2020-09-16
1727,4,Belgium,11455519.0,Europe,85.66176705,2020-09-15
301,1,Belgium,11455519.0,Europe,84.05555436,2020-09-14
617,1,Belgium,11455519.0,Europe,80.37174047,2020-09-13
1284,5,Belgium,11455519.0,Europe,74.52303121,2020-09-12
1143,3,Belgium,11455519.0,Europe,69.2155458,2020-09-11
1024,2,Belgium,11455519.0,Europe,64.86829623,2020-09-10
871,3,Belgium,11455519.0,Europe,61.86537685,2020-09-09
918,4,Belgium,11455519.0,Europe,59.15052823,2020-09-08
155,2,Belgium,11455519.0,Europe,58.80135156,2020-09-07
322,1,Belgium,11455519.0,Europe,57.76255096,2020-09-06
728,2,Belgium,11455519.0,Europe,55.8595381,2020-09-05
677,4,Belgium,11455519.0,Europe,55.02151408,2020-09-04
574,2,Belgium,11455519.0,Europe,55.35323192,2020-09-03
565,3,Belgium,11455519.0,Europe,56.74993861,2020-09-02
634,3,Belgium,11455519.0,Europe,57.38718604,2020-09-01
117,1,Belgium,11455519.0,Europe,57.51812729,2020-08-31
195,6,Belgium,11455519.0,Europe,57.23878595,2020-08-30
614,4,Belgium,11455519.0,Europe,57.0030917,2020-08-29
535,3,Belgium,11455519.0,Europe,58.17283355,2020-08-28
526,4,Belgium,11455519.0,Europe,58.89737514,2020-08-27
527,5,Belgium,11455519.0,Europe,60.56469375,2020-08-26
607,5,Belgium,11455519.0,Europe,62.88671862,2020-08-25
115,3,Belgium,11455519.0,Europe,62.94782454,2020-08-24
203,5,Belgium,11455519.0,Europe,63.82949563,2020-08-23
510,3,Belgium,11455519.0,Europe,66.10787342,2020-08-22
581,4,Belgium,11455519.0,Europe,67.74900378,2020-08-21
612,9,Belgium,11455519.0,Europe,69.18062813,2020-08-20
725,11,Belgium,11455519.0,Europe,69.95754623,2020-08-19
707,7,Belgium,11455519.0,Europe,70.71700549,2020-08-18
132,7,Belgium,11455519.0,Europe,70.85667616,2020-08-17
163,9,Belgium,11455519.0,Europe,72.13117101,2020-08-16
587,12,Belgium,11455519.0,Europe,72.97792444,2020-08-15
669,12,Belgium,11455519.0,Europe,72.68112427,2020-08-14
609,11,Belgium,11455519.0,Europe,73.50168945,2020-08-13
718,13,Belgium,11455519.0,Europe,73.21361869,2020-08-12
873,11,Belgium,11455519.0,Europe,70.78684082,2020-08-11
122,5,Belgium,11455519.0,Europe,71.32806466,2020-08-10
304,2,Belgium,11455519.0,Europe,70.6733584,2020-08-09
771,6,Belgium,11455519.0,Europe,68.27276879,2020-08-08
769,4,Belgium,11455519.0,Europe,65.39206124,2020-08-07
776,5,Belgium,11455519.0,Europe,63.44540129999999,2020-08-06
814,5,Belgium,11455519.0,Europe,57.60542146,2020-08-05
