cases,deaths,Country,population,continent,"14 day cases/100,000",date
6,0,Egypt,100388076.0,Africa,0.05379125,2020-03-10
34,1,Egypt,100388076.0,Africa,0.04781444,2020-03-09
12,0,Egypt,100388076.0,Africa,0.01394588,2020-03-07
1,0,Egypt,100388076.0,Africa,0.00199227,2020-03-06
1,0,Egypt,100388076.0,Africa,0.00099613,2020-03-02
1,0,Egypt,100388076.0,Africa,0.00099613,2020-02-15
360,0,Finland,5517919.0,Europe,112.01686720000001,2020-12-14
377,0,Finland,5517919.0,Europe,111.32820179999999,2020-12-13
501,11,Finland,5517919.0,Europe,114.3003368,2020-12-12
840,9,Finland,5517919.0,Europe,116.4207014,2020-12-11
490,8,Finland,5517919.0,Europe,110.186467,2020-12-10
361,1,Finland,5517919.0,Europe,107.8848747,2020-12-09
250,9,Finland,5517919.0,Europe,107.73989250000001,2020-12-08
413,0,Finland,5517919.0,Europe,108.59166289999999,2020-12-07
460,0,Finland,5517919.0,Europe,108.77289070000002,2020-12-06
316,7,Finland,5517919.0,Europe,108.9359956,2020-12-05
560,0,Finland,5517919.0,Europe,111.56379790000001,2020-12-04
420,9,Finland,5517919.0,Europe,107.77613810000001,2020-12-03
550,0,Finland,5517919.0,Europe,105.38393190000001,2020-12-02
283,6,Finland,5517919.0,Europe,99.54839859,2020-12-01
322,0,Finland,5517919.0,Europe,96.30442201,2020-11-30
541,0,Finland,5517919.0,Europe,94.32903963,2020-11-29
618,5,Finland,5517919.0,Europe,88.94657569,2020-11-28
496,0,Finland,5517919.0,Europe,83.47349789,2020-11-27
363,4,Finland,5517919.0,Europe,78.05478841,2020-11-26
353,0,Finland,5517919.0,Europe,75.78944164,2020-11-25
297,9,Finland,5517919.0,Europe,73.37911267,2020-11-24
423,0,Finland,5517919.0,Europe,69.62769841,2020-11-23
469,0,Finland,5517919.0,Europe,69.4283479,2020-11-22
461,1,Finland,5517919.0,Europe,60.92876681,2020-11-21
351,0,Finland,5517919.0,Europe,57.39482584,2020-11-20
288,3,Finland,5517919.0,Europe,54.45893642,2020-11-19
228,0,Finland,5517919.0,Europe,54.54955029,2020-11-18
104,2,Finland,5517919.0,Europe,54.71265526,2020-11-17
213,0,Finland,5517919.0,Europe,54.80326913,2020-11-16
244,0,Finland,5517919.0,Europe,54.16897203,2020-11-15
316,4,Finland,5517919.0,Europe,53.42593829,2020-11-14
197,0,Finland,5517919.0,Europe,53.93337597,2020-11-13
238,2,Finland,5517919.0,Europe,53.770270999999994,2020-11-12
220,0,Finland,5517919.0,Europe,53.353447200000005,2020-11-11
90,1,Finland,5517919.0,Europe,52.86413229,2020-11-10
412,0,Finland,5517919.0,Europe,53.44406107,2020-11-09
266,1,Finland,5517919.0,Europe,52.75539565,2020-11-07
189,0,Finland,5517919.0,Europe,51.90362526,2020-11-06
293,2,Finland,5517919.0,Europe,51.81301139,2020-11-05
237,0,Finland,5517919.0,Europe,50.52629442,2020-11-04
109,1,Finland,5517919.0,Europe,51.55929255,2020-11-03
178,0,Finland,5517919.0,Europe,51.95799358,2020-11-02
203,0,Finland,5517919.0,Europe,51.1062232,2020-11-01
344,4,Finland,5517919.0,Europe,50.32694391,2020-10-31
188,0,Finland,5517919.0,Europe,46.611775200000004,2020-10-30
215,0,Finland,5517919.0,Europe,48.47842094,2020-10-29
193,0,Finland,5517919.0,Europe,48.27907042,2020-10-28
122,1,Finland,5517919.0,Europe,49.9826112,2020-10-27
196,0,Finland,5517919.0,Europe,51.64990642,2020-10-26
178,0,Finland,5517919.0,Europe,50.79813604,2020-10-25
219,0,Finland,5517919.0,Europe,52.44730849,2020-10-24
184,0,Finland,5517919.0,Europe,52.73727287,2020-10-23
222,2,Finland,5517919.0,Europe,54.76702358,2020-10-22
294,0,Finland,5517919.0,Europe,52.91850062,2020-10-21
131,0,Finland,5517919.0,Europe,51.70427475,2020-10-20
131,0,Finland,5517919.0,Europe,52.30232629,2020-10-19
160,0,Finland,5517919.0,Europe,55.25633849,2020-10-18
139,1,Finland,5517919.0,Europe,53.08160558,2020-10-17
291,0,Finland,5517919.0,Europe,52.39294016,2020-10-16
204,4,Finland,5517919.0,Europe,49.13084081,2020-10-15
287,0,Finland,5517919.0,Europe,47.2460723,2020-10-14
214,0,Finland,5517919.0,Europe,44.90823443,2020-10-13
149,0,Finland,5517919.0,Europe,41.97234501,2020-10-12
269,0,Finland,5517919.0,Europe,41.17494294,2020-10-11
235,0,Finland,5517919.0,Europe,37.98533469,2020-10-10
296,0,Finland,5517919.0,Europe,35.62937404,2020-10-09
120,0,Finland,5517919.0,Europe,31.91420534,2020-10-08
227,0,Finland,5517919.0,Europe,31.42489043,2020-10-07
164,1,Finland,5517919.0,Europe,30.01131405,2020-10-06
294,0,Finland,5517919.0,Europe,28.23528218,2020-10-05
40,0,Finland,5517919.0,Europe,23.95830747,2020-10-04
101,1,Finland,5517919.0,Europe,24.39325405,2020-10-03
111,0,Finland,5517919.0,Europe,23.63209754,2020-10-02
100,1,Finland,5517919.0,Europe,22.50848554,2020-10-01
158,0,Finland,5517919.0,Europe,21.14927747,2020-09-30
52,0,Finland,5517919.0,Europe,20.06191102,2020-09-29
105,0,Finland,5517919.0,Europe,19.97129715,2020-09-28
93,0,Finland,5517919.0,Europe,18.48522967,2020-09-27
105,0,Finland,5517919.0,Europe,17.61533651,2020-09-26
91,0,Finland,5517919.0,Europe,16.49172451,2020-09-25
93,2,Finland,5517919.0,Europe,15.54934025,2020-09-24
149,0,Finland,5517919.0,Europe,15.54934025,2020-09-23
66,2,Finland,5517919.0,Europe,13.03027464,2020-09-22
58,0,Finland,5517919.0,Europe,12.48659141,2020-09-21
64,0,Finland,5517919.0,Europe,11.97915374,2020-09-20
59,0,Finland,5517919.0,Europe,11.47171606,2020-09-19
49,0,Finland,5517919.0,Europe,10.85554174,2020-09-18
25,0,Finland,5517919.0,Europe,10.67431399,2020-09-17
98,0,Finland,5517919.0,Europe,10.56557735,2020-09-16
47,2,Finland,5517919.0,Europe,9.80442083,2020-09-15
23,0,Finland,5517919.0,Europe,9.11575541,2020-09-14
45,0,Finland,5517919.0,Europe,9.20636929,2020-09-13
43,0,Finland,5517919.0,Europe,8.51770387,2020-09-12
39,0,Finland,5517919.0,Europe,8.15524838,2020-09-11
93,1,Finland,5517919.0,Europe,7.75654735,2020-09-10
10,0,Finland,5517919.0,Europe,6.45170761,2020-09-09
36,0,Finland,5517919.0,Europe,7.04975916,2020-09-08
30,0,Finland,5517919.0,Europe,6.72354922,2020-09-07
36,1,Finland,5517919.0,Europe,6.43358484,2020-09-06
25,0,Finland,5517919.0,Europe,6.41546206,2020-09-05
39,0,Finland,5517919.0,Europe,6.48795316,2020-09-04
19,0,Finland,5517919.0,Europe,6.45170761,2020-09-03
56,0,Finland,5517919.0,Europe,6.63293535,2020-09-02
9,0,Finland,5517919.0,Europe,6.05300658,2020-09-01
28,0,Finland,5517919.0,Europe,6.27047987,2020-08-31
7,0,Finland,5517919.0,Europe,5.96239271,2020-08-30
23,0,Finland,5517919.0,Europe,6.19798877,2020-08-29
17,0,Finland,5517919.0,Europe,6.08925213,2020-08-28
21,0,Finland,5517919.0,Europe,6.52419871,2020-08-27
43,0,Finland,5517919.0,Europe,6.48795316,2020-08-26
18,1,Finland,5517919.0,Europe,6.1073749,2020-08-25
14,0,Finland,5517919.0,Europe,6.08925213,2020-08-24
35,0,Finland,5517919.0,Europe,6.12549767,2020-08-23
29,0,Finland,5517919.0,Europe,5.74491942,2020-08-22
37,0,Finland,5517919.0,Europe,5.61806,2020-08-21
29,0,Finland,5517919.0,Europe,5.30997284,2020-08-20
24,0,Finland,5517919.0,Europe,5.30997284,2020-08-19
21,1,Finland,5517919.0,Europe,5.18311342,2020-08-18
11,0,Finland,5517919.0,Europe,5.03813122,2020-08-17
20,0,Finland,5517919.0,Europe,5.02000845,2020-08-16
17,0,Finland,5517919.0,Europe,4.85690348,2020-08-15
41,0,Finland,5517919.0,Europe,4.71192129,2020-08-14
19,0,Finland,5517919.0,Europe,4.13199251,2020-08-13
22,0,Finland,5517919.0,Europe,3.96888755,2020-08-12
17,2,Finland,5517919.0,Europe,3.67892316,2020-08-11
16,0,Finland,5517919.0,Europe,3.46144987,2020-08-10
14,0,Finland,5517919.0,Europe,3.26209935,2020-08-09
22,0,Finland,5517919.0,Europe,3.15336271,2020-08-08
20,0,Finland,5517919.0,Europe,2.89964387,2020-08-07
29,0,Finland,5517919.0,Europe,2.71841613,2020-08-06
17,2,Finland,5517919.0,Europe,2.39220619,2020-08-05
13,0,Finland,5517919.0,Europe,2.28346955,2020-08-04
10,0,Finland,5517919.0,Europe,2.08411903,2020-08-03
11,0,Finland,5517919.0,Europe,2.26534677,2020-08-02
9,0,Finland,5517919.0,Europe,2.37408342,2020-08-01
9,0,Finland,5517919.0,Europe,2.35596064,2020-07-31
10,0,Finland,5517919.0,Europe,2.19285568,2020-07-30
6,0,Finland,5517919.0,Europe,2.01162793,2020-07-29
5,0,Finland,5517919.0,Europe,1.90289129,2020-07-28
5,0,Finland,5517919.0,Europe,1.83040019,2020-07-27
8,0,Finland,5517919.0,Europe,1.77603187,2020-07-26
8,1,Finland,5517919.0,Europe,1.63104968,2020-07-25
10,0,Finland,5517919.0,Europe,1.54043581,2020-07-24
11,0,Finland,5517919.0,Europe,1.43169916,2020-07-23
11,0,Finland,5517919.0,Europe,1.35920806,2020-07-22
2,0,Finland,5517919.0,Europe,1.17798032,2020-07-21
20,0,Finland,5517919.0,Europe,1.1961031000000002,2020-07-20
17,0,Finland,5517919.0,Europe,0.86989316,2020-07-19
8,0,Finland,5517919.0,Europe,0.57992877,2020-07-18
1,0,Finland,5517919.0,Europe,1.52231303,2020-07-14
2,0,Finland,5517919.0,Europe,1.83040019,2020-07-13
3,0,Finland,5517919.0,Europe,1.79415464,2020-07-11
4,0,Finland,5517919.0,Europe,2.08411903,2020-07-10
7,0,Finland,5517919.0,Europe,2.10224181,2020-07-09
1,0,Finland,5517919.0,Europe,2.19285568,2020-07-08
3,0,Finland,5517919.0,Europe,2.37408342,2020-07-07
2,0,Finland,5517919.0,Europe,2.33783787,2020-07-06
1,0,Finland,5517919.0,Europe,2.3197151000000003,2020-07-05
28,0,Finland,5517919.0,Europe,2.46469729,2020-07-04
5,0,Finland,5517919.0,Europe,2.247224,2020-07-03
22,0,Finland,5517919.0,Europe,2.15661013,2020-07-02
5,0,Finland,5517919.0,Europe,1.84852297,2020-07-01
18,0,Finland,5517919.0,Europe,1.83040019,2020-06-30
19,1,Finland,5517919.0,Europe,2.13848735,2020-06-27
5,0,Finland,5517919.0,Europe,1.95725961,2020-06-26
12,0,Finland,5517919.0,Europe,2.30159232,2020-06-25
11,0,Finland,5517919.0,Europe,2.35596064,2020-06-24
1,1,Finland,5517919.0,Europe,2.59155671,2020-06-23
1,0,Finland,5517919.0,Europe,2.93588942,2020-06-22
9,0,Finland,5517919.0,Europe,3.2258538,2020-06-21
16,0,Finland,5517919.0,Europe,3.47957264,2020-06-20
5,0,Finland,5517919.0,Europe,3.73329148,2020-06-18
4,0,Finland,5517919.0,Europe,4.07762419,2020-06-17
4,0,Finland,5517919.0,Europe,4.04137864,2020-06-16
17,1,Finland,5517919.0,Europe,4.44007967,2020-06-15
14,0,Finland,5517919.0,Europe,4.73004406,2020-06-14
9,0,Finland,5517919.0,Europe,5.38246393,2020-06-13
24,1,Finland,5517919.0,Europe,5.81741051,2020-06-12
15,0,Finland,5517919.0,Europe,6.30672542,2020-06-11
24,1,Finland,5517919.0,Europe,7.19474135,2020-06-10
20,0,Finland,5517919.0,Europe,7.28535522,2020-06-09
17,1,Finland,5517919.0,Europe,7.28535522,2020-06-08
23,0,Finland,5517919.0,Europe,7.17661858,2020-06-07
30,0,Finland,5517919.0,Europe,7.32160077,2020-06-06
24,1,Finland,5517919.0,Europe,8.48145832,2020-06-04
2,0,Finland,5517919.0,Europe,8.843913800000001,2020-06-03
26,0,Finland,5517919.0,Europe,9.15200096,2020-06-02
33,4,Finland,5517919.0,Europe,9.27886038,2020-06-01
50,2,Finland,5517919.0,Europe,9.78629806,2020-05-31
33,1,Finland,5517919.0,Europe,9.93128025,2020-05-30
51,0,Finland,5517919.0,Europe,10.83741896,2020-05-29
64,1,Finland,5517919.0,Europe,11.56232993,2020-05-28
29,4,Finland,5517919.0,Europe,11.32673386,2020-05-27
20,1,Finland,5517919.0,Europe,11.14550612,2020-05-26
11,1,Finland,5517919.0,Europe,11.18175167,2020-05-25
31,0,Finland,5517919.0,Europe,12.46846864,2020-05-24
44,0,Finland,5517919.0,Europe,14.48009657,2020-05-23
50,2,Finland,5517919.0,Europe,14.86067483,2020-05-22
44,3,Finland,5517919.0,Europe,15.76681354,2020-05-21
19,1,Finland,5517919.0,Europe,17.88717812,2020-05-20
33,2,Finland,5517919.0,Europe,19.08328122,2020-05-19
61,1,Finland,5517919.0,Europe,19.80819218,2020-05-18
58,4,Finland,5517919.0,Europe,20.06191102,2020-05-17
83,6,Finland,5517919.0,Europe,21.33050521,2020-05-16
91,3,Finland,5517919.0,Europe,20.84119031,2020-05-15
51,9,Finland,5517919.0,Europe,20.80494476,2020-05-14
19,4,Finland,5517919.0,Europe,22.88906379,2020-05-13
22,4,Finland,5517919.0,Europe,23.36025592,2020-05-12
82,2,Finland,5517919.0,Europe,25.11816502,2020-05-11
142,5,Finland,5517919.0,Europe,25.46249773,2020-05-10
65,5,Finland,5517919.0,Europe,24.33888573,2020-05-09
100,3,Finland,5517919.0,Europe,25.17253334,2020-05-08
161,6,Finland,5517919.0,Europe,26.16928592,2020-05-07
85,6,Finland,5517919.0,Europe,25.33563831,2020-05-06
73,10,Finland,5517919.0,Europe,26.44112753,2020-05-05
75,10,Finland,5517919.0,Europe,26.65860082,2020-05-04
128,2,Finland,5517919.0,Europe,27.14791573,2020-05-03
56,7,Finland,5517919.0,Europe,28.30777327,2020-05-02
89,5,Finland,5517919.0,Europe,29.46763082,2020-05-01
166,7,Finland,5517919.0,Europe,30.24691011,2020-04-30
45,6,Finland,5517919.0,Europe,28.61586044,2020-04-29
119,3,Finland,5517919.0,Europe,29.55824469,2020-04-28
101,4,Finland,5517919.0,Europe,29.03268424,2020-04-27
80,9,Finland,5517919.0,Europe,28.45275547,2020-04-26
111,5,Finland,5517919.0,Europe,29.46763082,2020-04-25
155,23,Finland,5517919.0,Europe,30.42813785,2020-04-24
115,8,Finland,5517919.0,Europe,29.75759521,2020-04-23
146,43,Finland,5517919.0,Europe,30.91745276,2020-04-22
85,4,Finland,5517919.0,Europe,30.66373392,2020-04-21
102,4,Finland,5517919.0,Europe,33.63586888,2020-04-20
192,8,Finland,5517919.0,Europe,32.60287076,2020-04-19
120,7,Finland,5517919.0,Europe,33.96207882,2020-04-18
132,3,Finland,5517919.0,Europe,33.54525501,2020-04-17
76,8,Finland,5517919.0,Europe,32.45788856,2020-04-16
97,5,Finland,5517919.0,Europe,32.20416972,2020-04-15
90,3,Finland,5517919.0,Europe,31.7329776,2020-04-14
69,7,Finland,5517919.0,Europe,31.82359147,2020-04-13
136,1,Finland,5517919.0,Europe,30.57312005,2020-04-12
164,6,Finland,5517919.0,Europe,31.60611818,2020-04-11
118,2,Finland,5517919.0,Europe,29.84820908,2020-04-10
179,6,Finland,5517919.0,Europe,29.12329811,2020-04-09
132,7,Finland,5517919.0,Europe,27.47412566,2020-04-08
249,0,Finland,5517919.0,Europe,26.74921469,2020-04-07
45,2,Finland,5517919.0,Europe,23.57772921,2020-04-06
267,5,Finland,5517919.0,Europe,24.66509566,2020-04-05
97,1,Finland,5517919.0,Europe,21.11303192,2020-04-04
72,2,Finland,5517919.0,Europe,20.26126154,2020-04-03
62,0,Finland,5517919.0,Europe,19.518227800000002,2020-04-02
71,4,Finland,5517919.0,Europe,19.30075451,2020-04-01
95,2,Finland,5517919.0,Europe,18.86580793,2020-03-31
193,2,Finland,5517919.0,Europe,18.26775638,2020-03-29
67,3,Finland,5517919.0,Europe,15.25937586,2020-03-28
78,1,Finland,5517919.0,Europe,14.55258767,2020-03-27
88,2,Finland,5517919.0,Europe,14.878797599999999,2020-03-26
92,0,Finland,5517919.0,Europe,13.62832619,2020-03-25
74,0,Finland,5517919.0,Europe,12.1422587,2020-03-24
105,0,Finland,5517919.0,Europe,11.00052393,2020-03-23
71,1,Finland,5517919.0,Europe,9.22449206,2020-03-22
50,0,Finland,5517919.0,Europe,8.02838896,2020-03-21
31,0,Finland,5517919.0,Europe,7.14037303,2020-03-20
50,0,Finland,5517919.0,Europe,6.63293535,2020-03-19
47,0,Finland,5517919.0,Europe,5.72679664,2020-03-18
5,0,Finland,5517919.0,Europe,4.89314903,2020-03-17
57,0,Finland,5517919.0,Europe,4.80253516,2020-03-16
27,0,Finland,5517919.0,Europe,3.7876597999999997,2020-03-15
28,0,Finland,5517919.0,Europe,3.2983449,2020-03-14
96,0,Finland,5517919.0,Europe,2.79090722,2020-03-13
19,0,Finland,5517919.0,Europe,1.0511209,2020-03-12
10,0,Finland,5517919.0,Europe,0.70678819,2020-03-10
11,0,Finland,5517919.0,Europe,0.52556045,2020-03-09
7,0,Finland,5517919.0,Europe,0.32620994,2020-03-07
5,0,Finland,5517919.0,Europe,0.19935052,2020-03-06
1,0,Finland,5517919.0,Europe,0.10873665,2020-03-04
3,0,Finland,5517919.0,Europe,0.09061387,2020-03-02
1,0,Finland,5517919.0,Europe,0.03624555,2020-02-29
1,0,Finland,5517919.0,Europe,0.01812277,2020-02-27
11533,150,France,67012883.0,Europe,236.32620010000002,2020-12-14
13947,194,France,67012883.0,Europe,233.71625419999998,2020-12-13
13406,627,France,67012883.0,Europe,231.5569679,2020-12-12
13750,292,France,67012883.0,Europe,230.2631869,2020-12-11
14595,296,France,67012883.0,Europe,229.98413599999998,2020-12-10
13713,831,France,67012883.0,Europe,232.50156239999998,2020-12-09
3411,366,France,67012883.0,Europe,225.69988519999998,2020-12-08
11022,174,France,67012883.0,Europe,227.25331780000002,2020-12-07
12923,214,France,67012883.0,Europe,230.4392724,2020-12-06
11221,627,France,67012883.0,Europe,237.83784980000001,2020-12-05
12696,324,France,67012883.0,Europe,255.23898140000003,2020-12-04
14064,310,France,67012883.0,Europe,267.85446609999997,2020-12-03
8083,775,France,67012883.0,Europe,289.22199930000005,2020-12-02
4005,406,France,67012883.0,Europe,345.09036119999996,2020-12-01
9784,198,France,67012883.0,Europe,353.1500055,2020-11-30
12500,213,France,67012883.0,Europe,379.1808211,2020-11-29
12539,957,France,67012883.0,Europe,408.4214673,2020-11-28
13563,339,France,67012883.0,Europe,425.21674529999996,2020-11-27
16282,381,France,67012883.0,Europe,454.4782829,2020-11-26
9155,1005,France,67012883.0,Europe,483.7219136,2020-11-25
4452,500,France,67012883.0,Europe,503.15847479999996,2020-11-24
13157,214,France,67012883.0,Europe,526.5912825,2020-11-23
17881,253,France,67012883.0,Europe,564.5869616,2020-11-22
22882,1138,France,67012883.0,Europe,667.5089624,2020-11-21
21150,429,France,67012883.0,Europe,723.6235456,2020-11-20
28383,425,France,67012883.0,Europe,778.6816156,2020-11-19
45522,1219,France,67012883.0,Europe,796.8497639999999,2020-11-18
9406,506,France,67012883.0,Europe,783.1329985,2020-11-17
27228,302,France,67012883.0,Europe,847.4668968000001,2020-11-16
32095,354,France,67012883.0,Europe,880.3889245999999,2020-11-15
23794,932,France,67012883.0,Europe,881.2036933,2020-11-14
33172,425,France,67012883.0,Europe,919.1381902,2020-11-13
35879,328,France,67012883.0,Europe,940.7235919,2020-11-12
22180,1220,France,67012883.0,Europe,941.5562676000001,2020-11-11
20155,548,France,67012883.0,Europe,958.3246851,2020-11-10
38619,270,France,67012883.0,Europe,968.1974136,2020-11-09
86852,304,France,67012883.0,Europe,988.1801383999999,2020-11-08
60486,828,France,67012883.0,Europe,926.3562052999999,2020-11-07
58046,363,France,67012883.0,Europe,898.8182168,2020-11-06
40558,385,France,67012883.0,Europe,874.3094966,2020-11-05
36330,854,France,67012883.0,Europe,853.5940767999999,2020-11-04
52518,416,France,67012883.0,Europe,829.9240013,2020-11-03
49290,231,France,67012883.0,Europe,771.3158677,2020-11-02
32641,223,France,67012883.0,Europe,742.2871211,2020-11-01
49215,545,France,67012883.0,Europe,741.9677795,2020-10-31
47637,235,France,67012883.0,Europe,705.9612702000001,2020-10-30
36437,244,France,67012883.0,Europe,680.5691377,2020-10-29
33417,523,France,67012883.0,Europe,659.907439,2020-10-28
26771,257,France,67012883.0,Europe,629.4297173,2020-10-27
52010,116,France,67012883.0,Europe,602.1722718999999,2020-10-26
45422,137,France,67012883.0,Europe,548.5870530000001,2020-10-25
42032,298,France,67012883.0,Europe,520.9416225,2020-10-24
41622,162,France,67012883.0,Europe,488.5702351,2020-10-23
26676,163,France,67012883.0,Europe,453.51279689999996,2020-10-22
20468,262,France,67012883.0,Europe,441.67925139999994,2020-10-21
13243,146,France,67012883.0,Europe,426.78808489999994,2020-10-20
29837,85,France,67012883.0,Europe,414.6426591,2020-10-19
32427,89,France,67012883.0,Europe,388.8386655,2020-10-18
25086,178,France,67012883.0,Europe,365.775936,2020-10-17
30621,88,France,67012883.0,Europe,346.4692006,2020-10-16
22591,104,France,67012883.0,Europe,321.6217395,2020-10-15
12993,108,France,67012883.0,Europe,307.0782673,2020-10-14
8505,95,France,67012883.0,Europe,299.703566,2020-10-13
16101,46,France,67012883.0,Europe,293.0854355,2020-10-12
26896,54,France,67012883.0,Europe,285.65701310000003,2020-10-11
20339,109,France,67012883.0,Europe,267.0277594,2020-10-10
18129,76,France,67012883.0,Europe,260.2499582,2020-10-09
18746,80,France,67012883.0,Europe,257.21621319999997,2020-10-08
10489,66,France,67012883.0,Europe,248.7491845,2020-10-07
5104,69,France,67012883.0,Europe,248.03141209999998,2020-10-06
12545,32,France,67012883.0,Europe,246.8286583,2020-10-05
16972,43,France,67012883.0,Europe,245.3722219,2020-10-04
12148,136,France,67012883.0,Europe,240.18814410000002,2020-10-03
13970,63,France,67012883.0,Europe,241.7803753,2020-10-02
12845,63,France,67012883.0,Europe,236.74104580000002,2020-10-01
8051,85,France,67012883.0,Europe,232.1732673,2020-09-30
4070,81,France,67012883.0,Europe,231.87630950000002,2020-09-29
11123,27,France,67012883.0,Europe,234.99212830000002,2020-09-28
14412,39,France,67012883.0,Europe,229.1126618,2020-09-27
15797,150,France,67012883.0,Europe,223.3660056,2020-09-26
16096,52,France,67012883.0,Europe,213.82903340000001,2020-09-25
13072,43,France,67012883.0,Europe,204.4979918,2020-09-24
10008,78,France,67012883.0,Europe,197.7903264,2020-09-23
4298,53,France,67012883.0,Europe,192.6211711,2020-09-22
11569,11,France,67012883.0,Europe,192.47940730000002,2020-09-21
13498,25,France,67012883.0,Europe,185.76726509999997,2020-09-20
13215,154,France,67012883.0,Europe,178.3836102,2020-09-19
10593,50,France,67012883.0,Europe,172.0564686,2020-09-18
9784,46,France,67012883.0,Europe,166.92909630000003,2020-09-17
7852,49,France,67012883.0,Europe,162.8000395,2020-09-16
6158,34,France,67012883.0,Europe,158.5172809,2020-09-15
7183,6,France,67012883.0,Europe,153.92711880000002,2020-09-14
10561,17,France,67012883.0,Europe,151.28583559999998,2020-09-13
9406,80,France,67012883.0,Europe,143.6634207,2020-09-12
9843,19,France,67012883.0,Europe,140.6386291,2020-09-11
8577,30,France,67012883.0,Europe,135.0695507,2020-09-10
6544,38,France,67012883.0,Europe,130.3719465,2020-09-09
4203,25,France,67012883.0,Europe,125.5370553,2020-09-08
7071,3,France,67012883.0,Europe,122.18247649999999,2020-09-07
8550,12,France,67012883.0,Europe,118.93832409999999,2020-09-06
8975,0,France,67012883.0,Europe,111.5546693,2020-09-05
7157,0,France,67012883.0,Europe,105.0051824,2020-09-04
7017,25,France,67012883.0,Europe,101.444673,2020-09-03
4982,26,France,67012883.0,Europe,96.60828948,2020-09-02
3082,29,France,67012883.0,Europe,92.51355445,2020-09-01
5413,4,France,67012883.0,Europe,88.65011822,2020-08-31
5453,6,France,67012883.0,Europe,85.07170181,2020-08-30
7379,20,France,67012883.0,Europe,81.87380925,2020-08-29
6111,32,France,67012883.0,Europe,75.10943829,2020-08-28
5429,0,France,67012883.0,Europe,69.97311248,2020-08-27
3304,16,France,67012883.0,Europe,65.63812513,2020-08-26
1955,15,France,67012883.0,Europe,62.79240366,2020-08-25
4897,1,France,67012883.0,Europe,67.11843751,2020-08-24
3602,9,France,67012883.0,Europe,59.81088741,2020-08-23
4586,23,France,67012883.0,Europe,54.43580155,2020-08-22
4771,12,France,67012883.0,Europe,51.00661018,2020-08-21
3776,17,France,67012883.0,Europe,46.28065323,2020-08-20
2238,22,France,67012883.0,Europe,43.17528019,2020-08-19
493,19,France,67012883.0,Europe,41.38607199,2020-08-18
3015,1,France,67012883.0,Europe,45.68822983,2020-08-17
3310,3,France,67012883.0,Europe,41.18909494,2020-08-16
2846,18,France,67012883.0,Europe,36.24974619,2020-08-15
2669,17,France,67012883.0,Europe,34.01137062,2020-08-14
2524,17,France,67012883.0,Europe,32.08338313,2020-08-13
1397,14,France,67012883.0,Europe,30.3941557,2020-08-12
4854,16,France,67012883.0,Europe,29.39136345,2020-08-11
2288,12,France,67012883.0,Europe,25.95471083,2020-08-08
1604,7,France,67012883.0,Europe,24.22668489,2020-08-07
1695,9,France,67012883.0,Europe,23.41788518,2020-08-06
1039,2,France,67012883.0,Europe,22.37778667,2020-08-05
3376,29,France,67012883.0,Europe,21.69881275,2020-08-04
1346,11,France,67012883.0,Europe,19.76485626,2020-08-01
1377,16,France,67012883.0,Europe,19.00380857,2020-07-31
1392,15,France,67012883.0,Europe,17.7458415,2020-07-30
725,14,France,67012883.0,Europe,17.05194507,2020-07-29
2551,17,France,67012883.0,Europe,15.97006355,2020-07-28
1130,10,France,67012883.0,Europe,14.588239699999999,2020-07-25
1062,10,France,67012883.0,Europe,13.88389752,2020-07-24
998,7,France,67012883.0,Europe,13.225815099999998,2020-07-23
584,0,France,67012883.0,Europe,12.72591123,2020-07-22
2080,13,France,67012883.0,Europe,12.56325593,2020-07-21
836,14,France,67012883.0,Europe,11.51121942,2020-07-18
534,18,France,67012883.0,Europe,11.13218782,2020-07-17
927,91,France,67012883.0,Europe,11.31871912,2020-07-16
1625,25,France,67012883.0,Europe,12.11259632,2020-07-14
658,25,France,67012883.0,Europe,11.66342896,2020-07-11
621,14,France,67012883.0,Europe,13.05122181,2020-07-10
663,32,France,67012883.0,Europe,12.12453432,2020-07-09
475,13,France,67012883.0,Europe,11.2560446,2020-07-08
1375,27,France,67012883.0,Europe,11.31871912,2020-07-07
582,18,France,67012883.0,Europe,11.20381584,2020-07-04
659,14,France,67012883.0,Europe,11.54554118,2020-07-03
918,18,France,67012883.0,Europe,11.2590291,2020-07-02
541,30,France,67012883.0,Europe,10.57259393,2020-07-01
1324,35,France,67012883.0,Europe,10.278620599999998,2020-06-30
1588,26,France,67012883.0,Europe,9.92197276,2020-06-27
81,11,France,67012883.0,Europe,9.26985935,2020-06-25
517,57,France,67012883.0,Europe,9.96226352,2020-06-24
373,23,France,67012883.0,Europe,9.79214698,2020-06-23
284,7,France,67012883.0,Europe,9.55040242,2020-06-22
641,16,France,67012883.0,Europe,9.63844519,2020-06-21
811,14,France,67012883.0,Europe,9.54592567,2020-06-20
467,28,France,67012883.0,Europe,9.24747559,2020-06-19
458,28,France,67012883.0,Europe,9.69515071,2020-06-18
344,111,France,67012883.0,Europe,9.53697217,2020-06-17
152,29,France,67012883.0,Europe,7.88057425,2020-06-16
407,9,France,67012883.0,Europe,8.15813282,2020-06-15
526,24,France,67012883.0,Europe,7.93429526,2020-06-14
726,28,France,67012883.0,Europe,9.87720525,2020-06-13
425,27,France,67012883.0,Europe,9.68470495,2020-06-12
545,23,France,67012883.0,Europe,14.01223105,2020-06-11
